Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 673, average 2186, total 1471195
@q2[openssl]: count 1800, average 601, total 1082697
@q2[ksoftirqd/169]: count 163, average 863, total 140753


@q4[ksoftirqd/169]: count 1438, average 956, total 1375408
@q4[openssl]: count 35867, average 958, total 34395087

@q5[ksoftirqd/169]: count 10947, average 430, total 4708794
@q5[openssl]: count 278205, average 868, total 241720463

@uc: count 2345, average 7024, total 16472653

@q1[openssl]: count 1413, average 2161, total 3054861
@q1[ksoftirqd/169]: count 152, average 2705, total 411178

@q2[openssl]: count 1813, average 626, total 1135644
@q2[ksoftirqd/169]: count 168, average 693, total 116487


@q4[openssl]: count 36010, average 959, total 34538877
@q4[ksoftirqd/169]: count 1287, average 967, total 1245267

@q5[ksoftirqd/169]: count 9667, average 431, total 4172782
@q5[openssl]: count 279399, average 431, total 120668273

@uc: count 2163, average 12018, total 25996501

@q1[openssl]: count 1364, average 2162, total 2949898
@q1[ksoftirqd/169]: count 180, average 2647, total 476550
@q1[kworker/169:1]: count 1, average 16040, total 16040

@q2[openssl]: count 1776, average 620, total 1102544
@q2[ksoftirqd/169]: count 190, average 655, total 124539
@q2[kworker/169:1]: count 2, average 17242, total 34484


@q4[ksoftirqd/169]: count 1465, average 958, total 1404924
@q4[openssl]: count 35757, average 959, total 34304604
@q4[kworker/169:1]: count 69, average 1373, total 94779

@q5[ksoftirqd/169]: count 11013, average 431, total 4756778
@q5[openssl]: count 277562, average 432, total 119920831
@q5[kworker/169:1]: count 541, average 482, total 261033

@uc: count 2307, average 12883, total 29721463

@q1[openssl]: count 1351, average 2134, total 2883551
@q1[ksoftirqd/169]: count 142, average 2466, total 350260

@q2[openssl]: count 1810, average 601, total 1088665
@q2[ksoftirqd/169]: count 159, average 836, total 133003
@q2[kworker/169:1]: count 1, average 35397, total 35397


@q4[ksoftirqd/169]: count 1600, average 958, total 1533613
@q4[openssl]: count 35651, average 958, total 34168683
@q4[kworker/169:1]: count 41, average 1771, total 72618

@q5[ksoftirqd/169]: count 12132, average 430, total 5225759
@q5[openssl]: count 276633, average 431, total 119415250
@q5[kworker/169:1]: count 324, average 520, total 168671

@uc: count 1976, average 6892, total 13619590

@q1[openssl]: count 1370, average 2137, total 2929041
@q1[ksoftirqd/169]: count 142, average 2716, total 385686

@q2[openssl]: count 1817, average 604, total 1098840
@q2[ksoftirqd/169]: count 163, average 858, total 139992
@q2[kworker/169:1]: count 2, average 18915, total 37831


@q4[openssl]: count 36000, average 959, total 34552351
@q4[ksoftirqd/169]: count 1275, average 968, total 1235227
@q4[kworker/169:1]: count 26, average 2260, total 58779

@q5[ksoftirqd/169]: count 9601, average 432, total 4149313
@q5[openssl]: count 279356, average 432, total 120689803
@q5[kworker/169:1]: count 201, average 590, total 118629

@uc: count 2387, average 7089, total 16923494

@q1[openssl]: count 1407, average 2158, total 3037417
@q1[ksoftirqd/169]: count 146, average 2573, total 375796

@q2[openssl]: count 1826, average 616, total 1125283
@q2[ksoftirqd/169]: count 155, average 675, total 104777


@q4[ksoftirqd/169]: count 1185, average 952, total 1128648
@q4[openssl]: count 36106, average 958, total 34621806

@q5[ksoftirqd/169]: count 8881, average 430, total 3822733
@q5[openssl]: count 280107, average 431, total 120927234

@uc: count 1994, average 7095, total 14147508

@q1[openssl]: count 1367, average 2144, total 2930891
@q1[ksoftirqd/169]: count 155, average 2621, total 406369

@q2[openssl]: count 1814, average 618, total 1121861
@q2[ksoftirqd/169]: count 163, average 703, total 114749


@q4[openssl]: count 35873, average 957, total 34351820
@q4[ksoftirqd/169]: count 1429, average 966, total 1381363

@q5[ksoftirqd/169]: count 10799, average 431, total 4658174
@q5[openssl]: count 278372, average 431, total 120173995

@uc: count 1902, average 6702, total 12748367

@q1[openssl]: count 1391, average 2149, total 2989348
@q1[ksoftirqd/169]: count 153, average 2676, total 409540

@q2[openssl]: count 1811, average 620, total 1123732
@q2[ksoftirqd/169]: count 166, average 674, total 111969


@q4[ksoftirqd/169]: count 1351, average 956, total 1292701
@q4[openssl]: count 35946, average 956, total 34387524

@q5[ksoftirqd/169]: count 10189, average 430, total 4390599
@q5[openssl]: count 278897, average 432, total 120507505

@uc: count 1890, average 6402, total 12101487

@q1[openssl]: count 1403, average 2186, total 3067202
@q1[ksoftirqd/169]: count 161, average 2609, total 420204

@q2[openssl]: count 1781, average 620, total 1104991
@q2[ksoftirqd/169]: count 177, average 689, total 122080
@q2[kworker/169:1]: count 1, average 36679, total 36679


@q4[ksoftirqd/169]: count 1123, average 952, total 1069151
@q4[openssl]: count 36147, average 958, total 34649897
@q4[kworker/169:1]: count 13, average 3649, total 47448

@q5[openssl]: count 280654, average 431, total 121174182
@q5[ksoftirqd/169]: count 8329, average 432, total 3598739
@q5[kworker/169:1]: count 101, average 764, total 77262

@uc: count 2439, average 6736, total 16430042

@q1[openssl]: count 1347, average 2144, total 2888775
@q1[ksoftirqd/169]: count 165, average 2675, total 441427

@q2[openssl]: count 1802, average 605, total 1090385
@q2[ksoftirqd/169]: count 175, average 657, total 115089


@q4[openssl]: count 36085, average 956, total 34502520
@q4[ksoftirqd/169]: count 1206, average 962, total 1160370

@q5[ksoftirqd/169]: count 8979, average 431, total 3871307
@q5[openssl]: count 280052, average 431, total 120824030

@uc: count 1921, average 6607, total 12693004

@q1[openssl]: count 1350, average 2160, total 2916901
@q1[ksoftirqd/169]: count 168, average 2662, total 447223

@q2[openssl]: count 1786, average 605, total 1081412
@q2[ksoftirqd/169]: count 185, average 821, total 151985


@q4[ksoftirqd/169]: count 1342, average 949, total 1274228
@q4[openssl]: count 35953, average 956, total 34382628

@q5[ksoftirqd/169]: count 10054, average 431, total 4340895
@q5[openssl]: count 279122, average 431, total 120546672

@uc: count 1996, average 6701, total 13376370

@q1[openssl]: count 1359, average 2150, total 2923129
@q1[ksoftirqd/169]: count 162, average 2687, total 435329

@q2[openssl]: count 1798, average 618, total 1112008
@q2[ksoftirqd/169]: count 176, average 660, total 116213


@q4[openssl]: count 35785, average 959, total 34335652
@q4[ksoftirqd/169]: count 1507, average 970, total 1462224

@q5[ksoftirqd/169]: count 11401, average 431, total 4923991
@q5[openssl]: count 277712, average 432, total 120014225

@uc: count 1928, average 6508, total 12547743

@q1[openssl]: count 1405, average 2179, total 3061791
@q1[ksoftirqd/169]: count 133, average 2699, total 359068

@q2[openssl]: count 1825, average 629, total 1149038
@q2[ksoftirqd/169]: count 148, average 683, total 101093


@q4[openssl]: count 36185, average 960, total 34744029
@q4[ksoftirqd/169]: count 1091, average 961, total 1048464

@q5[openssl]: count 280813, average 432, total 121335705
@q5[ksoftirqd/169]: count 8201, average 433, total 3552163

@uc: count 2966, average 16161, total 47933610

@q1[openssl]: count 1388, average 2203, total 3058259
@q1[ksoftirqd/169]: count 160, average 2749, total 439977

@q2[openssl]: count 1805, average 605, total 1093566
@q2[ksoftirqd/169]: count 168, average 850, total 142933


@q4[openssl]: count 35830, average 960, total 34426000
@q4[ksoftirqd/169]: count 1457, average 966, total 1407755

@q5[ksoftirqd/169]: count 11050, average 430, total 4761347
@q5[openssl]: count 278155, average 432, total 120213107

@uc: count 2033, average 6919, total 14066533

@q1[openssl]: count 1386, average 2139, total 2965108
@q1[ksoftirqd/169]: count 151, average 2682, total 405023
@q1[kworker/169:1]: count 3, average 7440, total 22322

@q2[openssl]: count 1805, average 622, total 1123201
@q2[ksoftirqd/169]: count 165, average 687, total 113455
@q2[kworker/169:1]: count 3, average 12373, total 37119


@q4[openssl]: count 35695, average 957, total 34190701
@q4[ksoftirqd/169]: count 1517, average 971, total 1473197
@q4[kworker/169:1]: count 73, average 1429, total 104372

@q5[ksoftirqd/169]: count 11533, average 431, total 4974389
@q5[openssl]: count 276993, average 432, total 119705249
@q5[kworker/169:1]: count 567, average 491, total 278704

@uc: count 1946, average 6582, total 12809138

@q1[openssl]: count 1429, average 2178, total 3113569
@q1[ksoftirqd/169]: count 157, average 2718, total 426731

@q2[openssl]: count 1801, average 621, total 1120127
@q2[ksoftirqd/169]: count 167, average 666, total 111281
@q2[kworker/169:1]: count 1, average 35977, total 35977


@q4[openssl]: count 35843, average 960, total 34415219
@q4[ksoftirqd/169]: count 1425, average 963, total 1373277
@q4[kworker/169:1]: count 28, average 2224, total 62276

@q5[ksoftirqd/169]: count 10775, average 431, total 4654550
@q5[openssl]: count 278044, average 432, total 120161422
@q5[kworker/169:1]: count 221, average 575, total 127208

@uc: count 1976, average 5899, total 11658151

@q1[openssl]: count 1376, average 2178, total 2996968
@q1[ksoftirqd/169]: count 169, average 2651, total 448133

@q2[openssl]: count 1792, average 610, total 1094023
@q2[ksoftirqd/169]: count 182, average 689, total 125548


@q4[ksoftirqd/169]: count 1271, average 950, total 1208160
@q4[openssl]: count 36018, average 959, total 34552714

@q5[ksoftirqd/169]: count 9491, average 431, total 4096151
@q5[openssl]: count 279574, average 432, total 120801835

@uc: count 2365, average 6354, total 15027652

@q1[openssl]: count 1401, average 2140, total 2999322
@q1[ksoftirqd/169]: count 161, average 2640, total 425167

@q2[openssl]: count 1803, average 615, total 1110530
@q2[ksoftirqd/169]: count 173, average 658, total 113874


@q4[ksoftirqd/169]: count 1241, average 951, total 1181340
@q4[openssl]: count 36066, average 960, total 34640452

@q5[openssl]: count 559426, average 216, total 120914147
@q5[ksoftirqd/169]: count 9276, average 430, total 3989729

@uc: count 1922, average 6304, total 12117184

@q1[openssl]: count 1410, average 2174, total 3065962
@q1[ksoftirqd/169]: count 148, average 2704, total 400322

@q2[openssl]: count 1799, average 621, total 1118458
@q2[ksoftirqd/169]: count 163, average 689, total 112341
@q2[kworker/169:1]: count 1, average 33563, total 33563


@q4[openssl]: count 35752, average 958, total 34277343
@q4[ksoftirqd/169]: count 1499, average 966, total 1448896
@q4[kworker/169:1]: count 38, average 1671, total 63529

@q5[ksoftirqd/169]: count 11361, average 432, total 4909756
@q5[openssl]: count 277445, average 432, total 119887258
@q5[kworker/169:1]: count 300, average 533, total 159969

@uc: count 2015, average 6781, total 13664018

@q1[openssl]: count 1400, average 2177, total 3048620
@q1[ksoftirqd/169]: count 170, average 2703, total 459600

@q2[openssl]: count 1804, average 602, total 1087699
@q2[ksoftirqd/169]: count 181, average 843, total 152666


@q4[ksoftirqd/169]: count 1472, average 956, total 1407271
@q4[openssl]: count 35809, average 958, total 34314676

@q5[ksoftirqd/169]: count 11102, average 432, total 4797064
@q5[openssl]: count 277968, average 432, total 120210514

@uc: count 1922, average 5973, total 11481336

@q1[openssl]: count 1374, average 2162, total 2971137
@q1[ksoftirqd/169]: count 158, average 2760, total 436209

@q2[openssl]: count 1787, average 621, total 1110614
@q2[ksoftirqd/169]: count 174, average 697, total 121322


@q4[openssl]: count 35861, average 958, total 34356598
@q4[ksoftirqd/169]: count 1429, average 968, total 1384481

@q5[openssl]: count 278330, average 431, total 120129046
@q5[ksoftirqd/169]: count 10791, average 432, total 4667401

@uc: count 2332, average 7055, total 16452982

@q1[openssl]: count 1348, average 2155, total 2905556
@q1[ksoftirqd/169]: count 165, average 2642, total 436043

@q2[openssl]: count 1817, average 604, total 1097802
@q2[ksoftirqd/169]: count 173, average 837, total 144925


@q4[ksoftirqd/169]: count 1251, average 951, total 1190203
@q4[openssl]: count 36033, average 956, total 34480699

@q5[ksoftirqd/169]: count 9363, average 429, total 4024470
@q5[openssl]: count 279743, average 431, total 120782708

@uc: count 1849, average 6119, total 11314661

@q1[openssl]: count 1384, average 2162, total 2992853
@q1[ksoftirqd/169]: count 144, average 2682, total 386324

@q2[openssl]: count 1815, average 606, total 1100969
@q2[ksoftirqd/169]: count 161, average 855, total 137694


@q4[openssl]: count 35980, average 958, total 34470652
@q4[ksoftirqd/169]: count 1326, average 967, total 1282766

@q5[openssl]: count 279198, average 431, total 120595220
@q5[ksoftirqd/169]: count 10001, average 432, total 4324503

@uc: count 2123, average 13283, total 28201288

@q1[openssl]: count 1413, average 2188, total 3092556
@q1[ksoftirqd/169]: count 166, average 2695, total 447394

@q2[openssl]: count 1801, average 622, total 1121959
@q2[ksoftirqd/169]: count 183, average 690, total 126273
@q2[kworker/169:1]: count 1, average 35927, total 35927


@q4[openssl]: count 35828, average 959, total 34381585
@q4[ksoftirqd/169]: count 1450, average 960, total 1392412
@q4[kworker/169:1]: count 11, average 4084, total 44933

@q5[ksoftirqd/169]: count 10928, average 432, total 4724989
@q5[openssl]: count 278001, average 432, total 120120710
@q5[kworker/169:1]: count 86, average 808, total 69547

@uc: count 2380, average 13747, total 32719396

@q1[openssl]: count 1455, average 2225, total 3237927
@q1[ksoftirqd/169]: count 154, average 2768, total 426342

@q2[openssl]: count 1777, average 608, total 1082133
@q2[ksoftirqd/169]: count 176, average 843, total 148463
@q2[kworker/169:1]: count 2, average 18064, total 36128


@q4[ksoftirqd/169]: count 1454, average 957, total 1391638
@q4[openssl]: count 35798, average 959, total 34340486
@q4[kworker/169:1]: count 42, average 1760, total 73959

@q5[ksoftirqd/169]: count 11004, average 431, total 4752194
@q5[openssl]: count 277823, average 434, total 120738261
@q5[kworker/169:1]: count 327, average 535, total 175105

@uc: count 2434, average 6609, total 16087657

@q1[openssl]: count 1424, average 2206, total 3142567
@q1[ksoftirqd/169]: count 152, average 2786, total 423606

@q2[openssl]: count 1805, average 618, total 1117035
@q2[ksoftirqd/169]: count 170, average 666, total 113333


@q4[openssl]: count 35668, average 961, total 34306035
@q4[ksoftirqd/169]: count 1614, average 967, total 1560865

@q5[ksoftirqd/169]: count 12298, average 430, total 5300275
@q5[openssl]: count 276760, average 431, total 119554862

@uc: count 1936, average 7210, total 13958905

@q1[openssl]: count 1381, average 2176, total 3006047
@q1[ksoftirqd/169]: count 163, average 2692, total 438829
@q1[kworker/169:1]: count 1, average 20779, total 20779

@q2[openssl]: count 1807, average 620, total 1121016
@q2[ksoftirqd/169]: count 174, average 692, total 120486
@q2[kworker/169:1]: count 1, average 36689, total 36689


@q4[openssl]: count 35860, average 960, total 34457511
@q4[ksoftirqd/169]: count 1393, average 965, total 1344419
@q4[kworker/169:1]: count 39, average 1853, total 72277

@q5[openssl]: count 278322, average 431, total 120213242
@q5[ksoftirqd/169]: count 10476, average 433, total 4541355
@q5[kworker/169:1]: count 306, average 531, total 162536

@uc: count 1877, average 6169, total 11579718

@q1[openssl]: count 1361, average 2174, total 2959776
@q1[ksoftirqd/169]: count 165, average 2687, total 443438

@q2[openssl]: count 1804, average 632, total 1140188
@q2[ksoftirqd/169]: count 176, average 661, total 116506
@q2[kworker/169:1]: count 2, average 18434, total 36869


@q4[openssl]: count 35667, average 960, total 34244691
@q4[ksoftirqd/169]: count 1563, average 962, total 1505157
@q4[kworker/169:1]: count 42, average 1809, total 76011

@q5[ksoftirqd/169]: count 11838, average 431, total 5102649
@q5[openssl]: count 276858, average 432, total 119678192
@q5[kworker/169:1]: count 328, average 520, total 170818

@uc: count 1904, average 5991, total 11408659

@q1[openssl]: count 1400, average 2175, total 3045625
@q1[ksoftirqd/169]: count 148, average 2690, total 398252
@q1[kworker/169:1]: count 1, average 21901, total 21901

@q2[openssl]: count 1797, average 605, total 1087914
@q2[ksoftirqd/169]: count 169, average 833, total 140831
@q2[kworker/169:1]: count 2, average 18640, total 37280


@q4[ksoftirqd/169]: count 1390, average 954, total 1327327
@q4[openssl]: count 35850, average 960, total 34430873
@q4[kworker/169:1]: count 56, average 1604, total 89833

@q5[ksoftirqd/169]: count 10484, average 432, total 4535834
@q5[openssl]: count 278228, average 432, total 120283466
@q5[kworker/169:1]: count 440, average 505, total 222231

@uc: count 2425, average 6408, total 15540374

@q1[openssl]: count 1397, average 2164, total 3023710
@q1[ksoftirqd/169]: count 148, average 2681, total 396911

@q2[openssl]: count 1821, average 617, total 1125016
@q2[ksoftirqd/169]: count 158, average 688, total 108721
@q2[kworker/169:1]: count 2, average 18364, total 36728


@q4[ksoftirqd/169]: count 1353, average 955, total 1293037
@q4[openssl]: count 35903, average 959, total 34435095
@q4[kworker/169:1]: count 41, average 1775, total 72784

@q5[ksoftirqd/169]: count 10226, average 431, total 4411233
@q5[openssl]: count 278551, average 432, total 120340321
