Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 202, average 1378, total 278502
@q2[openssl]: count 1645, average 640, total 1053663
@q2[ksoftirqd/169]: count 52, average 759, total 39486


@q4[openssl]: count 13366, average 957, total 12797672
@q4[ksoftirqd/169]: count 110, average 962, total 105926

@q5[openssl]: count 101273, average 428, total 43427883
@q5[ksoftirqd/169]: count 727, average 439, total 319183

@uc: count 2059, average 7038, total 14492180

@q1[openssl]: count 360, average 1209, total 435427
@q1[ksoftirqd/169]: count 11, average 2150, total 23653
@q1[kworker/169:0]: count 1, average 11912, total 11912

@q2[openssl]: count 1649, average 644, total 1062929
@q2[ksoftirqd/169]: count 42, average 781, total 32833
@q2[kworker/169:0]: count 2, average 17758, total 35516


@q4[openssl]: count 13377, average 955, total 12778707
@q4[ksoftirqd/169]: count 93, average 977, total 90913
@q4[kworker/169:0]: count 11, average 3435, total 37792

@q5[openssl]: count 101365, average 428, total 43433305
@q5[ksoftirqd/169]: count 619, average 442, total 273891
@q5[kworker/169:0]: count 79, average 790, total 62477

@uc: count 2118, average 7148, total 15140742

@q1[openssl]: count 366, average 1201, total 439738
@q1[ksoftirqd/169]: count 11, average 2029, total 22324
@q1[kworker/169:0]: count 1, average 5671, total 5671

@q2[openssl]: count 1638, average 638, total 1046498
@q2[ksoftirqd/169]: count 45, average 808, total 36383
@q2[kworker/169:0]: count 1, average 7935, total 7935


@q4[openssl]: count 13367, average 952, total 12736593
@q4[ksoftirqd/169]: count 106, average 991, total 105115
@q4[kworker/169:0]: count 11, average 1388, total 15270

@q5[openssl]: count 101198, average 428, total 43371452
@q5[ksoftirqd/169]: count 729, average 436, total 318286
@q5[kworker/169:0]: count 80, average 486, total 38903

@uc: count 2416, average 7641, total 18463046

@q1[openssl]: count 4427, average 1175, total 5204436
@q1[kworker/169:0]: count 85, average 1347, total 114555
@q1[ksoftirqd/169]: count 45, average 1400, total 63009
@q1[kworker/169:2]: count 2, average 7139, total 14278

@q2[openssl]: count 5649, average 533, total 3013570
@q2[kworker/169:0]: count 89, average 584, total 52038
@q2[ksoftirqd/169]: count 73, average 653, total 47708
@q2[kworker/169:2]: count 3, average 9785, total 29355


@q4[kworker/169:0]: count 119, average 816, total 97129
@q4[openssl]: count 16872, average 883, total 14911108
@q4[ksoftirqd/169]: count 107, average 895, total 95829
@q4[kworker/169:2]: count 4, average 5681, total 22724

@q5[openssl]: count 101197, average 429, total 43460752
@q5[ksoftirqd/169]: count 501, average 447, total 224211
@q5[kworker/169:0]: count 345, average 461, total 159268
@q5[kworker/169:2]: count 17, average 1875, total 31880

@uc: count 6389, average 3096, total 19784417

@q1[openssl]: count 363, average 1226, total 445216
@q1[ksoftirqd/169]: count 13, average 1852, total 24084
@q1[kworker/169:0]: count 2, average 3807, total 7614

@q2[openssl]: count 1637, average 642, total 1052389
@q2[ksoftirqd/169]: count 53, average 783, total 41519
@q2[kworker/169:0]: count 5, average 6319, total 31598


@q4[openssl]: count 13319, average 959, total 12777060
@q4[ksoftirqd/169]: count 139, average 965, total 134148
@q4[kworker/169:0]: count 24, average 1735, total 41647

@q5[openssl]: count 100907, average 429, total 43321700
@q5[ksoftirqd/169]: count 967, average 435, total 421175
@q5[kworker/169:0]: count 171, average 562, total 96157

@uc: count 2502, average 17796, total 44526539

@q1[openssl]: count 6447, average 1166, total 7520551
@q1[kworker/169:0]: count 118, average 1224, total 144484
@q1[ksoftirqd/169]: count 55, average 1398, total 76895
@q1[kworker/169:2]: count 2, average 5195, total 10390

@q2[openssl]: count 7645, average 517, total 3960080
@q2[ksoftirqd/169]: count 82, average 641, total 52640
@q2[kworker/169:0]: count 119, average 681, total 81123
@q2[kworker/169:2]: count 2, average 3085, total 6171


@q4[kworker/169:0]: count 129, average 809, total 104438
@q4[openssl]: count 18617, average 859, total 16009907
@q4[ksoftirqd/169]: count 131, average 875, total 114627
@q4[kworker/169:2]: count 2, average 3370, total 6741

@q5[openssl]: count 101196, average 429, total 43511262
@q5[ksoftirqd/169]: count 632, average 439, total 277909
@q5[kworker/169:0]: count 207, average 519, total 107495
@q5[kworker/169:2]: count 7, average 1213, total 8496

@uc: count 8517, average 3091, total 26330435

@q1[openssl]: count 362, average 1236, total 447582
@q1[ksoftirqd/169]: count 12, average 2229, total 26750
@q1[kworker/169:2]: count 1, average 7223, total 7223
@q1[kworker/169:0]: count 1, average 14647, total 14647

@q2[openssl]: count 1638, average 645, total 1057708
@q2[ksoftirqd/169]: count 49, average 800, total 39220
@q2[kworker/169:0]: count 2, average 15684, total 31368
@q2[kworker/169:2]: count 1, average 32992, total 32992


@q4[openssl]: count 13326, average 961, total 12808133
@q4[ksoftirqd/169]: count 127, average 992, total 126022
@q4[kworker/169:0]: count 12, average 2965, total 35589
@q4[kworker/169:2]: count 1, average 24656, total 24656

@q5[openssl]: count 101025, average 429, total 43382944
@q5[ksoftirqd/169]: count 879, average 440, total 387341
@q5[kworker/169:0]: count 87, average 713, total 62114
@q5[kworker/169:2]: count 2, average 12789, total 25578

@uc: count 2506, average 6463, total 16197844

@q1[openssl]: count 357, average 1200, total 428439
@q1[ksoftirqd/169]: count 9, average 1792, total 16132
@q1[kworker/169:0]: count 1, average 14076, total 14076

@q2[openssl]: count 1634, average 628, total 1027449
@q2[ksoftirqd/169]: count 48, average 813, total 39043
@q2[kworker/169:0]: count 1, average 34545, total 34545


@q4[openssl]: count 13377, average 959, total 12833238
@q4[ksoftirqd/169]: count 96, average 974, total 93514
@q4[kworker/169:0]: count 1, average 29154, total 29154

@q5[openssl]: count 101415, average 429, total 43525544
@q5[ksoftirqd/169]: count 657, average 438, total 288173
@q5[kworker/169:0]: count 1, average 30538, total 30538

@uc: count 2255, average 7308, total 16481311

@q1[openssl]: count 365, average 1239, total 452399
@q1[ksoftirqd/169]: count 12, average 1799, total 21588

@q2[openssl]: count 1636, average 629, total 1029791
@q2[ksoftirqd/169]: count 59, average 795, total 46941


@q4[openssl]: count 13353, average 957, total 12785397
@q4[ksoftirqd/169]: count 126, average 1006, total 126814

@q5[openssl]: count 101145, average 429, total 43422150
@q5[ksoftirqd/169]: count 858, average 442, total 379282

@uc: count 2199, average 7160, total 15747034

@q1[openssl]: count 360, average 1227, total 442048
@q1[ksoftirqd/169]: count 11, average 1924, total 21168
@q1[kworker/169:0]: count 2, average 8180, total 16361

@q2[openssl]: count 1644, average 641, total 1054358
@q2[ksoftirqd/169]: count 41, average 787, total 32303
@q2[kworker/169:0]: count 3, average 11120, total 33362


@q4[openssl]: count 13387, average 959, total 12844157
@q4[ksoftirqd/169]: count 88, average 987, total 86921
@q4[kworker/169:0]: count 5, average 5943, total 29715

@q5[openssl]: count 101451, average 429, total 43532191
@q5[ksoftirqd/169]: count 596, average 439, total 262217
@q5[kworker/169:0]: count 21, average 1785, total 37500

@uc: count 2108, average 7210, total 15200205

@q1[openssl]: count 363, average 1230, total 446611
@q1[ksoftirqd/169]: count 13, average 1852, total 24086
@q1[kworker/169:0]: count 3, average 4973, total 14919

@q2[openssl]: count 1642, average 642, total 1054453
@q2[ksoftirqd/169]: count 48, average 789, total 37889
@q2[kworker/169:0]: count 4, average 7992, total 31969


@q4[openssl]: count 13369, average 956, total 12792591
@q4[ksoftirqd/169]: count 104, average 973, total 101231
@q4[kworker/169:0]: count 5, average 7227, total 36137

@q5[openssl]: count 101266, average 429, total 43471751
@q5[ksoftirqd/169]: count 703, average 439, total 308961
@q5[kworker/169:0]: count 18, average 1965, total 35384

@uc: count 2417, average 7901, total 19098205

@q1[openssl]: count 360, average 1206, total 434513
@q1[ksoftirqd/169]: count 11, average 1927, total 21201

@q2[openssl]: count 1656, average 647, total 1071524
@q2[ksoftirqd/169]: count 37, average 957, total 35436


@q4[openssl]: count 13391, average 959, total 12850925
@q4[ksoftirqd/169]: count 90, average 1009, total 90821

@q5[openssl]: count 101459, average 428, total 43491120
@q5[ksoftirqd/169]: count 602, average 445, total 268166

@uc: count 2133, average 5808, total 12390385

@q1[openssl]: count 367, average 1221, total 448415
@q1[ksoftirqd/169]: count 5, average 2675, total 13376
@q1[kworker/169:0]: count 1, average 10891, total 10891

@q2[openssl]: count 1653, average 635, total 1051054
@q2[ksoftirqd/169]: count 32, average 840, total 26905
@q2[kworker/169:0]: count 1, average 6092, total 6092


@q4[openssl]: count 13386, average 957, total 12811732
@q4[ksoftirqd/169]: count 76, average 1009, total 76736
@q4[kworker/169:0]: count 11, average 1386, total 15250

@q5[openssl]: count 101398, average 429, total 43507842
@q5[ksoftirqd/169]: count 526, average 439, total 231415
@q5[kworker/169:0]: count 81, average 499, total 40476

@uc: count 2084, average 6760, total 14089260

@q1[openssl]: count 362, average 1232, total 446187
@q1[ksoftirqd/169]: count 12, average 1784, total 21409
@q1[kworker/169:0]: count 1, average 7414, total 7414

@q2[openssl]: count 1646, average 639, total 1052538
@q2[ksoftirqd/169]: count 44, average 833, total 36668
@q2[kworker/169:0]: count 1, average 23144, total 23144


@q4[openssl]: count 13397, average 959, total 12850102
@q4[ksoftirqd/169]: count 85, average 986, total 83851
@q4[kworker/169:0]: count 1, average 16421, total 16421

@q5[openssl]: count 101532, average 428, total 43545471
@q5[ksoftirqd/169]: count 550, average 446, total 245617
@q5[kworker/169:0]: count 1, average 20579, total 20579

@uc: count 2161, average 6689, total 14455070

@q1[openssl]: count 359, average 1221, total 438520
@q1[ksoftirqd/169]: count 12, average 1810, total 21722
@q1[kworker/169:0]: count 1, average 8175, total 8175

@q2[openssl]: count 1639, average 640, total 1048998
@q2[ksoftirqd/169]: count 46, average 806, total 37108
@q2[kworker/169:0]: count 1, average 10750, total 10750


@q4[openssl]: count 13378, average 963, total 12886776
@q4[ksoftirqd/169]: count 86, average 994, total 85560
@q4[kworker/169:0]: count 1, average 7684, total 7684

@q5[openssl]: count 101423, average 429, total 43547459
@q5[ksoftirqd/169]: count 562, average 441, total 247967
@q5[kworker/169:0]: count 1, average 6242, total 6242

@uc: count 2386, average 6866, total 16384505

@q1[openssl]: count 364, average 1208, total 439885
@q1[ksoftirqd/169]: count 11, average 2179, total 23975
@q1[kworker/169:0]: count 1, average 7874, total 7874

@q2[openssl]: count 1650, average 640, total 1056929
@q2[ksoftirqd/169]: count 39, average 844, total 32936
@q2[kworker/169:0]: count 2, average 6878, total 13757


@q4[openssl]: count 13383, average 959, total 12835926
@q4[ksoftirqd/169]: count 91, average 978, total 89057
@q4[kworker/169:0]: count 11, average 1815, total 19966

@q5[openssl]: count 101383, average 429, total 43580079
@q5[ksoftirqd/169]: count 617, average 440, total 272051
@q5[kworker/169:0]: count 79, average 558, total 44123

@uc: count 2698, average 17113, total 46173292

@q1[openssl]: count 432, average 1225, total 529322
@q1[ksoftirqd/169]: count 11, average 1721, total 18935
@q1[kworker/169:0]: count 5, average 2338, total 11691

@q2[openssl]: count 1709, average 640, total 1094106
@q2[ksoftirqd/169]: count 46, average 771, total 35475
@q2[kworker/169:0]: count 7, average 1610, total 11272


@q4[openssl]: count 13423, average 962, total 12917574
@q4[ksoftirqd/169]: count 86, average 997, total 85779
@q4[kworker/169:0]: count 25, average 1169, total 29236

@q5[openssl]: count 101281, average 430, total 43560689
@q5[ksoftirqd/169]: count 563, average 443, total 249824
@q5[kworker/169:0]: count 161, average 458, total 73854

@uc: count 2131, average 6282, total 13388491

@q1[openssl]: count 358, average 1218, total 436299
@q1[ksoftirqd/169]: count 15, average 1883, total 28254

@q2[openssl]: count 1634, average 635, total 1038291
@q2[ksoftirqd/169]: count 53, average 793, total 42033
@q2[kworker/169:0]: count 1, average 35767, total 35767


@q4[openssl]: count 13362, average 958, total 12813453
@q4[ksoftirqd/169]: count 104, average 963, total 100234
@q4[kworker/169:0]: count 11, average 3806, total 41868

@q5[openssl]: count 101283, average 429, total 43510903
@q5[ksoftirqd/169]: count 677, average 439, total 297821
@q5[kworker/169:0]: count 87, average 806, total 70170

@uc: count 2065, average 6645, total 13723709

@q1[openssl]: count 360, average 1191, total 428818
@q1[ksoftirqd/169]: count 11, average 2055, total 22613
@q1[kworker/169:0]: count 6, average 3944, total 23665

@q2[openssl]: count 1635, average 639, total 1045926
@q2[ksoftirqd/169]: count 47, average 795, total 37372
@q2[kworker/169:0]: count 9, average 1443, total 12994


@q4[openssl]: count 13355, average 959, total 12818774
@q4[ksoftirqd/169]: count 96, average 1012, total 97243
@q4[kworker/169:0]: count 37, average 1048, total 38805

@q5[openssl]: count 101175, average 429, total 43479356
@q5[ksoftirqd/169]: count 639, average 444, total 284320
@q5[kworker/169:0]: count 246, average 446, total 109771

@uc: count 2528, average 8339, total 21081812

@q1[openssl]: count 378, average 1227, total 464009
@q1[ksoftirqd/169]: count 5, average 2474, total 12373
@q1[kworker/169:0]: count 3, average 6278, total 18836

@q2[openssl]: count 1661, average 639, total 1062748
@q2[ksoftirqd/169]: count 35, average 847, total 29659
@q2[kworker/169:0]: count 4, average 9517, total 38071


@q4[openssl]: count 13402, average 961, total 12887502
@q4[ksoftirqd/169]: count 76, average 1011, total 76858
@q4[kworker/169:0]: count 6, average 6029, total 36178

@q5[openssl]: count 101470, average 430, total 43639701
@q5[ksoftirqd/169]: count 529, average 442, total 234112
@q5[kworker/169:0]: count 27, average 1660, total 44826

@uc: count 2157, average 6552, total 14132900

@q1[openssl]: count 366, average 1241, total 454424
@q1[ksoftirqd/169]: count 11, average 2143, total 23577
@q1[kworker/169:0]: count 1, average 13946, total 13946

@q2[openssl]: count 1636, average 638, total 1044092
@q2[ksoftirqd/169]: count 49, average 819, total 40148
@q2[kworker/169:0]: count 2, average 16270, total 32541


@q4[openssl]: count 13374, average 959, total 12836316
@q4[ksoftirqd/169]: count 91, average 988, total 89976
@q4[kworker/169:0]: count 12, average 3199, total 38391

@q5[openssl]: count 101367, average 430, total 43603641
@q5[ksoftirqd/169]: count 607, average 448, total 272257
@q5[kworker/169:0]: count 88, average 748, total 65901

@uc: count 2049, average 6683, total 13695454

@q1[openssl]: count 361, average 1274, total 460084
@q1[ksoftirqd/169]: count 10, average 2361, total 23617

@q2[openssl]: count 1637, average 637, total 1044083
@q2[ksoftirqd/169]: count 47, average 798, total 37506


@q4[openssl]: count 13380, average 958, total 12827690
@q4[ksoftirqd/169]: count 86, average 995, total 85595

@q5[openssl]: count 101444, average 429, total 43611807
@q5[ksoftirqd/169]: count 569, average 441, total 251494

@uc: count 2035, average 6126, total 12467415

@q1[openssl]: count 365, average 1215, total 443709
@q1[ksoftirqd/169]: count 8, average 2222, total 17783
@q1[kworker/169:0]: count 6, average 3436, total 20618

@q2[openssl]: count 1648, average 641, total 1056720
@q2[ksoftirqd/169]: count 40, average 882, total 35289
@q2[kworker/169:0]: count 8, average 4672, total 37377


@q4[openssl]: count 13371, average 960, total 12844968
@q4[ksoftirqd/169]: count 77, average 1013, total 78043
@q4[kworker/169:0]: count 28, average 1862, total 52153

@q5[openssl]: count 101352, average 429, total 43551420
@q5[ksoftirqd/169]: count 518, average 446, total 231426
@q5[kworker/169:0]: count 177, average 606, total 107406

@uc: count 2381, average 7008, total 16688138

@q1[openssl]: count 355, average 1231, total 437213
@q1[ksoftirqd/169]: count 14, average 1773, total 24828
@q1[kworker/169:0]: count 2, average 6226, total 12452

@q2[openssl]: count 1639, average 643, total 1054368
@q2[ksoftirqd/169]: count 48, average 837, total 40214
@q2[kworker/169:0]: count 4, average 8736, total 34946


@q4[openssl]: count 13355, average 957, total 12788697
@q4[ksoftirqd/169]: count 97, average 1037, total 100666
@q4[kworker/169:0]: count 22, average 2068, total 45508

@q5[openssl]: count 101187, average 429, total 43462090
@q5[ksoftirqd/169]: count 633, average 443, total 280969
@q5[kworker/169:0]: count 160, average 618, total 98998

@uc: count 2186, average 7539, total 16480747

@q1[openssl]: count 5073, average 1188, total 6029940
@q1[kworker/169:0]: count 99, average 1262, total 124970
@q1[ksoftirqd/169]: count 43, average 1498, total 64421

@q2[openssl]: count 6279, average 522, total 3280248
@q2[ksoftirqd/169]: count 75, average 664, total 49861
@q2[kworker/169:0]: count 100, average 815, total 81539


@q4[openssl]: count 17435, average 875, total 15261722
@q4[ksoftirqd/169]: count 119, average 893, total 106270
@q4[kworker/169:0]: count 109, average 933, total 101748

@q5[openssl]: count 101281, average 431, total 43667898
@q5[ksoftirqd/169]: count 609, average 442, total 269215
@q5[kworker/169:0]: count 180, average 597, total 107477

@uc: count 7079, average 3635, total 25734634

@q1[openssl]: count 364, average 1197, total 435755
@q1[ksoftirqd/169]: count 11, average 2011, total 22130
@q1[kworker/169:0]: count 3, average 4091, total 12273

@q2[openssl]: count 1643, average 636, total 1046107
@q2[ksoftirqd/169]: count 48, average 809, total 38859
@q2[kworker/169:0]: count 5, average 5989, total 29948


@q4[openssl]: count 13355, average 959, total 12814622
@q4[ksoftirqd/169]: count 109, average 976, total 106474
@q4[kworker/169:0]: count 15, average 2136, total 32042

@q5[openssl]: count 101188, average 429, total 43495097
@q5[ksoftirqd/169]: count 736, average 441, total 324695
@q5[kworker/169:0]: count 93, average 651, total 60624

@uc: count 2637, average 16182, total 42674153

@q1[openssl]: count 360, average 1248, total 449633
@q1[ksoftirqd/169]: count 14, average 1759, total 24626
@q1[kworker/169:0]: count 2, average 5054, total 10109

@q2[openssl]: count 1648, average 637, total 1051002
@q2[ksoftirqd/169]: count 43, average 857, total 36864
@q2[kworker/169:0]: count 2, average 13555, total 27111


@q4[openssl]: count 13392, average 958, total 12837430
@q4[ksoftirqd/169]: count 83, average 1030, total 85550
@q4[kworker/169:0]: count 2, average 9848, total 19697

@q5[openssl]: count 101516, average 429, total 43626328
@q5[ksoftirqd/169]: count 532, average 443, total 235857
@q5[kworker/169:0]: count 3, average 8192, total 24577

@uc: count 2417, average 7467, total 18048844

@q1[openssl]: count 852, average 1209, total 1030913
@q1[kworker/169:0]: count 14, average 1591, total 22281
@q1[ksoftirqd/169]: count 12, average 1980, total 23763
@q1[kworker/169:2]: count 1, average 8356, total 8356

@q2[openssl]: count 2119, average 615, total 1304342
@q2[ksoftirqd/169]: count 49, average 790, total 38716
@q2[kworker/169:0]: count 15, average 1175, total 17632
@q2[kworker/169:2]: count 1, average 18315, total 18315


@q4[openssl]: count 13769, average 948, total 13059786
@q4[ksoftirqd/169]: count 108, average 962, total 103929
@q4[kworker/169:0]: count 34, average 1022, total 34777
@q4[kworker/169:2]: count 2, average 7203, total 14407

@q5[openssl]: count 101156, average 429, total 43471280
@q5[ksoftirqd/169]: count 721, average 437, total 315166
@q5[kworker/169:0]: count 173, average 458, total 79289
@q5[kworker/169:2]: count 10, average 1981, total 19817

@uc: count 2656, average 6567, total 17443254

@q1[openssl]: count 3426, average 1187, total 4068437
@q1[kworker/169:0]: count 40, average 1271, total 50875
@q1[ksoftirqd/169]: count 39, average 1351, total 52718
@q1[kworker/169:2]: count 20, average 1662, total 33241

@q2[openssl]: count 4659, average 539, total 2515807
@q2[ksoftirqd/169]: count 74, average 692, total 51259
@q2[kworker/169:0]: count 40, average 730, total 29215
@q2[kworker/169:2]: count 20, average 882, total 17654


@q4[kworker/169:0]: count 40, average 898, total 35927
@q4[openssl]: count 16000, average 899, total 14399185
@q4[ksoftirqd/169]: count 132, average 901, total 118987
@q4[kworker/169:2]: count 20, average 1107, total 22152

@q5[openssl]: count 101210, average 430, total 43542335
@q5[ksoftirqd/169]: count 741, average 445, total 329956
@q5[kworker/169:2]: count 27, average 670, total 18114
@q5[kworker/169:0]: count 40, average 690, total 27614

@uc: count 5302, average 3759, total 19933608

@q1[openssl]: count 360, average 1213, total 436822
@q1[ksoftirqd/169]: count 18, average 1894, total 34103
@q1[kworker/169:2]: count 1, average 14117, total 14117

@q2[openssl]: count 1633, average 636, total 1039419
@q2[ksoftirqd/169]: count 54, average 780, total 42166
@q2[kworker/169:2]: count 4, average 9310, total 37240


@q4[openssl]: count 13346, average 959, total 12807736
@q4[ksoftirqd/169]: count 113, average 963, total 108868
@q4[kworker/169:2]: count 24, average 2182, total 52377

@q5[openssl]: count 101170, average 430, total 43519833
@q5[ksoftirqd/169]: count 730, average 439, total 321187
@q5[kworker/169:2]: count 178, average 606, total 107885

@uc: count 2141, average 6485, total 13884737

@q1[openssl]: count 362, average 1199, total 434053
@q1[ksoftirqd/169]: count 13, average 1856, total 24134

@q2[openssl]: count 1636, average 637, total 1043515
@q2[ksoftirqd/169]: count 48, average 916, total 43981


@q4[openssl]: count 13363, average 958, total 12802151
@q4[ksoftirqd/169]: count 112, average 1024, total 114729

@q5[openssl]: count 101271, average 430, total 43557279
@q5[ksoftirqd/169]: count 766, average 443, total 339662

@uc: count 2388, average 8223, total 19636928

@q1[openssl]: count 359, average 1241, total 445770
@q1[ksoftirqd/169]: count 13, average 2186, total 28430
@q1[kworker/169:2]: count 1, average 7474, total 7474

@q2[openssl]: count 1642, average 643, total 1056585
@q2[ksoftirqd/169]: count 44, average 803, total 35374
@q2[kworker/169:2]: count 2, average 3581, total 7163


@q4[openssl]: count 13352, average 961, total 12833239
@q4[ksoftirqd/169]: count 94, average 1007, total 94725
@q4[kworker/169:2]: count 12, average 1350, total 16200

@q5[openssl]: count 101305, average 429, total 43540885
@q5[ksoftirqd/169]: count 627, average 439, total 275555
@q5[kworker/169:2]: count 83, average 510, total 42396

@uc: count 2088, average 7005, total 14627484

@q1[openssl]: count 362, average 1218, total 441268
@q1[ksoftirqd/169]: count 10, average 1922, total 19227
@q1[kworker/169:2]: count 1, average 11572, total 11572

@q2[openssl]: count 1639, average 636, total 1043479
@q2[ksoftirqd/169]: count 45, average 800, total 36037
@q2[kworker/169:2]: count 1, average 34725, total 34725


@q4[openssl]: count 13363, average 959, total 12827223
@q4[ksoftirqd/169]: count 109, average 1001, total 109135
@q4[kworker/169:2]: count 3, average 10589, total 31768

@q5[openssl]: count 101201, average 429, total 43513617
@q5[ksoftirqd/169]: count 757, average 437, total 330877
@q5[kworker/169:2]: count 17, average 2330, total 39623

@uc: count 2050, average 7958, total 16314985

@q1[openssl]: count 355, average 1224, total 434560
@q1[ksoftirqd/169]: count 16, average 1824, total 29184
@q1[kworker/169:2]: count 3, average 4912, total 14737

@q2[openssl]: count 1632, average 634, total 1036240
@q2[ksoftirqd/169]: count 54, average 760, total 41044
@q2[kworker/169:2]: count 3, average 11284, total 33853


@q4[openssl]: count 13375, average 960, total 12843139
@q4[ksoftirqd/169]: count 98, average 1024, total 100398
@q4[kworker/169:2]: count 3, average 8653, total 25960

@q5[openssl]: count 101468, average 429, total 43573286
@q5[ksoftirqd/169]: count 620, average 441, total 273570
@q5[kworker/169:2]: count 3, average 10292, total 30878

@uc: count 2136, average 7153, total 15279722

@q1[openssl]: count 357, average 1201, total 428787
@q1[ksoftirqd/169]: count 16, average 1600, total 25608

@q2[openssl]: count 1632, average 638, total 1042321
@q2[ksoftirqd/169]: count 53, average 756, total 40080
@q2[kworker/169:2]: count 1, average 32771, total 32771


@q4[ksoftirqd/169]: count 99, average 959, total 94975
@q4[openssl]: count 13359, average 962, total 12859066
@q4[kworker/169:2]: count 11, average 3252, total 35779

@q5[openssl]: count 101320, average 430, total 43590255
@q5[ksoftirqd/169]: count 627, average 440, total 276271
@q5[kworker/169:2]: count 86, average 772, total 66427

@uc: count 2378, average 7038, total 16738204

@q1[openssl]: count 362, average 1205, total 436546
@q1[ksoftirqd/169]: count 8, average 2121, total 16972
@q1[kworker/169:2]: count 1, average 12553, total 12553

@q2[openssl]: count 1646, average 641, total 1055815
@q2[ksoftirqd/169]: count 43, average 783, total 33682
@q2[kworker/169:2]: count 2, average 13535, total 27071


@q4[openssl]: count 13361, average 959, total 12820708
@q4[ksoftirqd/169]: count 96, average 985, total 94621
@q4[kworker/169:2]: count 11, average 2586, total 28455

@q5[openssl]: count 101286, average 429, total 43525747
@q5[ksoftirqd/169]: count 660, average 441, total 291384
