Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 158, average 1456, total 230051
@q2[kworker/169:2]: count 1, average 5981, total 5981


@q4[ksoftirqd/169]: count 99, average 927, total 91811
@q4[openssl]: count 15254, average 963, total 14701601
@q4[kworker/169:2]: count 1, average 15449, total 15449

@q5[openssl]: count 118486, average 428, total 50804959
@q5[ksoftirqd/169]: count 578, average 443, total 256606
@q5[kworker/169:2]: count 4, average 3391, total 13565

@uc: count 2301, average 5727, total 13178675

@q1[openssl]: count 339, average 1437, total 487450
@q1[ksoftirqd/169]: count 11, average 1670, total 18376
@q1[kworker/169:2]: count 1, average 14988, total 14988

@q2[openssl]: count 516, average 571, total 294980
@q2[ksoftirqd/169]: count 40, average 801, total 32040
@q2[kworker/169:2]: count 1, average 9448, total 9448


@q4[ksoftirqd/169]: count 116, average 931, total 108082
@q4[openssl]: count 15245, average 965, total 14715049
@q4[kworker/169:2]: count 1, average 29025, total 29025

@q5[openssl]: count 118369, average 429, total 50804524
@q5[ksoftirqd/169]: count 692, average 436, total 301883
@q5[kworker/169:2]: count 3, average 7060, total 21180

@uc: count 2323, average 6688, total 15536456

@q1[openssl]: count 342, average 1463, total 500376
@q1[ksoftirqd/169]: count 11, average 2218, total 24405

@q2[openssl]: count 485, average 563, total 273282
@q2[ksoftirqd/169]: count 37, average 855, total 31649


@q4[openssl]: count 15239, average 964, total 14703193
@q4[ksoftirqd/169]: count 95, average 994, total 94495

@q5[openssl]: count 118454, average 429, total 50833322
@q5[ksoftirqd/169]: count 554, average 455, total 252495

@uc: count 2195, average 5675, total 12457298

@q1[openssl]: count 345, average 1415, total 488195
@q1[ksoftirqd/169]: count 9, average 1663, total 14968
@q1[kworker/169:2]: count 1, average 7865, total 7865

@q2[openssl]: count 515, average 571, total 294103
@q2[ksoftirqd/169]: count 35, average 707, total 24775
@q2[kworker/169:2]: count 1, average 9839, total 9839


@q4[ksoftirqd/169]: count 102, average 925, total 94392
@q4[openssl]: count 15251, average 965, total 14721030
@q4[kworker/169:2]: count 1, average 7685, total 7685

@q5[openssl]: count 118427, average 429, total 50824233
@q5[ksoftirqd/169]: count 621, average 439, total 272734
@q5[kworker/169:2]: count 3, average 2367, total 7103

@uc: count 2231, average 6366, total 14203330

@q1[openssl]: count 345, average 1361, total 469546
@q1[ksoftirqd/169]: count 11, average 2287, total 25165

@q2[openssl]: count 599, average 558, total 334358
@q2[ksoftirqd/169]: count 37, average 719, total 26618


@q4[ksoftirqd/169]: count 93, average 939, total 87383
@q4[openssl]: count 15332, average 963, total 14764892

@q5[openssl]: count 118479, average 428, total 50816300
@q5[ksoftirqd/169]: count 539, average 453, total 244434

@uc: count 2594, average 11069, total 28714549

@q1[openssl]: count 339, average 1282, total 434801
@q1[ksoftirqd/169]: count 13, average 1971, total 25627

@q2[openssl]: count 880, average 560, total 493035
@q2[ksoftirqd/169]: count 50, average 683, total 34187


@q4[ksoftirqd/169]: count 138, average 941, total 129894
@q4[openssl]: count 15521, average 955, total 14831909

@q5[openssl]: count 118219, average 429, total 50745807
@q5[ksoftirqd/169]: count 850, average 439, total 373780

@uc: count 2780, average 12228, total 33994424

@q1[openssl]: count 341, average 1317, total 449107
@q1[ksoftirqd/169]: count 13, average 1704, total 22161

@q2[openssl]: count 817, average 550, total 450011
@q2[ksoftirqd/169]: count 48, average 695, total 33375


@q4[openssl]: count 15464, average 963, total 14892087
@q4[ksoftirqd/169]: count 135, average 966, total 130431

@q5[openssl]: count 118189, average 429, total 50782902
@q5[ksoftirqd/169]: count 833, average 435, total 362805

@uc: count 2171, average 5950, total 12918170

@q1[openssl]: count 338, average 1359, total 459393
@q1[ksoftirqd/169]: count 14, average 1504, total 21059

@q2[openssl]: count 607, average 563, total 341975
@q2[ksoftirqd/169]: count 42, average 828, total 34809


@q4[ksoftirqd/169]: count 117, average 936, total 109538
@q4[openssl]: count 15311, average 962, total 14737361

@q5[openssl]: count 118302, average 428, total 50711175
@q5[ksoftirqd/169]: count 712, average 436, total 311130

@uc: count 2195, average 7299, total 16022001

@q1[openssl]: count 343, average 1399, total 480130
@q1[ksoftirqd/169]: count 10, average 1907, total 19075

@q2[openssl]: count 545, average 567, total 309449
@q2[ksoftirqd/169]: count 39, average 719, total 28076


@q4[openssl]: count 15273, average 965, total 14744393
@q4[ksoftirqd/169]: count 104, average 993, total 103336

@q5[openssl]: count 118399, average 429, total 50804375
@q5[ksoftirqd/169]: count 627, average 446, total 280085

@uc: count 2446, average 6285, total 15374719

@q1[openssl]: count 341, average 1388, total 473400
@q1[ksoftirqd/169]: count 12, average 1728, total 20739

@q2[openssl]: count 521, average 565, total 294395
@q2[ksoftirqd/169]: count 40, average 860, total 34423


@q4[ksoftirqd/169]: count 104, average 929, total 96699
@q4[openssl]: count 15272, average 966, total 14753217

@q5[openssl]: count 118473, average 428, total 50810327
@q5[ksoftirqd/169]: count 623, average 441, total 274889

@uc: count 2361, average 5920, total 13978364

@q1[openssl]: count 342, average 1311, total 448591
@q1[ksoftirqd/169]: count 10, average 2319, total 23193

@q2[openssl]: count 663, average 557, total 369618
@q2[ksoftirqd/169]: count 45, average 785, total 35367
@q2[kworker/169:0]: count 1, average 11412, total 11412


@q4[openssl]: count 15340, average 961, total 14752596
@q4[ksoftirqd/169]: count 122, average 964, total 117668
@q4[kworker/169:0]: count 12, average 3311, total 39734

@q5[openssl]: count 118191, average 429, total 50747965
@q5[ksoftirqd/169]: count 738, average 445, total 328552
@q5[kworker/169:0]: count 90, average 656, total 59123

@uc: count 2130, average 5766, total 12283129

@q1[openssl]: count 335, average 1247, total 417986
@q1[ksoftirqd/169]: count 17, average 1884, total 32030

@q2[openssl]: count 786, average 548, total 431301
@q2[ksoftirqd/169]: count 43, average 807, total 34723


@q4[ksoftirqd/169]: count 103, average 917, total 94539
@q4[openssl]: count 15476, average 959, total 14851940

@q5[openssl]: count 118421, average 429, total 50838289
@q5[ksoftirqd/169]: count 592, average 439, total 260303

@uc: count 2151, average 6127, total 13179615

@q1[openssl]: count 342, average 1369, total 468489
@q1[ksoftirqd/169]: count 9, average 2775, total 24979

@q2[openssl]: count 567, average 569, total 322696
@q2[ksoftirqd/169]: count 39, average 725, total 28311


@q4[openssl]: count 15289, average 966, total 14784300
@q4[ksoftirqd/169]: count 103, average 974, total 100355

@q5[openssl]: count 118396, average 429, total 50858397
@q5[ksoftirqd/169]: count 621, average 442, total 274741

@uc: count 2412, average 7195, total 17355807

@q1[openssl]: count 342, average 1423, total 486882
@q1[ksoftirqd/169]: count 10, average 2231, total 22314

@q2[openssl]: count 473, average 576, total 272479
@q2[ksoftirqd/169]: count 40, average 845, total 33804


@q4[ksoftirqd/169]: count 120, average 941, total 113016
@q4[openssl]: count 15217, average 968, total 14739664

@q5[openssl]: count 118313, average 429, total 50783801
@q5[ksoftirqd/169]: count 737, average 443, total 326687

@uc: count 2326, average 5981, total 13913695

@q1[openssl]: count 339, average 1416, total 480286
@q1[ksoftirqd/169]: count 11, average 1593, total 17524

@q2[openssl]: count 492, average 581, total 285907
@q2[ksoftirqd/169]: count 48, average 674, total 32372


@q4[ksoftirqd/169]: count 145, average 934, total 135476
@q4[openssl]: count 15208, average 971, total 14773222

@q5[openssl]: count 118134, average 429, total 50738288
@q5[ksoftirqd/169]: count 895, average 443, total 396500

@uc: count 2224, average 5505, total 12244442

@q1[openssl]: count 342, average 1354, total 463265
@q1[ksoftirqd/169]: count 11, average 2309, total 25408

@q2[openssl]: count 530, average 572, total 303544
@q2[ksoftirqd/169]: count 40, average 715, total 28619


@q4[ksoftirqd/169]: count 107, average 960, total 102779
@q4[openssl]: count 15267, average 965, total 14742710

@q5[openssl]: count 118428, average 429, total 50846600
@q5[ksoftirqd/169]: count 646, average 447, total 289268

@uc: count 2613, average 14271, total 37291200

@q1[openssl]: count 340, average 1381, total 469810
@q1[ksoftirqd/169]: count 11, average 1605, total 17663

@q2[openssl]: count 552, average 578, total 319404
@q2[ksoftirqd/169]: count 40, average 726, total 29074


@q4[ksoftirqd/169]: count 107, average 953, total 102032
@q4[openssl]: count 15283, average 967, total 14790629

@q5[openssl]: count 118367, average 429, total 50779567
@q5[ksoftirqd/169]: count 649, average 440, total 285817

@uc: count 2598, average 6622, total 17205253

@q1[openssl]: count 337, average 1401, total 472144
@q1[ksoftirqd/169]: count 13, average 1701, total 22123

@q2[openssl]: count 512, average 579, total 296810
@q2[ksoftirqd/169]: count 43, average 698, total 30028


@q4[ksoftirqd/169]: count 109, average 951, total 103677
@q4[openssl]: count 15255, average 965, total 14736172

@q5[openssl]: count 118408, average 429, total 50800628
@q5[ksoftirqd/169]: count 632, average 470, total 297096

@uc: count 2324, average 6303, total 14649112

@q1[openssl]: count 344, average 1364, total 469474
@q1[ksoftirqd/169]: count 9, average 1815, total 16341

@q2[openssl]: count 513, average 566, total 290851
@q2[ksoftirqd/169]: count 36, average 847, total 30517


@q4[openssl]: count 15255, average 967, total 14755449
@q4[ksoftirqd/169]: count 98, average 1008, total 98858
@q4[kworker/169:2]: count 11, average 3291, total 36208

@q5[openssl]: count 118380, average 429, total 50817032
@q5[ksoftirqd/169]: count 592, average 452, total 267977
@q5[kworker/169:2]: count 88, average 643, total 56586

@uc: count 2207, average 5705, total 12592707

@q1[openssl]: count 337, average 1416, total 477342
@q1[ksoftirqd/169]: count 12, average 1964, total 23575
@q1[kworker/169:0]: count 1, average 14568, total 14568

@q2[openssl]: count 481, average 573, total 275802
@q2[ksoftirqd/169]: count 42, average 682, total 28672
@q2[kworker/169:0]: count 1, average 9427, total 9427


@q4[ksoftirqd/169]: count 111, average 921, total 102262
@q4[openssl]: count 15227, average 966, total 14717471
@q4[kworker/169:0]: count 1, average 32802, total 32802

@q5[openssl]: count 118388, average 429, total 50822423
@q5[ksoftirqd/169]: count 651, average 446, total 290737
@q5[kworker/169:0]: count 2, average 11947, total 23895

@uc: count 2247, average 6183, total 13894153

@q1[openssl]: count 338, average 1400, total 473352
@q1[ksoftirqd/169]: count 12, average 1773, total 21279

@q2[openssl]: count 500, average 574, total 287297
@q2[ksoftirqd/169]: count 41, average 714, total 29287


@q4[openssl]: count 15246, average 966, total 14740283
@q4[ksoftirqd/169]: count 111, average 987, total 109573

@q5[openssl]: count 118399, average 428, total 50772112
@q5[ksoftirqd/169]: count 665, average 449, total 299187

@uc: count 2394, average 5837, total 13974500

@q1[openssl]: count 339, average 1360, total 461041
@q1[ksoftirqd/169]: count 10, average 2027, total 20277
@q1[kworker/169:0]: count 1, average 15609, total 15609

@q2[openssl]: count 526, average 576, total 303436
@q2[ksoftirqd/169]: count 37, average 718, total 26569
@q2[kworker/169:0]: count 1, average 12763, total 12763


@q4[ksoftirqd/169]: count 105, average 958, total 100666
@q4[openssl]: count 15263, average 966, total 14749015
@q4[kworker/169:0]: count 1, average 23464, total 23464

@q5[openssl]: count 118426, average 429, total 50822363
@q5[ksoftirqd/169]: count 642, average 443, total 284651
@q5[kworker/169:0]: count 3, average 6786, total 20359

@uc: count 2332, average 6399, total 14922661

@q1[openssl]: count 342, average 1404, total 480496
@q1[ksoftirqd/169]: count 10, average 1701, total 17013

@q2[openssl]: count 518, average 572, total 296457
@q2[ksoftirqd/169]: count 37, average 714, total 26436


@q4[openssl]: count 15254, average 969, total 14791829
@q4[ksoftirqd/169]: count 100, average 975, total 97515

@q5[openssl]: count 118403, average 429, total 50846847
@q5[ksoftirqd/169]: count 604, average 442, total 267567

@uc: count 2150, average 5396, total 11603511

@q1[openssl]: count 337, average 1303, total 439282
@q1[ksoftirqd/169]: count 13, average 1811, total 23554
@q1[kworker/169:0]: count 2, average 4834, total 9668

@q2[openssl]: count 704, average 562, total 395894
@q2[ksoftirqd/169]: count 41, average 828, total 33957
@q2[kworker/169:0]: count 3, average 2367, total 7103


@q4[ksoftirqd/169]: count 120, average 928, total 111431
@q4[openssl]: count 15384, average 964, total 14835582
@q4[kworker/169:0]: count 13, average 1358, total 17662

@q5[openssl]: count 118235, average 429, total 50748318
@q5[ksoftirqd/169]: count 743, average 437, total 324981
@q5[kworker/169:0]: count 90, average 507, total 45651

@uc: count 2259, average 6425, total 14514961

@q1[openssl]: count 338, average 1259, total 425867
@q1[ksoftirqd/169]: count 13, average 1706, total 22183

@q2[openssl]: count 826, average 558, total 461084
@q2[ksoftirqd/169]: count 47, average 698, total 32851
@q2[kworker/169:0]: count 1, average 15129, total 15129


@q4[ksoftirqd/169]: count 130, average 936, total 121714
@q4[openssl]: count 15465, average 961, total 14869718
@q4[kworker/169:0]: count 12, average 4009, total 48109

@q5[openssl]: count 118151, average 429, total 50754481
@q5[ksoftirqd/169]: count 806, average 447, total 360680
@q5[kworker/169:0]: count 93, average 745, total 69370

@uc: count 2413, average 6265, total 15117906

@q1[openssl]: count 343, average 1332, total 457090
@q1[ksoftirqd/169]: count 6, average 3320, total 19925
@q1[kworker/169:0]: count 2, average 10299, total 20598

@q2[openssl]: count 634, average 557, total 353148
@q2[ksoftirqd/169]: count 37, average 861, total 31857
@q2[kworker/169:0]: count 3, average 4378, total 13134


@q4[ksoftirqd/169]: count 103, average 935, total 96345
@q4[openssl]: count 15323, average 962, total 14743733
@q4[kworker/169:0]: count 14, average 3275, total 45857

@q5[openssl]: count 118276, average 429, total 50764351
@q5[ksoftirqd/169]: count 638, average 436, total 278734
@q5[kworker/169:0]: count 97, average 700, total 67962

@uc: count 2314, average 6779, total 15686875

@q1[openssl]: count 347, average 1352, total 469451
@q1[ksoftirqd/169]: count 6, average 1975, total 11852

@q2[openssl]: count 519, average 570, total 295995
@q2[ksoftirqd/169]: count 33, average 746, total 24647


@q4[ksoftirqd/169]: count 106, average 956, total 101348
@q4[openssl]: count 15252, average 966, total 14745427

@q5[openssl]: count 118365, average 429, total 50842204
@q5[ksoftirqd/169]: count 679, average 437, total 297340

@uc: count 2382, average 9636, total 22953187

@q1[openssl]: count 342, average 1392, total 476358
@q1[ksoftirqd/169]: count 10, average 2090, total 20900

@q2[openssl]: count 529, average 567, total 300262
@q2[ksoftirqd/169]: count 39, average 720, total 28093


@q4[openssl]: count 15268, average 968, total 14787064
@q4[ksoftirqd/169]: count 110, average 976, total 107452

@q5[openssl]: count 118385, average 429, total 50841469
@q5[ksoftirqd/169]: count 673, average 443, total 298336

@uc: count 2191, average 5732, total 12559379

@q1[openssl]: count 345, average 1393, total 480853
@q1[ksoftirqd/169]: count 10, average 2048, total 20488

@q2[openssl]: count 574, average 569, total 326742
@q2[ksoftirqd/169]: count 38, average 740, total 28141


@q4[ksoftirqd/169]: count 96, average 969, total 93083
@q4[openssl]: count 15313, average 970, total 14855728

@q5[openssl]: count 118523, average 429, total 50920432
@q5[ksoftirqd/169]: count 558, average 458, total 255748

@uc: count 2832, average 12757, total 36130616

@q1[openssl]: count 347, average 1402, total 486745
@q1[ksoftirqd/169]: count 5, average 3186, total 15930

@q2[openssl]: count 515, average 578, total 298163
@q2[ksoftirqd/169]: count 33, average 849, total 28024
@q2[kworker/169:0]: count 1, average 13435, total 13435


@q4[ksoftirqd/169]: count 90, average 920, total 82885
@q4[openssl]: count 15250, average 965, total 14717378
@q4[kworker/169:0]: count 12, average 3670, total 44043

@q5[openssl]: count 118394, average 428, total 50772075
@q5[ksoftirqd/169]: count 535, average 443, total 237441
@q5[kworker/169:0]: count 91, average 690, total 62857

@uc: count 2306, average 6426, total 14819544

@q1[openssl]: count 344, average 1444, total 496817
@q1[ksoftirqd/169]: count 9, average 1978, total 17803

@q2[openssl]: count 503, average 571, total 287238
@q2[ksoftirqd/169]: count 39, average 723, total 28215


@q4[ksoftirqd/169]: count 111, average 942, total 104659
@q4[openssl]: count 15243, average 967, total 14750535

@q5[openssl]: count 118341, average 429, total 50787617
@q5[ksoftirqd/169]: count 673, average 440, total 296762

@uc: count 2130, average 5325, total 11344373

@q1[openssl]: count 336, average 1423, total 478159
@q1[ksoftirqd/169]: count 13, average 1811, total 23554
@q1[kworker/169:2]: count 1, average 16651, total 16651

@q2[openssl]: count 500, average 573, total 286827
@q2[ksoftirqd/169]: count 49, average 681, total 33403
@q2[kworker/169:2]: count 2, average 3151, total 6302


@q4[ksoftirqd/169]: count 132, average 936, total 123678
@q4[openssl]: count 15208, average 967, total 14714562
@q4[kworker/169:2]: count 22, average 1430, total 31471

@q5[openssl]: count 118114, average 429, total 50713538
@q5[ksoftirqd/169]: count 777, average 446, total 346995
@q5[kworker/169:2]: count 167, average 468, total 78228

@uc: count 2160, average 6011, total 12984761

@q1[openssl]: count 338, average 1387, total 468815
@q1[ksoftirqd/169]: count 13, average 1632, total 21219

@q2[openssl]: count 582, average 562, total 327283
@q2[ksoftirqd/169]: count 47, average 712, total 33485


@q4[ksoftirqd/169]: count 119, average 929, total 110608
@q4[openssl]: count 15307, average 966, total 14790513

@q5[openssl]: count 118389, average 429, total 50792853
@q5[ksoftirqd/169]: count 698, average 442, total 308875

@uc: count 2421, average 6788, total 16434899

@q1[openssl]: count 341, average 1244, total 424310
@q1[ksoftirqd/169]: count 8, average 3457, total 27663
@q1[kworker/169:2]: count 1, average 11211, total 11211

@q2[openssl]: count 791, average 552, total 437405
@q2[ksoftirqd/169]: count 37, average 718, total 26568
@q2[kworker/169:2]: count 2, average 3061, total 6122


@q4[openssl]: count 15449, average 961, total 14848467
@q4[ksoftirqd/169]: count 112, average 979, total 109694
@q4[kworker/169:2]: count 12, average 1476, total 17713

@q5[openssl]: count 118230, average 429, total 50793767
@q5[ksoftirqd/169]: count 700, average 436, total 305246
@q5[kworker/169:2]: count 87, average 558, total 48596

@uc: count 2455, average 6988, total 17156002

@q1[openssl]: count 340, average 1395, total 474316
@q1[ksoftirqd/169]: count 10, average 1608, total 16082
@q1[kworker/169:2]: count 1, average 27101, total 27101

@q2[openssl]: count 570, average 571, total 325660
@q2[ksoftirqd/169]: count 41, average 826, total 33901
@q2[kworker/169:2]: count 2, average 12779, total 25559


@q4[ksoftirqd/169]: count 108, average 939, total 101471
@q4[openssl]: count 15286, average 966, total 14781352
@q4[kworker/169:2]: count 13, average 3311, total 43050

@q5[openssl]: count 118334, average 429, total 50822586
@q5[ksoftirqd/169]: count 635, average 439, total 279371
@q5[kworker/169:2]: count 94, average 648, total 60973

@uc: count 2172, average 6364, total 13824113

@q1[openssl]: count 339, average 1319, total 447237
@q1[ksoftirqd/169]: count 12, average 1687, total 20248

@q2[openssl]: count 624, average 572, total 357127
@q2[ksoftirqd/169]: count 42, average 729, total 30635
@q2[kworker/169:2]: count 1, average 5150, total 5150


@q4[ksoftirqd/169]: count 112, average 933, total 104504
@q4[openssl]: count 15316, average 963, total 14762687
@q4[kworker/169:2]: count 21, average 1203, total 25276

@q5[openssl]: count 118206, average 429, total 50768806
@q5[ksoftirqd/169]: count 658, average 448, total 294820
@q5[kworker/169:2]: count 164, average 462, total 75785

@uc: count 2173, average 7073, total 15371751

@q1[openssl]: count 339, average 1271, total 431084
@q1[ksoftirqd/169]: count 12, average 1716, total 20600

@q2[openssl]: count 834, average 552, total 461081
@q2[ksoftirqd/169]: count 51, average 742, total 37870


@q4[ksoftirqd/169]: count 142, average 955, total 135733
@q4[openssl]: count 15476, average 960, total 14857906

@q5[openssl]: count 118172, average 429, total 50774523
@q5[ksoftirqd/169]: count 873, average 438, total 382965

@uc: count 2385, average 6228, total 14856066

@q1[openssl]: count 344, average 1217, total 418701
@q1[ksoftirqd/169]: count 9, average 2476, total 22292

@q2[openssl]: count 867, average 545, total 473369
@q2[ksoftirqd/169]: count 42, average 695, total 29225
@q2[kworker/169:2]: count 1, average 11011, total 11011


@q4[ksoftirqd/169]: count 117, average 928, total 108607
@q4[openssl]: count 15505, average 960, total 14888738
@q4[kworker/169:2]: count 11, average 1484, total 16330

@q5[openssl]: count 118244, average 429, total 50802293
@q5[ksoftirqd/169]: count 723, average 438, total 316811
@q5[kworker/169:2]: count 85, average 492, total 41855

@uc: count 2384, average 6412, total 15286616

@q1[openssl]: count 342, average 1240, total 424397
@q1[ksoftirqd/169]: count 13, average 1618, total 21040

@q2[openssl]: count 873, average 544, total 475097
@q2[ksoftirqd/169]: count 46, average 805, total 37064


@q4[openssl]: count 15514, average 959, total 14888717
@q4[ksoftirqd/169]: count 121, average 969, total 117299

@q5[openssl]: count 118288, average 429, total 50778494
@q5[ksoftirqd/169]: count 742, average 447, total 331805

@uc: count 2858, average 15648, total 44722713

@q1[openssl]: count 344, average 1384, total 476289
@q1[ksoftirqd/169]: count 7, average 2521, total 17653

@q2[openssl]: count 531, average 572, total 303949
@q2[ksoftirqd/169]: count 33, average 738, total 24384


@q4[ksoftirqd/169]: count 90, average 948, total 85381
@q4[openssl]: count 15278, average 966, total 14770088

@q5[openssl]: count 118496, average 429, total 50900020
@q5[ksoftirqd/169]: count 540, average 443, total 239442

@uc: count 2198, average 5868, total 12898564

@q1[openssl]: count 343, average 1405, total 482188
@q1[ksoftirqd/169]: count 9, average 1961, total 17653

@q2[openssl]: count 508, average 587, total 298402
@q2[ksoftirqd/169]: count 38, average 746, total 28349


@q4[openssl]: count 15245, average 968, total 14764904
@q4[ksoftirqd/169]: count 114, average 1012, total 115426

@q5[openssl]: count 118311, average 428, total 50731330
@q5[ksoftirqd/169]: count 698, average 443, total 309687

@uc: count 2337, average 5736, total 13405625

@q1[openssl]: count 339, average 1375, total 466427
@q1[ksoftirqd/169]: count 13, average 1735, total 22563

@q2[openssl]: count 544, average 568, total 309141
@q2[ksoftirqd/169]: count 49, average 692, total 33935


@q4[ksoftirqd/169]: count 125, average 944, total 118097
@q4[openssl]: count 15270, average 967, total 14769139

@q5[openssl]: count 118347, average 429, total 50771769
@q5[ksoftirqd/169]: count 722, average 443, total 319867

@uc: count 2365, average 6401, total 15140274

@q1[openssl]: count 341, average 1329, total 453334
@q1[ksoftirqd/169]: count 9, average 2133, total 19205
@q1[kworker/169:2]: count 1, average 19466, total 19466

@q2[openssl]: count 556, average 564, total 314024
@q2[ksoftirqd/169]: count 44, average 723, total 31832
@q2[kworker/169:2]: count 1, average 13285, total 13285


@q4[ksoftirqd/169]: count 126, average 927, total 116887
@q4[openssl]: count 15272, average 968, total 14788088
@q4[kworker/169:2]: count 1, average 37531, total 37531

@q5[openssl]: count 118248, average 429, total 50751618
@q5[ksoftirqd/169]: count 763, average 439, total 335136
@q5[kworker/169:2]: count 3, average 10940, total 32822

@uc: count 2174, average 5831, total 12678752

@q1[openssl]: count 342, average 1406, total 481004
@q1[ksoftirqd/169]: count 9, average 2239, total 20159

@q2[openssl]: count 533, average 571, total 304599
@q2[ksoftirqd/169]: count 40, average 708, total 28342


@q4[ksoftirqd/169]: count 142, average 932, total 132425
@q4[openssl]: count 15234, average 964, total 14695382

@q5[openssl]: count 118131, average 429, total 50703724
@q5[ksoftirqd/169]: count 916, average 436, total 399992

@uc: count 2280, average 6247, total 14243671

@q1[openssl]: count 338, average 1364, total 461108
@q1[ksoftirqd/169]: count 12, average 1512, total 18145
@q1[kworker/169:2]: count 1, average 7835, total 7835

@q2[openssl]: count 529, average 576, total 305027
@q2[ksoftirqd/169]: count 42, average 714, total 30009
@q2[kworker/169:2]: count 1, average 5811, total 5811


@q4[openssl]: count 15261, average 967, total 14767729
@q4[ksoftirqd/169]: count 115, average 974, total 112102
@q4[kworker/169:2]: count 1, average 6713, total 6713

@q5[openssl]: count 118346, average 430, total 50965484
@q5[ksoftirqd/169]: count 682, average 445, total 303701
@q5[kworker/169:2]: count 2, average 5299, total 10599

@uc: count 2359, average 5913, total 13951025

@q1[openssl]: count 336, average 1397, total 469722
@q1[ksoftirqd/169]: count 12, average 2041, total 24495
@q1[kworker/169:2]: count 1, average 7023, total 7023

@q2[openssl]: count 510, average 575, total 293622
@q2[ksoftirqd/169]: count 43, average 833, total 35859
@q2[kworker/169:2]: count 2, average 6167, total 12334


@q4[openssl]: count 15241, average 967, total 14740395
@q4[ksoftirqd/169]: count 114, average 974, total 111072
@q4[kworker/169:2]: count 12, average 1360, total 16321

@q5[openssl]: count 118268, average 429, total 50769191
@q5[ksoftirqd/169]: count 687, average 451, total 310369
@q5[kworker/169:2]: count 87, average 485, total 42267

@uc: count 2314, average 5793, total 13405864

@q1[openssl]: count 340, average 1395, total 474522
@q1[ksoftirqd/169]: count 10, average 2283, total 22834

@q2[openssl]: count 517, average 569, total 294511
@q2[ksoftirqd/169]: count 43, average 722, total 31057


@q4[ksoftirqd/169]: count 118, average 938, total 110785
@q4[openssl]: count 15249, average 969, total 14787934

@q5[openssl]: count 118349, average 429, total 50800634
@q5[ksoftirqd/169]: count 711, average 445, total 316773

