Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 108, average 1636, total 176775
@q1[ksoftirqd/169]: count 15, average 1745, total 26180

@q2[openssl]: count 1952, average 584, total 1141613
@q2[ksoftirqd/169]: count 64, average 707, total 45283


@q4[openssl]: count 18025, average 943, total 17008451
@q4[ksoftirqd/169]: count 180, average 957, total 172351

@q5[openssl]: count 134886, average 431, total 58163299
@q5[ksoftirqd/169]: count 1200, average 435, total 522393

@uc: count 2421, average 5322, total 12884593

@q1[openssl]: count 385, average 1274, total 490809
@q1[ksoftirqd/169]: count 15, average 2150, total 32261

@q2[openssl]: count 1961, average 573, total 1123949
@q2[ksoftirqd/169]: count 55, average 794, total 43703


@q4[ksoftirqd/169]: count 138, average 937, total 129436
@q4[openssl]: count 18060, average 944, total 17062852

@q5[openssl]: count 135142, average 431, total 58289501
@q5[ksoftirqd/169]: count 904, average 455, total 411496

@uc: count 2393, average 5247, total 12557338

@q1[openssl]: count 386, average 1270, total 490439
@q1[ksoftirqd/169]: count 14, average 1884, total 26389

@q2[openssl]: count 1965, average 579, total 1137869
@q2[ksoftirqd/169]: count 50, average 737, total 36870


@q4[openssl]: count 18078, average 943, total 17057003
@q4[ksoftirqd/169]: count 123, average 1008, total 124070

@q5[openssl]: count 135247, average 431, total 58296518
@q5[ksoftirqd/169]: count 795, average 448, total 356491

@uc: count 2567, average 5541, total 14223784

@q1[openssl]: count 386, average 1269, total 489866
@q1[ksoftirqd/169]: count 14, average 2131, total 29834

@q2[openssl]: count 1963, average 576, total 1131208
@q2[ksoftirqd/169]: count 54, average 709, total 38334


@q4[openssl]: count 18060, average 941, total 17003680
@q4[ksoftirqd/169]: count 146, average 951, total 138965

@q5[openssl]: count 135120, average 430, total 58194696
@q5[ksoftirqd/169]: count 964, average 440, total 424644

@uc: count 2439, average 5443, total 13276575

@q1[openssl]: count 390, average 1267, total 494276
@q1[ksoftirqd/169]: count 11, average 1873, total 20611

@q2[openssl]: count 1962, average 578, total 1135772
@q2[ksoftirqd/169]: count 54, average 710, total 38355


@q4[ksoftirqd/169]: count 140, average 942, total 131958
@q4[openssl]: count 18061, average 942, total 17016172

@q5[openssl]: count 135092, average 431, total 58319681
@q5[ksoftirqd/169]: count 933, average 439, total 409834

@uc: count 2314, average 5197, total 12027961

@q1[openssl]: count 388, average 1290, total 500584
@q1[ksoftirqd/169]: count 13, average 1872, total 24337

@q2[openssl]: count 1961, average 575, total 1128725
@q2[ksoftirqd/169]: count 56, average 725, total 40636


@q4[ksoftirqd/169]: count 155, average 941, total 145935
@q4[openssl]: count 18049, average 942, total 17010401

@q5[openssl]: count 135013, average 430, total 58082531
@q5[ksoftirqd/169]: count 1039, average 446, total 463433

@uc: count 2385, average 6048, total 14426523

@q1[openssl]: count 388, average 1307, total 507442
@q1[ksoftirqd/169]: count 13, average 2337, total 30385

@q2[openssl]: count 1959, average 578, total 1133270
@q2[ksoftirqd/169]: count 56, average 749, total 41997


@q4[openssl]: count 18048, average 944, total 17049631
@q4[ksoftirqd/169]: count 145, average 946, total 137227

@q5[openssl]: count 135064, average 430, total 58130623
@q5[ksoftirqd/169]: count 970, average 443, total 430003

@uc: count 2613, average 5618, total 14681903

@q1[openssl]: count 382, average 1312, total 501471
@q1[ksoftirqd/169]: count 18, average 2277, total 40998

@q2[openssl]: count 1963, average 582, total 1143297
@q2[ksoftirqd/169]: count 55, average 705, total 38775


@q4[openssl]: count 18062, average 953, total 17216958
@q4[ksoftirqd/169]: count 130, average 972, total 126368

@q5[openssl]: count 135236, average 430, total 58249461
@q5[ksoftirqd/169]: count 827, average 443, total 367017

@uc: count 2643, average 6520, total 17234149

@q1[openssl]: count 386, average 1306, total 504495
@q1[ksoftirqd/169]: count 14, average 2325, total 32551

@q2[openssl]: count 1961, average 576, total 1130090
@q2[ksoftirqd/169]: count 56, average 798, total 44734
@q2[kworker/169:2]: count 1, average 10079, total 10079


@q4[ksoftirqd/169]: count 145, average 933, total 135324
@q4[openssl]: count 18047, average 947, total 17090631
@q4[kworker/169:2]: count 12, average 3695, total 44346

@q5[openssl]: count 134990, average 430, total 58121196
@q5[ksoftirqd/169]: count 941, average 440, total 414753
@q5[kworker/169:2]: count 95, average 678, total 64434

@uc: count 2391, average 5931, total 14181583

@q1[openssl]: count 386, average 1301, total 502396
@q1[ksoftirqd/169]: count 13, average 1970, total 25619
@q1[kworker/169:2]: count 1, average 14638, total 14638

@q2[openssl]: count 1954, average 575, total 1124076
@q2[ksoftirqd/169]: count 59, average 711, total 41958
@q2[kworker/169:2]: count 1, average 12103, total 12103


@q4[openssl]: count 18018, average 945, total 17029970
@q4[ksoftirqd/169]: count 171, average 953, total 163095
@q4[kworker/169:2]: count 13, average 3540, total 46025

@q5[openssl]: count 134832, average 430, total 58063719
@q5[ksoftirqd/169]: count 1148, average 441, total 506875
@q5[kworker/169:2]: count 98, average 671, total 65789

@uc: count 2316, average 5025, total 11640157

@q1[openssl]: count 391, average 1284, total 502411
@q1[ksoftirqd/169]: count 10, average 2164, total 21640

@q2[openssl]: count 1977, average 575, total 1138248
@q2[ksoftirqd/169]: count 44, average 895, total 39405


@q4[openssl]: count 18087, average 947, total 17137431
@q4[ksoftirqd/169]: count 113, average 1032, total 116692

@q5[openssl]: count 135273, average 430, total 58239385
@q5[ksoftirqd/169]: count 748, average 452, total 338785

@uc: count 2643, average 5684, total 15022894

@q1[openssl]: count 387, average 1287, total 498335
@q1[ksoftirqd/169]: count 17, average 1973, total 33553

@q2[openssl]: count 1964, average 576, total 1132504
@q2[ksoftirqd/169]: count 57, average 687, total 39197


@q4[ksoftirqd/169]: count 138, average 929, total 128238
@q4[openssl]: count 18072, average 948, total 17149020

@q5[openssl]: count 135210, average 430, total 58233853
@q5[ksoftirqd/169]: count 875, average 448, total 392004

@uc: count 2470, average 5217, total 12887762

@q1[openssl]: count 386, average 1258, total 485657
@q1[ksoftirqd/169]: count 16, average 2145, total 34322

@q2[openssl]: count 1963, average 578, total 1135858
@q2[ksoftirqd/169]: count 54, average 694, total 37510
@q2[kworker/169:2]: count 1, average 13505, total 13505


@q4[openssl]: count 18057, average 946, total 17098042
@q4[ksoftirqd/169]: count 133, average 953, total 126840
@q4[kworker/169:2]: count 13, average 3824, total 49721

@q5[openssl]: count 135126, average 431, total 58258426
@q5[ksoftirqd/169]: count 856, average 444, total 380393
@q5[kworker/169:2]: count 98, average 712, total 69852

@uc: count 2350, average 5437, total 12777010

@q1[openssl]: count 386, average 1283, total 495360
@q1[ksoftirqd/169]: count 14, average 2378, total 33304

@q2[openssl]: count 1965, average 581, total 1142838
@q2[ksoftirqd/169]: count 53, average 805, total 42711


@q4[openssl]: count 18048, average 947, total 17094130
@q4[ksoftirqd/169]: count 149, average 957, total 142715

@q5[openssl]: count 135010, average 431, total 58221811
@q5[ksoftirqd/169]: count 1000, average 436, total 436612

@uc: count 2422, average 5926, total 14353903

@q1[openssl]: count 383, average 1330, total 509599
@q1[ksoftirqd/169]: count 17, average 1993, total 33895

@q2[openssl]: count 1950, average 581, total 1134388
@q2[ksoftirqd/169]: count 65, average 685, total 44576


@q4[ksoftirqd/169]: count 194, average 945, total 183472
@q4[openssl]: count 17988, average 952, total 17141035

@q5[openssl]: count 134735, average 430, total 58059340
@q5[ksoftirqd/169]: count 1311, average 437, total 572993

@uc: count 2757, average 6495, total 17907677

@q1[openssl]: count 387, average 1307, total 506049
@q1[ksoftirqd/169]: count 16, average 1899, total 30384

@q2[openssl]: count 1953, average 575, total 1124311
@q2[ksoftirqd/169]: count 65, average 722, total 46966


@q4[openssl]: count 18025, average 947, total 17082265
@q4[ksoftirqd/169]: count 171, average 972, total 166260

@q5[openssl]: count 134885, average 431, total 58144999
@q5[ksoftirqd/169]: count 1143, average 444, total 508377

@uc: count 2639, average 8260, total 21799115

@q1[openssl]: count 383, average 1356, total 519542
@q1[ksoftirqd/169]: count 17, average 2128, total 36187

@q2[openssl]: count 1957, average 582, total 1140268
@q2[ksoftirqd/169]: count 57, average 717, total 40925
@q2[kworker/169:2]: count 1, average 9588, total 9588


@q4[openssl]: count 18024, average 947, total 17079721
@q4[ksoftirqd/169]: count 146, average 949, total 138613
@q4[kworker/169:2]: count 12, average 3844, total 46137

@q5[openssl]: count 135044, average 431, total 58225485
@q5[ksoftirqd/169]: count 964, average 439, total 423797
@q5[kworker/169:2]: count 94, average 612, total 57621

@uc: count 2507, average 6133, total 15376365

@q1[openssl]: count 385, average 1325, total 510160
@q1[ksoftirqd/169]: count 15, average 1726, total 25902
@q1[kworker/169:2]: count 1, average 9418, total 9418

@q2[openssl]: count 1959, average 577, total 1130679
@q2[ksoftirqd/169]: count 54, average 805, total 43498
@q2[kworker/169:2]: count 2, average 6131, total 12263


@q4[ksoftirqd/169]: count 142, average 943, total 134000
@q4[openssl]: count 18036, average 947, total 17090381
@q4[kworker/169:2]: count 13, average 2477, total 32213

@q5[openssl]: count 135027, average 431, total 58241250
@q5[ksoftirqd/169]: count 926, average 442, total 410111
@q5[kworker/169:2]: count 97, average 596, total 57836

@uc: count 2313, average 5546, total 12829096

@q1[openssl]: count 384, average 1268, total 487063
@q1[ksoftirqd/169]: count 17, average 2386, total 40574

@q2[openssl]: count 1959, average 576, total 1129745
@q2[ksoftirqd/169]: count 60, average 693, total 41586


@q4[openssl]: count 18046, average 946, total 17087051
@q4[ksoftirqd/169]: count 149, average 957, total 142639

@q5[openssl]: count 135054, average 431, total 58271052
@q5[ksoftirqd/169]: count 970, average 439, total 426703

@uc: count 2629, average 6149, total 16167958

@q1[openssl]: count 385, average 1359, total 523299
@q1[ksoftirqd/169]: count 16, average 2182, total 34925

@q2[openssl]: count 1955, average 581, total 1136978
@q2[ksoftirqd/169]: count 59, average 816, total 48177


@q4[openssl]: count 18009, average 946, total 17046369
@q4[ksoftirqd/169]: count 148, average 955, total 141422

@q5[openssl]: count 135031, average 430, total 58153548
@q5[ksoftirqd/169]: count 992, average 444, total 440825

@uc: count 2542, average 6817, total 17331172

@q1[openssl]: count 388, average 1365, total 529774
@q1[ksoftirqd/169]: count 13, average 2698, total 35075

@q2[openssl]: count 1956, average 580, total 1134725
@q2[ksoftirqd/169]: count 57, average 747, total 42608


@q4[openssl]: count 18009, average 948, total 17085158
@q4[ksoftirqd/169]: count 154, average 985, total 151807

@q5[openssl]: count 135048, average 430, total 58152119
@q5[ksoftirqd/169]: count 1051, average 437, total 459915

@uc: count 2421, average 6329, total 15323982

@q1[openssl]: count 385, average 1349, total 519587
@q1[ksoftirqd/169]: count 15, average 2498, total 37477

@q2[openssl]: count 1966, average 583, total 1146615
@q2[ksoftirqd/169]: count 50, average 842, total 42108


@q4[openssl]: count 18059, average 949, total 17143207
@q4[ksoftirqd/169]: count 129, average 951, total 122804

@q5[openssl]: count 135219, average 431, total 58280054
@q5[ksoftirqd/169]: count 838, average 442, total 370967

@uc: count 2293, average 5231, total 11996789

@q1[openssl]: count 389, average 1295, total 503953
@q1[ksoftirqd/169]: count 13, average 2130, total 27691

@q2[openssl]: count 1964, average 582, total 1144880
@q2[ksoftirqd/169]: count 54, average 730, total 39463


@q4[openssl]: count 18043, average 948, total 17120390
@q4[ksoftirqd/169]: count 145, average 982, total 142438

@q5[openssl]: count 135024, average 431, total 58280732
@q5[ksoftirqd/169]: count 959, average 444, total 426015

@uc: count 2675, average 5701, total 15252780

@q1[openssl]: count 385, average 1284, total 494700
@q1[ksoftirqd/169]: count 16, average 1899, total 30384

@q2[openssl]: count 1965, average 576, total 1131856
@q2[ksoftirqd/169]: count 50, average 738, total 36937
@q2[kworker/169:2]: count 1, average 12664, total 12664


@q4[openssl]: count 18066, average 944, total 17063314
@q4[ksoftirqd/169]: count 119, average 972, total 115693
@q4[kworker/169:2]: count 12, average 2919, total 35038

@q5[openssl]: count 135203, average 430, total 58220474
@q5[ksoftirqd/169]: count 758, average 451, total 341932
@q5[kworker/169:2]: count 92, average 579, total 53332

@uc: count 2453, average 5965, total 14634401

@q1[openssl]: count 390, average 1301, total 507769
@q1[ksoftirqd/169]: count 13, average 1876, total 24396
@q1[kworker/169:2]: count 1, average 10350, total 10350

@q2[openssl]: count 1959, average 576, total 1130136
@q2[ksoftirqd/169]: count 54, average 714, total 38559
@q2[kworker/169:2]: count 2, average 3892, total 7784


@q4[openssl]: count 18028, average 945, total 17045663
@q4[ksoftirqd/169]: count 155, average 988, total 153166
@q4[kworker/169:2]: count 13, average 2627, total 34155

@q5[openssl]: count 134909, average 431, total 58161151
@q5[ksoftirqd/169]: count 1045, average 439, total 459442
@q5[kworker/169:2]: count 94, average 594, total 55923

@uc: count 2380, average 5519, total 13135883

@q1[openssl]: count 388, average 1397, total 542192
@q1[ksoftirqd/169]: count 12, average 2110, total 25327

@q2[openssl]: count 1957, average 583, total 1142680
@q2[ksoftirqd/169]: count 51, average 822, total 41942
@q2[kworker/169:2]: count 2, average 3646, total 7293


@q4[openssl]: count 17981, average 947, total 17038532
@q4[ksoftirqd/169]: count 140, average 968, total 135604
@q4[kworker/169:2]: count 33, average 1274, total 42069

@q5[openssl]: count 134816, average 430, total 58043613
@q5[ksoftirqd/169]: count 953, average 441, total 420688
@q5[kworker/169:2]: count 255, average 458, total 116890

@uc: count 2378, average 6120, total 14554262

@q1[openssl]: count 384, average 1305, total 501348
@q1[ksoftirqd/169]: count 18, average 1694, total 30507

@q2[openssl]: count 1946, average 577, total 1123659
@q2[ksoftirqd/169]: count 67, average 697, total 46710
@q2[kworker/169:2]: count 1, average 14868, total 14868


@q4[ksoftirqd/169]: count 190, average 945, total 179656
@q4[openssl]: count 18001, average 946, total 17044774
@q4[kworker/169:2]: count 13, average 3742, total 48651

@q5[openssl]: count 134733, average 430, total 58014053
@q5[ksoftirqd/169]: count 1272, average 443, total 563841
@q5[kworker/169:2]: count 98, average 729, total 71468

@uc: count 2848, average 10710, total 30502439

@q1[openssl]: count 384, average 1300, total 499446
@q1[ksoftirqd/169]: count 17, average 2067, total 35144

@q2[openssl]: count 1955, average 578, total 1130786
@q2[ksoftirqd/169]: count 59, average 704, total 41543
@q2[kworker/169:2]: count 1, average 13877, total 13877


@q4[openssl]: count 18019, average 948, total 17091235
@q4[ksoftirqd/169]: count 160, average 971, total 155379
@q4[kworker/169:2]: count 13, average 3702, total 48129

@q5[openssl]: count 134913, average 430, total 58107733
@q5[ksoftirqd/169]: count 1051, average 440, total 462485
@q5[kworker/169:2]: count 99, average 722, total 71484

@uc: count 2972, average 11996, total 35653089

@q1[openssl]: count 387, average 1276, total 494034
@q1[ksoftirqd/169]: count 13, average 1849, total 24037

@q2[openssl]: count 1961, average 582, total 1141745
@q2[ksoftirqd/169]: count 53, average 797, total 42289


@q4[ksoftirqd/169]: count 144, average 943, total 135893
@q4[openssl]: count 18049, average 948, total 17127923

@q5[openssl]: count 135075, average 431, total 58264073
@q5[ksoftirqd/169]: count 956, average 439, total 420183

@uc: count 2356, average 5252, total 12373887

@q1[openssl]: count 391, average 1304, total 509974
@q1[ksoftirqd/169]: count 9, average 2761, total 24849

@q2[openssl]: count 1975, average 579, total 1144962
@q2[ksoftirqd/169]: count 44, average 760, total 33482
@q2[kworker/169:2]: count 1, average 8817, total 8817


@q4[openssl]: count 18059, average 948, total 17130715
@q4[ksoftirqd/169]: count 123, average 1001, total 123231
@q4[kworker/169:2]: count 12, average 2463, total 29567

@q5[openssl]: count 135104, average 431, total 58246271
@q5[ksoftirqd/169]: count 824, average 440, total 363363
@q5[kworker/169:2]: count 91, average 584, total 53180

@uc: count 2313, average 5020, total 11612402

@q1[openssl]: count 390, average 1314, total 512798
@q1[ksoftirqd/169]: count 11, average 1918, total 21098

@q2[openssl]: count 1965, average 580, total 1140941
@q2[ksoftirqd/169]: count 50, average 765, total 38252
@q2[kworker/169:2]: count 1, average 14527, total 14527


@q4[openssl]: count 18054, average 946, total 17090940
@q4[ksoftirqd/169]: count 135, average 966, total 130498
@q4[kworker/169:2]: count 13, average 3685, total 47909

@q5[openssl]: count 135044, average 431, total 58222377
@q5[ksoftirqd/169]: count 907, average 440, total 399714
@q5[kworker/169:2]: count 97, average 743, total 72078

@uc: count 2676, average 6117, total 16370350

@q1[openssl]: count 384, average 1273, total 489030
@q1[ksoftirqd/169]: count 18, average 1980, total 35655

@q2[openssl]: count 1949, average 573, total 1118324
@q2[ksoftirqd/169]: count 66, average 692, total 45714


@q4[ksoftirqd/169]: count 170, average 939, total 159733
@q4[openssl]: count 18027, average 947, total 17073474

@q5[openssl]: count 134977, average 431, total 58184219
@q5[ksoftirqd/169]: count 1114, average 441, total 492095

@uc: count 2470, average 5550, total 13708500

@q1[openssl]: count 385, average 1278, total 492078
@q1[ksoftirqd/169]: count 15, average 2013, total 30199

@q2[openssl]: count 1970, average 576, total 1136128
@q2[ksoftirqd/169]: count 45, average 738, total 33221


@q4[openssl]: count 18074, average 950, total 17187222
@q4[ksoftirqd/169]: count 116, average 964, total 111896

@q5[openssl]: count 135285, average 430, total 58292828
@q5[ksoftirqd/169]: count 750, average 444, total 333363

@uc: count 2345, average 5253, total 12318354

@q1[openssl]: count 386, average 1315, total 507690
@q1[ksoftirqd/169]: count 14, average 2013, total 28182

@q2[openssl]: count 1964, average 578, total 1137095
@q2[ksoftirqd/169]: count 47, average 742, total 34903
@q2[kworker/169:2]: count 1, average 11231, total 11231


@q4[openssl]: count 18054, average 949, total 17145503
@q4[ksoftirqd/169]: count 116, average 1012, total 117414
@q4[kworker/169:2]: count 12, average 2334, total 28013

@q5[openssl]: count 135175, average 430, total 58227917
@q5[ksoftirqd/169]: count 761, average 454, total 345654
@q5[kworker/169:2]: count 92, average 538, total 49510

@uc: count 2365, average 5992, total 14172773

@q1[openssl]: count 389, average 1397, total 543732
@q1[ksoftirqd/169]: count 12, average 1964, total 23572

@q2[openssl]: count 1962, average 582, total 1142735
@q2[ksoftirqd/169]: count 50, average 773, total 38686


@q4[openssl]: count 18004, average 948, total 17084305
@q4[ksoftirqd/169]: count 138, average 1020, total 140785

@q5[openssl]: count 135118, average 430, total 58233797
@q5[ksoftirqd/169]: count 948, average 441, total 418405

@uc: count 2599, average 6190, total 16088158

@q1[openssl]: count 394, average 1399, total 551268
@q1[ksoftirqd/169]: count 10, average 2202, total 22020

@q2[openssl]: count 1966, average 584, total 1149251
@q2[ksoftirqd/169]: count 47, average 769, total 36189


@q4[openssl]: count 18015, average 949, total 17104370
@q4[ksoftirqd/169]: count 122, average 969, total 118281

@q5[openssl]: count 135194, average 431, total 58276801
@q5[ksoftirqd/169]: count 829, average 450, total 373280

@uc: count 2493, average 6018, total 15003002

@q1[openssl]: count 385, average 1360, total 523816
@q1[ksoftirqd/169]: count 15, average 2396, total 35946

@q2[openssl]: count 1955, average 584, total 1143258
@q2[ksoftirqd/169]: count 56, average 736, total 41259


@q4[openssl]: count 17993, average 948, total 17061359
@q4[ksoftirqd/169]: count 157, average 970, total 152362

@q5[openssl]: count 134992, average 431, total 58298385
@q5[ksoftirqd/169]: count 1076, average 441, total 474542

@uc: count 2401, average 5665, total 13602805

@q1[openssl]: count 388, average 1367, total 530493
@q1[ksoftirqd/169]: count 13, average 2492, total 32402

@q2[openssl]: count 1956, average 582, total 1139235
@q2[ksoftirqd/169]: count 56, average 736, total 41236


@q4[openssl]: count 17998, average 950, total 17102053
@q4[ksoftirqd/169]: count 148, average 969, total 143486

@q5[openssl]: count 135055, average 432, total 58367528
@q5[ksoftirqd/169]: count 1002, average 446, total 447277

@uc: count 2683, average 9895, total 26549459

@q1[openssl]: count 385, average 1351, total 520496
@q1[ksoftirqd/169]: count 15, average 2571, total 38572

@q2[openssl]: count 1950, average 583, total 1137821
@q2[ksoftirqd/169]: count 60, average 730, total 43828


@q4[openssl]: count 17971, average 947, total 17022554
@q4[ksoftirqd/169]: count 163, average 980, total 159851

@q5[openssl]: count 134894, average 430, total 58080037
@q5[ksoftirqd/169]: count 1121, average 442, total 496281

@uc: count 3128, average 11427, total 35744244

@q1[openssl]: count 388, average 1381, total 536127
@q1[ksoftirqd/169]: count 14, average 1774, total 24846

@q2[openssl]: count 1957, average 586, total 1147374
@q2[ksoftirqd/169]: count 52, average 739, total 38436
@q2[kworker/169:2]: count 1, average 16892, total 16892


@q4[openssl]: count 17993, average 949, total 17086736
@q4[ksoftirqd/169]: count 137, average 986, total 135124
@q4[kworker/169:2]: count 13, average 3802, total 49431

@q5[openssl]: count 135078, average 430, total 58201591
@q5[ksoftirqd/169]: count 921, average 442, total 407926
@q5[kworker/169:2]: count 99, average 749, total 74239

@uc: count 2508, average 6496, total 16292239

@q1[openssl]: count 389, average 1362, total 530083
@q1[ksoftirqd/169]: count 11, average 2209, total 24304

@q2[openssl]: count 1956, average 576, total 1127709
@q2[ksoftirqd/169]: count 55, average 769, total 42348


@q4[openssl]: count 18010, average 946, total 17054679
@q4[ksoftirqd/169]: count 157, average 949, total 149071

@q5[openssl]: count 134944, average 430, total 58108375
@q5[ksoftirqd/169]: count 1079, average 437, total 471641

@uc: count 2357, average 6886, total 16231619

@q1[openssl]: count 384, average 1297, total 498316
@q1[ksoftirqd/169]: count 16, average 1823, total 29177

@q2[openssl]: count 1956, average 577, total 1129387
@q2[ksoftirqd/169]: count 58, average 711, total 41284


@q4[ksoftirqd/169]: count 143, average 945, total 135233
@q4[openssl]: count 18047, average 949, total 17136560

@q5[openssl]: count 135081, average 431, total 58228991
@q5[ksoftirqd/169]: count 924, average 445, total 411337

@uc: count 2313, average 5103, total 11803757

@q1[openssl]: count 385, average 1306, total 503035
@q1[ksoftirqd/169]: count 15, average 2094, total 31410
@q1[kworker/169:2]: count 1, average 10390, total 10390

@q2[openssl]: count 1948, average 579, total 1129090
@q2[ksoftirqd/169]: count 62, average 719, total 44604
@q2[kworker/169:2]: count 3, average 3810, total 11431


@q4[ksoftirqd/169]: count 158, average 938, total 148236
@q4[openssl]: count 18009, average 949, total 17104027
@q4[kworker/169:2]: count 24, average 1460, total 35056

@q5[openssl]: count 134869, average 431, total 58132028
@q5[ksoftirqd/169]: count 1042, average 440, total 458580
@q5[kworker/169:2]: count 177, average 497, total 87996

@uc: count 2911, average 6119, total 17813670

@q1[openssl]: count 385, average 1324, total 509804
@q1[ksoftirqd/169]: count 17, average 2349, total 39935

@q2[openssl]: count 1960, average 579, total 1135990
@q2[ksoftirqd/169]: count 57, average 702, total 40065


@q4[ksoftirqd/169]: count 153, average 936, total 143210
@q4[openssl]: count 18030, average 949, total 17121734

@q5[openssl]: count 135020, average 430, total 58118552
@q5[ksoftirqd/169]: count 1010, average 441, total 446109

@uc: count 2540, average 5764, total 14643077

@q1[openssl]: count 385, average 1292, total 497480
@q1[ksoftirqd/169]: count 14, average 2288, total 32040
@q1[kworker/169:2]: count 1, average 13585, total 13585

@q2[openssl]: count 1953, average 577, total 1128145
@q2[ksoftirqd/169]: count 63, average 695, total 43807
@q2[kworker/169:2]: count 2, average 7479, total 14959


@q4[ksoftirqd/169]: count 162, average 940, total 152434
@q4[openssl]: count 18016, average 951, total 17147431
@q4[kworker/169:2]: count 13, average 3007, total 39093

@q5[openssl]: count 134873, average 430, total 58094684
@q5[ksoftirqd/169]: count 1068, average 438, total 468295
@q5[kworker/169:2]: count 99, average 627, total 62089

@uc: count 2341, average 5407, total 12657864

@q1[openssl]: count 390, average 1334, total 520269
@q1[ksoftirqd/169]: count 9, average 2678, total 24103
@q1[kworker/169:2]: count 1, average 15890, total 15890

@q2[openssl]: count 1963, average 583, total 1146305
@q2[ksoftirqd/169]: count 48, average 831, total 39903
@q2[kworker/169:2]: count 2, average 7218, total 14437


@q4[openssl]: count 18029, average 952, total 17169702
@q4[ksoftirqd/169]: count 145, average 969, total 140617
@q4[kworker/169:2]: count 13, average 3098, total 40276

@q5[openssl]: count 134936, average 430, total 58056294
@q5[ksoftirqd/169]: count 1000, average 437, total 437991
@q5[kworker/169:2]: count 97, average 638, total 61913

@uc: count 2341, average 5321, total 12457596

@q1[openssl]: count 383, average 1287, total 493117
@q1[ksoftirqd/169]: count 18, average 1754, total 31589

@q2[openssl]: count 1944, average 578, total 1125492
@q2[ksoftirqd/169]: count 70, average 697, total 48791


@q4[openssl]: count 18016, average 950, total 17117801
@q4[ksoftirqd/169]: count 177, average 958, total 169616

@q5[openssl]: count 134896, average 430, total 58064566
@q5[ksoftirqd/169]: count 1163, average 436, total 507582

@uc: count 2609, average 6016, total 15697744

@q1[openssl]: count 387, average 1313, total 508302
@q1[ksoftirqd/169]: count 16, average 1764, total 28233

@q2[openssl]: count 1958, average 579, total 1134562
