Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 559, average 2776, total 1552068
@q5[openssl]: count 321619, average 431, total 138753829
@q5[ksoftirqd/169]: count 23163, average 432, total 10016041

@uc: count 3920, average 4127, total 16180012

@q1[openssl]: count 1192, average 2666, total 3178126
@q1[ksoftirqd/169]: count 184, average 2674, total 492020
@q1[kworker/169:2]: count 4, average 9580, total 38322

@q2[openssl]: count 1680, average 651, total 1094276
@q2[ksoftirqd/169]: count 269, average 670, total 180406
@q2[kworker/169:2]: count 7, average 4800, total 33602


@q4[openssl]: count 41047, average 960, total 39434791
@q4[ksoftirqd/169]: count 2922, average 961, total 2809952
@q4[kworker/169:2]: count 149, average 1198, total 178648

@q5[openssl]: count 321606, average 431, total 138732315
@q5[ksoftirqd/169]: count 22481, average 432, total 9715191
@q5[kworker/169:2]: count 1169, average 456, total 533304

@uc: count 6519, average 2575, total 16787694

@q1[openssl]: count 958, average 2600, total 2491275
@q1[ksoftirqd/169]: count 172, average 2706, total 465478
@q1[kworker/169:2]: count 4, average 6785, total 27140

@q2[openssl]: count 1572, average 652, total 1025408
@q2[ksoftirqd/169]: count 261, average 686, total 179145
@q2[kworker/169:2]: count 5, average 3390, total 16954
@q2[kworker/169:1]: count 1, average 10159, total 10159


@q4[openssl]: count 40324, average 961, total 38760758
@q4[ksoftirqd/169]: count 3301, average 972, total 3211170
@q4[kworker/169:1]: count 10, average 1859, total 18596
@q4[kworker/169:2]: count 18, average 2948, total 53080

@q5[openssl]: count 316318, average 431, total 136530056
@q5[ksoftirqd/169]: count 25525, average 433, total 11058063
@q5[kworker/169:1]: count 79, average 546, total 43162
@q5[kworker/169:2]: count 131, average 660, total 86519

@uc: count 8817, average 2047, total 18052181

@q1[openssl]: count 879, average 2518, total 2213524
@q1[ksoftirqd/169]: count 192, average 2643, total 507543
@q1[kworker/169:2]: count 1, average 17192, total 17192

@q2[openssl]: count 1556, average 647, total 1007929
@q2[ksoftirqd/169]: count 273, average 660, total 180222
@q2[kworker/169:2]: count 2, average 7744, total 15489


@q4[ksoftirqd/169]: count 2821, average 957, total 2700319
@q4[openssl]: count 40246, average 962, total 38725459
@q4[kworker/169:2]: count 51, average 1634, total 83353

@q5[openssl]: count 315725, average 431, total 136159246
@q5[ksoftirqd/169]: count 21642, average 434, total 9403455
@q5[kworker/169:2]: count 404, average 502, total 202920

@uc: count 6660, average 3026, total 20153906

@q1[openssl]: count 1064, average 2685, total 2857765
@q1[ksoftirqd/169]: count 191, average 2747, total 524785
@q1[kworker/169:2]: count 1, average 15640, total 15640

@q2[openssl]: count 1640, average 652, total 1070060
@q2[ksoftirqd/169]: count 286, average 668, total 191063
@q2[kworker/169:2]: count 1, average 12504, total 12504


@q4[openssl]: count 40561, average 960, total 38945097
@q4[ksoftirqd/169]: count 3411, average 987, total 3368374
@q4[kworker/169:2]: count 1, average 33272, total 33272

@q5[openssl]: count 318060, average 431, total 137196687
@q5[ksoftirqd/169]: count 26348, average 432, total 11383411
@q5[kworker/169:2]: count 7, average 4303, total 30127

@uc: count 7743, average 2160, total 16725434

@q1[openssl]: count 1059, average 2668, total 2826268
@q1[ksoftirqd/169]: count 172, average 2693, total 463267
@q1[kworker/169:2]: count 3, average 7865, total 23595

@q2[openssl]: count 1628, average 650, total 1058710
@q2[ksoftirqd/169]: count 290, average 685, total 198851
@q2[kworker/169:2]: count 3, average 5092, total 15278


@q4[openssl]: count 41280, average 961, total 39677373
@q4[ksoftirqd/169]: count 3396, average 986, total 3348875
@q4[kworker/169:2]: count 18, average 2900, total 52208

@q5[openssl]: count 323701, average 431, total 139626596
@q5[ksoftirqd/169]: count 26219, average 432, total 11351275
@q5[kworker/169:2]: count 137, average 661, total 90590

@uc: count 6804, average 2564, total 17449206

@q1[ksoftirqd/169]: count 180, average 2662, total 479323
@q1[openssl]: count 1089, average 2705, total 2946746
@q1[kworker/169:2]: count 10, average 4644, total 46446

@q2[openssl]: count 1662, average 657, total 1092527
@q2[ksoftirqd/169]: count 292, average 670, total 195786
@q2[kworker/169:2]: count 10, average 2217, total 22171


@q4[openssl]: count 41300, average 960, total 39675697
@q4[ksoftirqd/169]: count 3651, average 986, total 3603108
@q4[kworker/169:2]: count 27, average 2239, total 60463

@q5[ksoftirqd/169]: count 28254, average 431, total 12200982
@q5[openssl]: count 323930, average 431, total 139747200
@q5[kworker/169:2]: count 193, average 577, total 111379

@uc: count 10133, average 2637, total 26725491

@q1[openssl]: count 1021, average 2606, total 2661528
@q1[ksoftirqd/169]: count 187, average 2631, total 492136

@q2[openssl]: count 1529, average 649, total 992897
@q2[ksoftirqd/169]: count 293, average 666, total 195371
@q2[kworker/169:2]: count 2, average 7313, total 14627


@q4[ksoftirqd/169]: count 3080, average 960, total 2957858
@q4[openssl]: count 41524, average 961, total 39918712
@q4[kworker/169:2]: count 54, average 1558, total 84173

@q5[openssl]: count 325831, average 431, total 140574953
@q5[ksoftirqd/169]: count 23671, average 433, total 10266628
@q5[kworker/169:2]: count 426, average 491, total 209371

@uc: count 5321, average 7785, total 41425886

@q1[ksoftirqd/169]: count 181, average 2610, total 472517
@q1[openssl]: count 1062, average 2612, total 2774922

@q2[openssl]: count 1536, average 648, total 995645
@q2[ksoftirqd/169]: count 298, average 678, total 202285


@q4[openssl]: count 41431, average 960, total 39784136
@q4[ksoftirqd/169]: count 3331, average 982, total 3271190

@q5[openssl]: count 324860, average 430, total 140002016
@q5[ksoftirqd/169]: count 25651, average 432, total 11099317

@uc: count 1926, average 5947, total 11454134

@q1[openssl]: count 448, average 2641, total 1183605
@q1[ksoftirqd/169]: count 79, average 2665, total 210577

@q2[openssl]: count 661, average 656, total 434250
@q2[ksoftirqd/169]: count 124, average 687, total 85294


@q4[openssl]: count 17766, average 963, total 17113373
@q4[ksoftirqd/169]: count 13408, average 1248, total 16737030

@q5[openssl]: count 139332, average 431, total 60125518
@q5[ksoftirqd/169]: count 106276, average 432, total 45978432

@uc: count 3038, average 8092, total 24585805




@q4[ksoftirqd/169]: count 20952, average 1276, total 26739374

@q5[ksoftirqd/169]: count 166635, average 432, total 72137072

@uc: count 5073, average 6000, total 30439605




@q4[ksoftirqd/169]: count 21160, average 1275, total 26980283

@q5[ksoftirqd/169]: count 168290, average 432, total 72834720

@uc: count 8108, average 4922, total 39909072




@q4[ksoftirqd/169]: count 20368, average 1287, total 26217618

@q5[ksoftirqd/169]: count 161992, average 433, total 70239647

@uc: count 6035, average 2452, total 14798893




@q4[ksoftirqd/169]: count 19971, average 1278, total 25534379

@q5[ksoftirqd/169]: count 158906, average 435, total 69242523

@uc: count 11252, average 1723, total 19397029




@q4[ksoftirqd/169]: count 20266, average 1282, total 25989294

@q5[ksoftirqd/169]: count 161228, average 435, total 70281485

@uc: count 8717, average 2103, total 18334582




@q4[ksoftirqd/169]: count 19618, average 1282, total 25168209

@q5[ksoftirqd/169]: count 156015, average 438, total 68386834

@uc: count 14629, average 1718, total 25145349




@q4[ksoftirqd/169]: count 20248, average 1267, total 25668958

@q5[ksoftirqd/169]: count 161049, average 436, total 70284018

@uc: count 18680, average 2135, total 39899883




@q4[ksoftirqd/169]: count 20215, average 1271, total 25705537

@q5[ksoftirqd/169]: count 160721, average 436, total 70148556

@uc: count 13047, average 1733, total 22611719




@q4[ksoftirqd/169]: count 20040, average 1266, total 25374950

@q5[ksoftirqd/169]: count 159382, average 433, total 69163957

@uc: count 15995, average 2499, total 39978131




@q4[ksoftirqd/169]: count 20568, average 1280, total 26335141

@q5[ksoftirqd/169]: count 163582, average 433, total 70874463

@uc: count 6222, average 3790, total 23587375




@q4[ksoftirqd/169]: count 20520, average 1274, total 26158062

@q5[ksoftirqd/169]: count 163200, average 432, total 70612023

@uc: count 6342, average 2520, total 15983149




@q4[ksoftirqd/169]: count 20829, average 1277, total 26603594

@q5[ksoftirqd/169]: count 165665, average 434, total 71933781

@uc: count 5830, average 2627, total 15319151




@q4[ksoftirqd/169]: count 20521, average 1286, total 26402796

@q5[ksoftirqd/169]: count 163223, average 433, total 70765682

@uc: count 5562, average 2638, total 14676842




@q4[ksoftirqd/169]: count 20795, average 1278, total 26596218

@q5[ksoftirqd/169]: count 165443, average 434, total 71853364

@uc: count 6277, average 2984, total 18732771




@q4[ksoftirqd/169]: count 20526, average 1286, total 26404790

@q5[ksoftirqd/169]: count 163305, average 433, total 70782697

@uc: count 6869, average 2408, total 16543115




@q4[ksoftirqd/169]: count 21053, average 1273, total 26804300

@q5[ksoftirqd/169]: count 167495, average 432, total 72423300

@uc: count 6287, average 2370, total 14905644




@q4[ksoftirqd/169]: count 20674, average 1274, total 26347191

@q5[ksoftirqd/169]: count 164481, average 432, total 71080967

@uc: count 6606, average 2384, total 15752140




@q4[ksoftirqd/169]: count 41434, average 642, total 26606482

@q5[ksoftirqd/169]: count 165090, average 433, total 71576142

@uc: count 5127, average 3443, total 17654663




@q4[ksoftirqd/169]: count 20696, average 1273, total 26355838

@q5[ksoftirqd/169]: count 164650, average 433, total 71345025

@uc: count 6820, average 2198, total 14996677




@q4[ksoftirqd/169]: count 20961, average 1275, total 26730901

@q5[ksoftirqd/169]: count 166694, average 433, total 72188292

@uc: count 6838, average 7433, total 50828265




@q4[ksoftirqd/169]: count 21038, average 1275, total 26823617

@q5[ksoftirqd/169]: count 167381, average 433, total 72580556

@uc: count 5494, average 3030, total 16650560




@q4[ksoftirqd/169]: count 20642, average 1278, total 26394189

@q5[ksoftirqd/169]: count 164163, average 432, total 71081523

@uc: count 6071, average 3123, total 18961671




@q4[ksoftirqd/169]: count 20712, average 1275, total 26411596

@q5[ksoftirqd/169]: count 164727, average 433, total 71345631

@uc: count 6636, average 2361, total 15669220




@q4[ksoftirqd/169]: count 20633, average 1278, total 26386948

@q5[ksoftirqd/169]: count 164131, average 433, total 71123545

@uc: count 6051, average 2437, total 14750154




@q4[ksoftirqd/169]: count 20611, average 1283, total 26456093

@q5[ksoftirqd/169]: count 163908, average 433, total 70983384

@uc: count 4647, average 3148, total 14630164




@q4[ksoftirqd/169]: count 20906, average 1272, total 26601346

@q5[ksoftirqd/169]: count 166341, average 433, total 72060723

@uc: count 6248, average 2973, total 18578469




@q4[ksoftirqd/169]: count 21133, average 1274, total 26928657

@q5[ksoftirqd/169]: count 168067, average 432, total 72721039

@uc: count 4607, average 3138, total 14459421




@q4[ksoftirqd/169]: count 20480, average 1272, total 26050608

@q5[ksoftirqd/169]: count 162882, average 432, total 70484547

@uc: count 6321, average 2317, total 14650673




@q4[ksoftirqd/169]: count 20932, average 1278, total 26754949

@q5[ksoftirqd/169]: count 166549, average 432, total 72115614

@uc: count 5638, average 2745, total 15481567




@q4[ksoftirqd/169]: count 23333, average 1239, total 28926824

@q5[ksoftirqd/169]: count 185643, average 433, total 80438377

@uc: count 6655, average 4549, total 30276672

@q1[ksoftirqd/169]: count 139, average 2674, total 371756
@q1[swapper/169]: count 495, average 2835, total 1403422
@q1[kworker/169:2]: count 1, average 15820, total 15820

@q2[swapper/169]: count 751, average 667, total 501638
@q2[ksoftirqd/169]: count 208, average 842, total 175231
@q2[iperf]: count 2, average 7869, total 15739
@q2[kworker/169:2]: count 1, average 7955, total 7955


@q4[swapper/169]: count 21090, average 1046, total 22065573
@q4[ksoftirqd/169]: count 22984, average 1430, total 32882551
@q4[iperf]: count 30, average 1975, total 59260
@q4[kworker/169:2]: count 1, average 26930, total 26930

@q5[swapper/169]: count 165810, average 467, total 77528150
@q5[iperf]: count 237, average 526, total 124821
@q5[ksoftirqd/169]: count 182237, average 637, total 116173991
@q5[kworker/169:2]: count 7, average 3277, total 22942

@uc: count 31343, average 2030, total 63640800

@q1[swapper/169]: count 356, average 2606, total 928051
@q1[ksoftirqd/169]: count 141, average 2740, total 386454

@q2[swapper/169]: count 582, average 673, total 391965
@q2[ksoftirqd/169]: count 216, average 725, total 156786


@q4[swapper/169]: count 18657, average 1059, total 19776101
@q4[ksoftirqd/169]: count 24332, average 1480, total 36033172
@q4[iperf]: count 160, average 1785, total 285696

@q5[swapper/169]: count 146766, average 472, total 69309187
@q5[ksoftirqd/169]: count 192894, average 657, total 126871417
@q5[iperf]: count 1274, average 747, total 952687

@uc: count 31713, average 1949, total 61836801

@q1[swapper/169]: count 381, average 2531, total 964526
@q1[ksoftirqd/169]: count 147, average 2861, total 420610
@q1[iperf]: count 3, average 7797, total 23393

@q2[swapper/169]: count 615, average 654, total 402319
@q2[ksoftirqd/169]: count 233, average 784, total 182713
@q2[iperf]: count 5, average 3043, total 15218


@q4[swapper/169]: count 19402, average 1035, total 20094323
@q4[iperf]: count 70, average 1287, total 90138
@q4[ksoftirqd/169]: count 24021, average 1466, total 35234327

@q5[swapper/169]: count 152561, average 464, total 70795426
@q5[iperf]: count 547, average 465, total 254753
@q5[ksoftirqd/169]: count 190385, average 654, total 124577207

@uc: count 31202, average 2048, total 63926353

@q1[swapper/169]: count 455, average 2661, total 1210797
@q1[ksoftirqd/169]: count 136, average 2758, total 375104

@q2[swapper/169]: count 711, average 663, total 471547
@q2[ksoftirqd/169]: count 224, average 730, total 163589
@q2[iperf]: count 2, average 4338, total 8677


@q4[ksoftirqd/169]: count 46047, average 683, total 31471124
@q4[swapper/169]: count 21955, average 1039, total 22829917
@q4[iperf]: count 12, average 3224, total 38692

@q5[swapper/169]: count 172681, average 465, total 80370923
@q5[ksoftirqd/169]: count 174537, average 635, total 110901524
@q5[iperf]: count 92, average 649, total 59779

@uc: count 31893, average 1805, total 57571112

@q1[ksoftirqd/169]: count 154, average 2643, total 407155
@q1[swapper/169]: count 425, average 2652, total 1127411
@q1[iperf]: count 1, average 17313, total 17313

@q2[swapper/169]: count 663, average 668, total 443028
@q2[ksoftirqd/169]: count 243, average 683, total 166027
@q2[iperf]: count 1, average 15429, total 15429


@q4[swapper/169]: count 21510, average 1040, total 22378401
@q4[ksoftirqd/169]: count 22467, average 1441, total 32388016
@q4[iperf]: count 14, average 3670, total 51386

@q5[swapper/169]: count 169197, average 464, total 78586151
@q5[ksoftirqd/169]: count 177999, average 640, total 113990763
@q5[iperf]: count 109, average 720, total 78486

@uc: count 30748, average 2079, total 63944626

@q1[ksoftirqd/169]: count 134, average 2639, total 353732
@q1[swapper/169]: count 443, average 2708, total 1199729

@q2[swapper/169]: count 699, average 672, total 470294
@q2[ksoftirqd/169]: count 204, average 682, total 139194
@q2[iperf]: count 2, average 8110, total 16221


@q4[swapper/169]: count 22123, average 1044, total 23105509
@q4[ksoftirqd/169]: count 21608, average 1437, total 31068840
@q4[iperf]: count 33, average 2102, total 69371

@q5[swapper/169]: count 174026, average 465, total 81059478
@q5[iperf]: count 261, average 555, total 145109
@q5[ksoftirqd/169]: count 171307, average 639, total 109601460

@uc: count 31158, average 1935, total 60304941

@q1[swapper/169]: count 379, average 2624, total 994779
@q1[ksoftirqd/169]: count 135, average 2737, total 369605

@q2[swapper/169]: count 617, average 660, total 407610
@q2[ksoftirqd/169]: count 207, average 729, total 150990


@q4[swapper/169]: count 19982, average 1051, total 21010146
@q4[ksoftirqd/169]: count 23474, average 1467, total 34452071
@q4[iperf]: count 64, average 2218, total 142007

@q5[swapper/169]: count 157228, average 470, total 73939899
@q5[ksoftirqd/169]: count 186094, average 652, total 121355399
@q5[iperf]: count 509, average 813, total 414101

@uc: count 32663, average 1733, total 56606768

@q1[swapper/169]: count 401, average 2625, total 1052841
@q1[ksoftirqd/169]: count 160, average 2653, total 424550

@q2[swapper/169]: count 599, average 670, total 401773
@q2[ksoftirqd/169]: count 239, average 679, total 162425


@q4[swapper/169]: count 19835, average 1052, total 20867051
@q4[ksoftirqd/169]: count 23914, average 1451, total 34716554

@q5[swapper/169]: count 156024, average 468, total 73160424
@q5[ksoftirqd/169]: count 189553, average 644, total 122092445

@uc: count 30517, average 1788, total 54576578

@q1[swapper/169]: count 414, average 2692, total 1114712
@q1[ksoftirqd/169]: count 122, average 2712, total 330879
@q1[iperf]: count 1, average 14357, total 14357

@q2[swapper/169]: count 633, average 665, total 421117
@q2[ksoftirqd/169]: count 189, average 779, total 147280
@q2[iperf]: count 1, average 11151, total 11151


@q4[swapper/169]: count 20373, average 1040, total 21203602
@q4[ksoftirqd/169]: count 23604, average 1453, total 34308279
@q4[iperf]: count 20, average 2221, total 44432

@q5[swapper/169]: count 160335, average 464, total 74521630
@q5[iperf]: count 156, average 559, total 87303
@q5[ksoftirqd/169]: count 187208, average 645, total 120865874

@uc: count 32147, average 2318, total 74543602

@q1[swapper/169]: count 416, average 2667, total 1109783
@q1[ksoftirqd/169]: count 128, average 2718, total 347911

@q2[swapper/169]: count 647, average 655, total 423990
@q2[ksoftirqd/169]: count 186, average 844, total 157012
@q2[iperf]: count 1, average 16792, total 16792


@q4[swapper/169]: count 20342, average 1040, total 21165343
@q4[ksoftirqd/169]: count 23243, average 1458, total 33907534
@q4[iperf]: count 34, average 2045, total 69534

@q5[swapper/169]: count 159970, average 463, total 74082642
@q5[iperf]: count 270, average 545, total 147325
@q5[ksoftirqd/169]: count 184321, average 649, total 119699718

@uc: count 32944, average 1751, total 57699132

@q1[ksoftirqd/169]: count 127, average 2689, total 341570
@q1[swapper/169]: count 444, average 2700, total 1198877

@q2[swapper/169]: count 653, average 669, total 437449
@q2[ksoftirqd/169]: count 195, average 689, total 134437


@q4[swapper/169]: count 20671, average 1039, total 21492166
@q4[ksoftirqd/169]: count 22928, average 1459, total 33471789

@q5[swapper/169]: count 162573, average 466, total 75865107
@q5[ksoftirqd/169]: count 181828, average 654, total 118933041

@uc: count 32002, average 2201, total 70451619

@q1[ksoftirqd/169]: count 126, average 2670, total 336517
@q1[swapper/169]: count 446, average 2670, total 1191154

@q2[swapper/169]: count 679, average 663, total 450639
@q2[ksoftirqd/169]: count 198, average 750, total 148694


@q4[swapper/169]: count 21479, average 1034, total 22215116
@q4[ksoftirqd/169]: count 22591, average 1446, total 32666973

@q5[swapper/169]: count 168937, average 464, total 78523922
@q5[ksoftirqd/169]: count 179112, average 647, total 115930695

@uc: count 30855, average 2194, total 67720670

@q1[ksoftirqd/169]: count 152, average 2688, total 408587
@q1[swapper/169]: count 423, average 2703, total 1143653
@q1[iperf]: count 2, average 10785, total 21571

@q2[swapper/169]: count 670, average 677, total 454083
@q2[ksoftirqd/169]: count 232, average 717, total 166405
@q2[iperf]: count 6, average 1658, total 9950


@q4[swapper/169]: count 21400, average 1042, total 22304466
@q4[iperf]: count 57, average 1184, total 67529
@q4[ksoftirqd/169]: count 22372, average 1440, total 32231700

@q5[swapper/169]: count 337341, average 232, total 78406483
@q5[iperf]: count 440, average 455, total 200600
@q5[ksoftirqd/169]: count 177288, average 641, total 113651158

@uc: count 30954, average 1702, total 52702190

@q1[ksoftirqd/169]: count 122, average 2575, total 314257
@q1[swapper/169]: count 422, average 2655, total 1120647

@q2[swapper/169]: count 679, average 674, total 458272
@q2[ksoftirqd/169]: count 195, average 683, total 133255
@q2[iperf]: count 1, average 15440, total 15440


@q4[swapper/169]: count 20739, average 1030, total 21375807
@q4[ksoftirqd/169]: count 23055, average 1453, total 33506265
@q4[iperf]: count 13, average 3614, total 46985

@q5[swapper/169]: count 163042, average 460, total 75134692
@q5[ksoftirqd/169]: count 182809, average 645, total 118064106
@q5[iperf]: count 103, average 690, total 71143

@uc: count 29274, average 1914, total 56051931

@q1[swapper/169]: count 339, average 2618, total 887510
@q1[ksoftirqd/169]: count 150, average 2788, total 418201

@q2[swapper/169]: count 555, average 671, total 372845
@q2[ksoftirqd/169]: count 211, average 691, total 145925


@q4[swapper/169]: count 18409, average 1055, total 19428027
@q4[ksoftirqd/169]: count 24611, average 1480, total 36432736

@q5[swapper/169]: count 144840, average 472, total 68399385
@q5[ksoftirqd/169]: count 195137, average 660, total 128829645

@uc: count 32638, average 2160, total 70528553
