Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 690, average 2584, total 1783562
@q5[ksoftirqd/169]: count 141408, average 439, total 62213311

@uc: count 7876, average 3045, total 23985530




@q4[ksoftirqd/169]: count 17632, average 1270, total 22403273

@q5[ksoftirqd/169]: count 140231, average 438, total 61555178

@uc: count 8364, average 4172, total 34899333




@q4[ksoftirqd/169]: count 17704, average 1279, total 22657341

@q5[ksoftirqd/169]: count 140857, average 436, total 61514086

@uc: count 9372, average 3774, total 35370623




@q4[ksoftirqd/169]: count 17762, average 1270, total 22571530

@q5[ksoftirqd/169]: count 141244, average 438, total 61873620

@uc: count 8870, average 2757, total 24462342




@q4[ksoftirqd/169]: count 17969, average 1266, total 22760920

@q5[ksoftirqd/169]: count 142967, average 440, total 62912485

@uc: count 8750, average 2883, total 25226602




@q4[ksoftirqd/169]: count 17638, average 1287, total 22708144

@q5[ksoftirqd/169]: count 140325, average 438, total 61513907

@uc: count 9594, average 2468, total 23683442




@q4[ksoftirqd/169]: count 17683, average 1284, total 22707310

@q5[ksoftirqd/169]: count 140685, average 436, total 61429058

@uc: count 8741, average 2659, total 23246138




@q4[ksoftirqd/169]: count 17558, average 1278, total 22446841

@q5[ksoftirqd/169]: count 139676, average 436, total 61000651

@uc: count 9099, average 2715, total 24710377




@q4[ksoftirqd/169]: count 17842, average 1282, total 22880453

@q5[ksoftirqd/169]: count 141934, average 436, total 61988403

@uc: count 8267, average 3024, total 25006128




@q4[ksoftirqd/169]: count 17579, average 1287, total 22629939

@q5[ksoftirqd/169]: count 139854, average 440, total 61538889

@uc: count 8161, average 2574, total 21011797




@q4[ksoftirqd/169]: count 17664, average 1263, total 22323228

@q5[ksoftirqd/169]: count 140526, average 437, total 61467521

@uc: count 8687, average 2863, total 24875239




@q4[ksoftirqd/169]: count 17578, average 1269, total 22323411

@q5[ksoftirqd/169]: count 139843, average 437, total 61225082

@uc: count 6846, average 3053, total 20901846




@q4[ksoftirqd/169]: count 17565, average 1292, total 22698117

@q5[ksoftirqd/169]: count 139682, average 440, total 61563399

@uc: count 7560, average 4154, total 31411383




@q4[ksoftirqd/169]: count 18392, average 1260, total 23189233

@q5[ksoftirqd/169]: count 146276, average 436, total 63795717

@uc: count 6793, average 5901, total 40085504




@q4[ksoftirqd/169]: count 18880, average 1246, total 23528882

@q5[ksoftirqd/169]: count 150156, average 433, total 65020326

@uc: count 4144, average 3509, total 14543299




@q4[ksoftirqd/169]: count 17893, average 1270, total 22741556

@q5[ksoftirqd/169]: count 142355, average 439, total 62510901

@uc: count 8556, average 2685, total 22978432




@q4[ksoftirqd/169]: count 17709, average 1289, total 22842169

@q5[ksoftirqd/169]: count 140828, average 442, total 62309008

@uc: count 8383, average 2605, total 21839220




@q4[ksoftirqd/169]: count 17688, average 1282, total 22678431

@q5[ksoftirqd/169]: count 140676, average 438, total 61754990

@uc: count 6042, average 3010, total 18189012




@q4[ksoftirqd/169]: count 17841, average 1295, total 23119463

@q5[ksoftirqd/169]: count 141949, average 439, total 62317065

@uc: count 7973, average 2674, total 21323012




@q4[ksoftirqd/169]: count 17345, average 1305, total 22635270

@q5[ksoftirqd/169]: count 137989, average 443, total 61257957

@uc: count 6949, average 2781, total 19328085




@q4[ksoftirqd/169]: count 17766, average 1303, total 23159627

@q5[ksoftirqd/169]: count 141345, average 441, total 62458841

@uc: count 7090, average 2934, total 20804024




@q4[ksoftirqd/169]: count 17676, average 1289, total 22785840

@q5[ksoftirqd/169]: count 140565, average 439, total 61750391

@uc: count 6720, average 2883, total 19373968




@q4[ksoftirqd/169]: count 17845, average 1286, total 22951929

@q5[ksoftirqd/169]: count 141981, average 439, total 62404020

@uc: count 7117, average 2907, total 20689787




@q4[ksoftirqd/169]: count 17548, average 1282, total 22506167

@q5[ksoftirqd/169]: count 139601, average 439, total 61346613

@uc: count 8017, average 4147, total 33254467




@q4[ksoftirqd/169]: count 18995, average 1249, total 23736277

@q5[ksoftirqd/169]: count 151055, average 431, total 65235551

@uc: count 4660, average 6204, total 28911529

@q1[swapper/169]: count 211, average 2939, total 620247
@q1[ksoftirqd/169]: count 47, average 3718, total 174758
@q1[iperf]: count 1, average 36087, total 36087

@q2[swapper/169]: count 323, average 683, total 220681
@q2[ksoftirqd/169]: count 77, average 1146, total 88305
@q2[iperf]: count 1, average 31610, total 31610


@q4[swapper/169]: count 9161, average 1016, total 9311037
@q4[ksoftirqd/169]: count 23366, average 1241, total 29015147
@q4[iperf]: count 30, average 1877, total 56338

@q5[swapper/169]: count 72227, average 454, total 32816155
@q5[ksoftirqd/169]: count 185659, average 497, total 92404054
@q5[iperf]: count 235, average 507, total 119327

@uc: count 15164, average 3471, total 52640278
