ues,epoll_wait,poll
0,50053.343041,0.086937
5,60062.821347,0.085578
10,60045.899204,0.062216
50,60052.422587,0.086244
100,60053.76456,0.08178
200,60045.049199,0.078084
300,50045.795952,0.077963
