ues,free5gc,oai,open5gs
0,0.016896140248356464,0.9769188919031705,0.01553795904645477
5,0.010107824161073826,0.9772033703254462,0.014841088674275681
10,0.00819781536989796,0.9774421929795416,0.01199053835978836
50,0.006031982600454891,0.977810256358591,0.014669035626535626
100,0.005750491982870231,0.9767208914519854,0.012404818181818184
200,0.005711689903167238,0.9768094052720614,0.013297292486132123
300,0.006207820723929205,0.9766603566616,0.013696935340022297
