ues,free5gc,oai,open5gs
0,3294731.565853,3409747.088184,5313493.94499
5,3749626.6596190003,3247548.748755,5037256.271221
10,3719466.432751,3395773.776129,5122370.596655
50,3381768.922344,3259444.8953529997,5304439.0819
100,3279550.063516,3242053.7247070004,5492966.956783
200,3426267.996501,3381399.3064780002,5168248.13655
300,3865682.978745,3496263.2064839997,4860861.33664
