ues,free5gc,oai,open5gs
0,0.02553257142857143,0.012554866295264623,0.031141609756097557
5,0.025997130434782613,0.011925969696969697,0.019761658163265305
10,0.03172480281690141,0.014798243767313021,0.02120767217630854
50,0.030014638376383764,0.013056397260273972,0.014237105175292154
100,0.02981272744721689,0.015443221288515406,0.013707082046554506
200,0.03169012830558276,0.01497090223463687,0.020462139067524115
300,0.03621443061674009,0.014275991477272727,0.019437589353612165
