ues,free5gc,oai,open5gs
0,0.00279775,0.002038951219512195,0.006212090133982947
5,0.00366775,0.00247604181184669,0.004025522346368715
10,0.003757,0.0030092522222222224,0.0044551634553628774
50,0.00650925,0.015135119341563787,0.004339619083395943
100,0.0025795,0.01077873399715505,0.005010048740416211
200,0.00248525,0.006008989071038251,0.005950141821477118
300,0.00328,0.005867864130434783,0.0047498159838818
