ues,epoll_wait,poll
0,0.002525,1.6653592063492064
5,,0.14724066666666666
10,0.002999,1.6863339206349206
50,0.00275,0.35232966666666665
100,0.00347,1.7208341694915255
200,0.002711,1.8823240727272725
300,0.003208,1.8923958181818183
