ues,epoll_wait,poll
0,0.002755,0.8322974029850746
5,,0.259547
10,0.00263,0.9566270294117648
50,0.002509,0.13086366666666668
100,0.002306,0.8823318412698412
200,0.002004,0.9185381147540984
300,0.003312,0.9927147454545454
