ues,read,write
0,0.009802,0.028397058823529414
5,0.01689979961832061,0.09108996577946768
10,0.015186169776119402,0.05915157414448669
50,0.01234859040590406,0.13382802040816327
100,0.010283959057301294,0.12015190408282868
200,0.01131184430147059,0.1184966191162344
300,0.013062294137812822,0.12032362207856787
