ues,recvfrom,recvmsg
0,0.005738272727272727,103.78645881602374
5,0.0055372954545454545,103.94162274294206
10,0.005297212121212121,103.62348112592592
50,0.004625272727272727,102.70695391189427
100,0.006838189189189189,103.9528390475483
200,0.005346853658536585,102.70929691189428
300,0.007798692307692308,103.93492996879644
