ues,read,write
0,0.006027756756756757,0.0662955625
5,0.003833620879120879,0.022758464646464645
10,0.0035526845425867507,0.021311476190476193
50,0.003070904793171372,0.01578195465116279
100,0.0028105861856305894,0.014312725015142339
200,0.0026306251413798676,0.014744457014925374
300,0.002896445848375451,0.015612514598540147
