ues,free5gc,oai,open5gs
0,1484.810442896774,378.8187333623825,641.3932981750513
5,1629.9556769825579,423.21362027175843,596.8927803628319
10,1167.7695684589041,350.46269249170126,697.6901332416217
50,1418.3669410705884,348.4777764422146,527.573378785182
100,1389.9971901916167,370.4283144061259,75.02560910420262
200,1216.0536457093024,358.74692301199565,150.54504653360334
300,1408.2757368988764,349.0744646162104,102.63446826005249
