ues,clock_nanosleep,epoll_pwait,epoll_wait,fdatasync,fsync,futex,poll,ppoll,recvmsg,select
0,259.19852441507027,71.77456515773729,1452.4441167268042,0.7502895,3.223279,299.026188799299,1196.8635151550802,2708.725317625,1543.265668852459,8428.377075210527
5,335.40933033163265,23.801875127063308,1595.2347852024538,1.580190705882353,2.764232,174.09656240620873,1450.0217222236843,2708.6489104166667,769.3417475487365,5005.87493837037
10,263.98899124234697,19.597097350038137,1330.478844955696,1.2009303571428571,2.037299,138.6870868082044,1458.8515144575163,2826.38513926087,524.7539378880689,5876.144244173913
50,259.19853753256706,5.420059222276701,1567.2544706900585,1.5554837954545455,3.079518,33.28992077228448,1849.9659181637428,2708.6580099166667,138.8726769466192,1180.7230469043477
100,259.39482783759587,2.800084869943078,1512.1845295449102,1.4625159583333334,5.418388,17.64094451115422,1457.981820993464,2826.4921523043477,74.86022863404918,900.3205641059603
200,259.3869015460358,1.6014890362164864,1600.2458813101266,1.294453562962963,2.872448,10.108177467801992,1461.0824335490197,2826.3863360434784,38.67203569062001,406.0204086439169
300,336.26950333290654,1.0334979346748028,1700.7675930728476,1.21613606,1.948411,8.386912493597958,1457.990300888889,3250.22123435,26.01710146014771,133.93674694690267
