ues,epoll_wait,poll
0,65736.384669,0.128549
5,66615.67563,0.159337
10,56628.885803,0.840605
50,66574.310681,0.335211
100,65777.846499,0.400503
200,68995.388133,77.53775
300,68908.732124,1.911367
