ues,epoll_wait,poll
0,3002.37782765,0.006389071428571429
5,2502.78833125,0.007045857142857143
10,2502.10265435,0.006203214285714286
50,2860.3850979047616,0.0068196428571428575
100,3002.599644,0.008188923076923076
200,2780.6128070555555,0.0048903571428571425
300,3002.2401619,0.004655428571428572
