ues,free5gc,oai,open5gs
0,0.028744893004115226,0.028406331782945736,0.012744272878535773
5,0.031043232529375388,0.05705072869022869,0.010247593591905566
10,0.04071429509836612,0.020885082105263155,0.007401471600688468
50,0.04675817005622267,0.038396614050303556,0.010392883211678833
100,0.042583082416616874,0.02275717356115108,0.00925501312
200,0.04380590339778221,0.02202680988593156,0.00727912076152554
300,0.04321702188071631,0.026891435943060496,0.007066885943903347
