ues,free5gc,oai,open5gs
0,66.93669858163015,0.003253,0.003342
5,24.331142286047555,0.0036015,0.003025
10,16.635623650831356,0.0033105,0.0032065
50,4.8282753524258,,0.0031985
100,2.7505212740991083,0.0038835,
200,1.5586346258119677,0.0035905,0.0033685
300,1.0160920431165679,0.003064,0.00358225
