ues,read,write
0,0.0025140833333333334,0.004563375
5,0.0026704545454545453,0.003668210526315789
10,0.0027725833333333335,0.002603058823529412
50,0.0036534166666666664,0.0053351875
100,0.0026999166666666664,0.003756125
200,0.0027773333333333335,0.0041264375
300,0.0028739166666666665,0.002358
