ues,read,write
0,0.987839899166569,0.07891804
5,0.987790654771845,0.00736012
10,0.9881846948466311,0.06691064
50,0.9881668156107435,0.04334048
100,0.9878593235388945,0.015441199999999999
200,0.9878562062522933,0.00838852
300,0.9876521079994128,0.06557148
