ues,epoll_wait,poll
0,60030.67064,0.0953
5,60031.11343,0.105364
10,60023.671123,0.33671
50,60021.240497,0.109177
100,60037.828342,0.100269
200,66019.676415,0.186953
300,66018.913601,0.102214
