ues,free5gc,oai,open5gs
0,340.0774097898089,1329.7913386308724,411.4313172356688
5,259.21048341507026,921.5336829400001,411.4225606
10,263.98458453061227,921.5394570933332,259.2084133192848
50,264.18009543805874,1312.8390896754968,264.0138907283163
100,259.4030438516624,915.4438980728477,491.71594126810675
200,340.3535833890306,933.3179337635135,259.2305658965517
300,259.56489850320105,933.3095352702701,259.21794931034486
