ues,epoll_wait,poll
0,2266.7718851379313,0.003296128205128205
5,748.4907374157303,0.003390148936170213
10,492.4250939391304,0.0015653724394785848
50,199.32428347604792,0.0017102602040816326
100,30.694282080727955,0.0022127237569060775
200,41.41379839915967,0.0007730891560979501
300,30.316204190057196,0.0013750841726618706
