ues,read,write
0,0.006447613636363636,0.06458155555555556
5,0.003942588926174497,0.019221674479166666
10,0.002932361502347418,0.020483723684210524
50,0.0030365112903225806,0.02495378130125752
100,0.003556490612732548,0.02285726543463381
200,0.0034908301020408167,0.02427449247311828
300,0.0035831267268113896,0.02354057744409239
