ues,epoll_wait,poll
0,50036.260899,0.083124
5,60053.456513,0.078714
10,60032.99017,63.759311
50,60037.882294,0.10323
100,59916.333848,0.090876
200,50051.010974,1322.039713
300,60056.668529,0.078408
