ues,epoll_wait,poll
0,50058.05035,0.084475
5,60061.269226,0.091379
10,60045.163285,0.387898
50,60067.058902,0.075745
100,60281.779935,0.082741
200,50028.397413,26.967535
300,50042.400167,0.084174
