ues,epoll_wait,poll
0,1579.7544905263157,0.006807142857142857
5,1334.0247428888888,0.005017333333333334
10,1364.1743437045454,0.016033809523809523
50,1200.42480994,0.0077983571428571425
100,1500.94570855,0.007162071428571428
200,1200.357753,0.00934765
300,1535.323572116279,0.0051107
