ues,read,write
0,0.9898862282694615,0.02378797619047619
5,0.990393131505005,0.018663833333333334
10,0.9904185134510114,0.14982169047619048
50,0.9923209934158547,0.07702209523809524
100,0.9902046754436094,0.006630571428571428
200,0.9899605343263491,0.1754332619047619
300,0.9900555597399555,0.006681785714285715
