Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 216, average 1370, total 296084
@q5[ksoftirqd/169]: count 657, average 447, total 293797
@q5[kworker/169:1]: count 13, average 2317, total 30126

@uc: count 2368, average 6434, total 15237065

@q1[openssl]: count 358, average 1230, total 440364
@q1[ksoftirqd/169]: count 16, average 1504, total 24075
@q1[kworker/169:1]: count 2, average 7268, total 14537

@q2[openssl]: count 1624, average 626, total 1017044
@q2[ksoftirqd/169]: count 54, average 745, total 40234
@q2[kworker/169:1]: count 2, average 4704, total 9408


@q4[openssl]: count 13346, average 953, total 12731637
@q4[ksoftirqd/169]: count 128, average 1037, total 132821
@q4[kworker/169:1]: count 2, average 13435, total 26871

@q5[openssl]: count 101157, average 431, total 43619403
@q5[ksoftirqd/169]: count 865, average 437, total 378675
@q5[kworker/169:1]: count 3, average 7891, total 23673

@uc: count 2350, average 6993, total 16435230

@q1[openssl]: count 363, average 1216, total 441436
@q1[ksoftirqd/169]: count 10, average 1772, total 17723
@q1[kworker/169:1]: count 1, average 11792, total 11792

@q2[openssl]: count 1628, average 625, total 1018762
@q2[ksoftirqd/169]: count 47, average 907, total 42670
@q2[kworker/169:1]: count 1, average 10520, total 10520


@q4[openssl]: count 13366, average 954, total 12763983
@q4[ksoftirqd/169]: count 95, average 993, total 94425
@q4[kworker/169:1]: count 1, average 28864, total 28864

@q5[openssl]: count 101382, average 430, total 43671623
@q5[ksoftirqd/169]: count 638, average 437, total 279200
@q5[kworker/169:1]: count 1, average 25989, total 25989

@uc: count 2042, average 5739, total 11719708

@q1[openssl]: count 365, average 1215, total 443683
@q1[ksoftirqd/169]: count 9, average 2433, total 21901
@q1[kworker/169:1]: count 1, average 11020, total 11020

@q2[openssl]: count 1632, average 624, total 1019562
@q2[ksoftirqd/169]: count 49, average 785, total 38472
@q2[kworker/169:1]: count 3, average 3636, total 10910


@q4[openssl]: count 13345, average 955, total 12754844
@q4[ksoftirqd/169]: count 100, average 985, total 98519
@q4[kworker/169:1]: count 22, average 1830, total 40263

@q5[openssl]: count 101190, average 431, total 43651568
@q5[ksoftirqd/169]: count 683, average 449, total 306719
@q5[kworker/169:1]: count 161, average 497, total 80167

@uc: count 2019, average 5911, total 11934653

@q1[openssl]: count 364, average 1184, total 431228
@q1[ksoftirqd/169]: count 7, average 2403, total 16821
@q1[kworker/169:1]: count 4, average 4230, total 16921

@q2[openssl]: count 1639, average 626, total 1027445
@q2[ksoftirqd/169]: count 43, average 816, total 35112
@q2[kworker/169:1]: count 4, average 3251, total 13005


@q4[openssl]: count 13359, average 950, total 12704168
@q4[ksoftirqd/169]: count 112, average 1013, total 113547
@q4[kworker/169:1]: count 14, average 1400, total 19604

@q5[openssl]: count 101184, average 431, total 43616718
@q5[ksoftirqd/169]: count 796, average 437, total 347935
@q5[kworker/169:1]: count 85, average 546, total 46476

@uc: count 2343, average 7433, total 17416444

@q1[openssl]: count 356, average 1183, total 421223
@q1[ksoftirqd/169]: count 15, average 1703, total 25546
@q1[kworker/169:1]: count 1, average 10871, total 10871

@q2[openssl]: count 1627, average 630, total 1025686
@q2[ksoftirqd/169]: count 54, average 769, total 41576
@q2[kworker/169:1]: count 1, average 10359, total 10359


@q4[openssl]: count 13355, average 952, total 12726444
@q4[ksoftirqd/169]: count 110, average 954, total 104996
@q4[kworker/169:1]: count 1, average 22492, total 22492

@q5[openssl]: count 101351, average 431, total 43718110
@q5[ksoftirqd/169]: count 708, average 438, total 310301
@q5[kworker/169:1]: count 1, average 16471, total 16471

@uc: count 2256, average 6456, total 14565866

@q1[openssl]: count 361, average 1211, total 437175
@q1[ksoftirqd/169]: count 7, average 2573, total 18015
@q1[kworker/169:1]: count 1, average 9708, total 9708

@q2[openssl]: count 1641, average 625, total 1026789
@q2[ksoftirqd/169]: count 41, average 791, total 32459
@q2[kworker/169:1]: count 1, average 9809, total 9809


@q4[openssl]: count 13373, average 955, total 12774479
@q4[ksoftirqd/169]: count 94, average 986, total 92755
@q4[kworker/169:1]: count 1, average 20859, total 20859

@q5[openssl]: count 101366, average 431, total 43695494
@q5[ksoftirqd/169]: count 649, average 445, total 289432
@q5[kworker/169:1]: count 1, average 17052, total 17052

@uc: count 2036, average 7476, total 15222319

@q1[openssl]: count 358, average 1231, total 440765
@q1[ksoftirqd/169]: count 12, average 1825, total 21901
@q1[kworker/169:1]: count 3, average 4809, total 14427

@q2[openssl]: count 1627, average 623, total 1013902
@q2[ksoftirqd/169]: count 52, average 797, total 41466
@q2[kworker/169:1]: count 3, average 2972, total 8917


@q4[openssl]: count 13360, average 956, total 12774657
@q4[ksoftirqd/169]: count 105, average 1021, total 107221
@q4[kworker/169:1]: count 3, average 7941, total 23824

@q5[openssl]: count 101282, average 431, total 43657642
@q5[ksoftirqd/169]: count 708, average 437, total 309624
@q5[kworker/169:1]: count 4, average 5868, total 23475

@uc: count 2086, average 7962, total 16608739

@q1[openssl]: count 363, average 1249, total 453483
@q1[ksoftirqd/169]: count 15, average 1843, total 27650
@q1[kworker/169:1]: count 1, average 7845, total 7845

@q2[openssl]: count 1631, average 624, total 1018510
@q2[ksoftirqd/169]: count 52, average 824, total 42874
@q2[kworker/169:1]: count 1, average 6372, total 6372


@q4[openssl]: count 13339, average 957, total 12767664
@q4[ksoftirqd/169]: count 129, average 1002, total 129281
@q4[kworker/169:1]: count 1, average 10750, total 10750

@q5[openssl]: count 101128, average 431, total 43590238
@q5[ksoftirqd/169]: count 878, average 440, total 386698
@q5[kworker/169:1]: count 2, average 3882, total 7765

@uc: count 2489, average 9073, total 22584335

@q1[openssl]: count 442, average 1239, total 547902
@q1[ksoftirqd/169]: count 8, average 2068, total 16550
@q1[kworker/169:1]: count 5, average 3212, total 16060

@q2[openssl]: count 1707, average 618, total 1056496
@q2[ksoftirqd/169]: count 44, average 821, total 36160
@q2[kworker/169:1]: count 6, average 2145, total 12874


@q4[openssl]: count 13412, average 954, total 12804177
@q4[ksoftirqd/169]: count 105, average 987, total 103637
@q4[kworker/169:1]: count 15, average 1303, total 19548

@q5[openssl]: count 101225, average 431, total 43673957
@q5[ksoftirqd/169]: count 735, average 443, total 325915
@q5[kworker/169:1]: count 83, average 484, total 40229

@uc: count 2789, average 12423, total 34648060

@q1[openssl]: count 358, average 1191, total 426559
@q1[ksoftirqd/169]: count 12, average 1860, total 22322
@q1[kworker/169:1]: count 3, average 5433, total 16300

@q2[openssl]: count 1632, average 623, total 1017781
@q2[ksoftirqd/169]: count 57, average 754, total 43018
@q2[kworker/169:1]: count 4, average 3280, total 13123


@q4[openssl]: count 13356, average 954, total 12745744
@q4[ksoftirqd/169]: count 117, average 993, total 116228
@q4[kworker/169:1]: count 5, average 7045, total 35225

@q5[openssl]: count 101294, average 431, total 43662103
@q5[ksoftirqd/169]: count 787, average 442, total 348043
@q5[kworker/169:1]: count 16, average 2058, total 32942

@uc: count 2152, average 6589, total 14180610

@q1[openssl]: count 366, average 1210, total 443016
@q1[ksoftirqd/169]: count 8, average 1939, total 15519
@q1[kworker/169:1]: count 3, average 4475, total 13425

@q2[openssl]: count 1646, average 630, total 1037325
@q2[ksoftirqd/169]: count 41, average 887, total 36379
@q2[kworker/169:1]: count 5, average 2143, total 10719


@q4[openssl]: count 13368, average 953, total 12741245
@q4[ksoftirqd/169]: count 81, average 983, total 79684
@q4[kworker/169:1]: count 24, average 1934, total 46426

@q5[openssl]: count 101315, average 431, total 43668323
@q5[ksoftirqd/169]: count 544, average 440, total 239450
@q5[kworker/169:1]: count 166, average 549, total 91282

@uc: count 2062, average 6069, total 12514669

@q1[openssl]: count 365, average 1218, total 444813
@q1[ksoftirqd/169]: count 8, average 2547, total 20379
@q1[kworker/169:1]: count 4, average 3837, total 15348

@q2[openssl]: count 1638, average 620, total 1016585
@q2[ksoftirqd/169]: count 44, average 796, total 35047
@q2[kworker/169:1]: count 5, average 3174, total 15870


@q4[openssl]: count 13373, average 955, total 12780633
@q4[ksoftirqd/169]: count 91, average 972, total 88490
@q4[kworker/169:1]: count 7, average 5074, total 35518

@q5[openssl]: count 101373, average 431, total 43719482
@q5[ksoftirqd/169]: count 625, average 446, total 279035
@q5[kworker/169:1]: count 24, average 1485, total 35657

@uc: count 2267, average 6975, total 15813555

@q1[openssl]: count 358, average 1223, total 438143
@q1[ksoftirqd/169]: count 15, average 1642, total 24636
@q1[kworker/169:1]: count 1, average 13235, total 13235

@q2[openssl]: count 1633, average 619, total 1010864
@q2[ksoftirqd/169]: count 52, average 751, total 39096
@q2[kworker/169:1]: count 1, average 9898, total 9898


@q4[openssl]: count 13376, average 951, total 12731706
@q4[ksoftirqd/169]: count 98, average 1040, total 101976
@q4[kworker/169:1]: count 1, average 31128, total 31128

@q5[openssl]: count 101433, average 431, total 43724789
@q5[ksoftirqd/169]: count 631, average 440, total 277923
@q5[kworker/169:1]: count 1, average 25959, total 25959

@uc: count 2231, average 6962, total 15534260

@q1[openssl]: count 362, average 1177, total 426157
@q1[ksoftirqd/169]: count 7, average 2048, total 14337
@q1[kworker/169:1]: count 1, average 12975, total 12975

@q2[openssl]: count 1643, average 618, total 1016042
@q2[ksoftirqd/169]: count 38, average 919, total 34949
@q2[kworker/169:1]: count 1, average 11291, total 11291


@q4[openssl]: count 13382, average 953, total 12753596
@q4[ksoftirqd/169]: count 85, average 986, total 83875
@q4[kworker/169:1]: count 1, average 28964, total 28964

@q5[openssl]: count 101429, average 431, total 43736979
@q5[ksoftirqd/169]: count 589, average 438, total 258373
@q5[kworker/169:1]: count 1, average 25678, total 25678

@uc: count 2109, average 6248, total 13178671

@q1[openssl]: count 350, average 1209, total 423310
@q1[ksoftirqd/169]: count 16, average 2005, total 32092
@q1[kworker/169:1]: count 1, average 11011, total 11011

@q2[openssl]: count 1622, average 618, total 1003761
@q2[ksoftirqd/169]: count 57, average 786, total 44813
@q2[kworker/169:1]: count 2, average 5605, total 11210


@q4[ksoftirqd/169]: count 138, average 958, total 132220
@q4[openssl]: count 13318, average 958, total 12764103
@q4[kworker/169:1]: count 11, average 3244, total 35688

@q5[openssl]: count 101042, average 431, total 43553513
@q5[ksoftirqd/169]: count 935, average 443, total 414938
@q5[kworker/169:1]: count 78, average 684, total 53398

@uc: count 2107, average 5982, total 12604559

@q1[openssl]: count 371, average 1223, total 453921
@q1[ksoftirqd/169]: count 5, average 2568, total 12844
@q1[kworker/169:1]: count 4, average 5046, total 20187

@q2[openssl]: count 1643, average 620, total 1019508
@q2[ksoftirqd/169]: count 41, average 815, total 33444
@q2[kworker/169:1]: count 5, average 2524, total 12624


@q4[openssl]: count 13382, average 953, total 12762339
@q4[ksoftirqd/169]: count 80, average 1045, total 83604
@q4[kworker/169:1]: count 6, average 4680, total 28084

@q5[openssl]: count 101452, average 431, total 43730072
@q5[ksoftirqd/169]: count 551, average 439, total 242361
@q5[kworker/169:1]: count 17, average 1558, total 26499

@uc: count 2277, average 5905, total 13447067

@q1[openssl]: count 360, average 1253, total 451330
@q1[ksoftirqd/169]: count 9, average 2193, total 19737
@q1[kworker/169:1]: count 1, average 11882, total 11882

@q2[openssl]: count 1647, average 630, total 1037624
@q2[ksoftirqd/169]: count 43, average 883, total 38006
@q2[kworker/169:1]: count 1, average 10750, total 10750


@q4[openssl]: count 13390, average 954, total 12775370
@q4[ksoftirqd/169]: count 82, average 1028, total 84318
@q4[kworker/169:1]: count 1, average 23414, total 23414

@q5[openssl]: count 101472, average 430, total 43703720
@q5[ksoftirqd/169]: count 544, average 441, total 240235
@q5[kworker/169:1]: count 1, average 21921, total 21921

@uc: count 2211, average 6681, total 14772419

@q1[openssl]: count 362, average 1210, total 438266
@q1[ksoftirqd/169]: count 9, average 2820, total 25387

@q2[openssl]: count 1641, average 619, total 1016036
@q2[ksoftirqd/169]: count 41, average 830, total 34059
@q2[kworker/169:1]: count 2, average 5334, total 10669


@q4[openssl]: count 13374, average 954, total 12765595
@q4[ksoftirqd/169]: count 97, average 1016, total 98607
@q4[kworker/169:1]: count 13, average 2313, total 30078

@q5[openssl]: count 101335, average 430, total 43667783
@q5[ksoftirqd/169]: count 670, average 446, total 299151
@q5[kworker/169:1]: count 94, average 593, total 55764

@uc: count 2005, average 6659, total 13352298

@q1[openssl]: count 361, average 1197, total 432274
@q1[ksoftirqd/169]: count 9, average 1833, total 16501
@q1[kworker/169:1]: count 5, average 2923, total 14617

@q2[openssl]: count 1642, average 615, total 1011356
@q2[ksoftirqd/169]: count 44, average 959, total 42221
@q2[kworker/169:1]: count 5, average 2480, total 12404


@q4[openssl]: count 13377, average 953, total 12759858
@q4[ksoftirqd/169]: count 95, average 1015, total 96425
@q4[kworker/169:1]: count 5, average 4436, total 22183

@q5[openssl]: count 101388, average 431, total 43703993
@q5[ksoftirqd/169]: count 646, average 439, total 283901
@q5[kworker/169:1]: count 5, average 3657, total 18285

@uc: count 2367, average 12518, total 29631171

@q1[openssl]: count 367, average 1216, total 446409
@q1[ksoftirqd/169]: count 13, average 2268, total 29496
@q1[kworker/169:1]: count 3, average 2905, total 8717

@q2[openssl]: count 1646, average 621, total 1023802
@q2[ksoftirqd/169]: count 47, average 792, total 37239
@q2[kworker/169:1]: count 5, average 2496, total 12483


@q4[openssl]: count 13352, average 952, total 12723939
@q4[ksoftirqd/169]: count 85, average 987, total 83968
@q4[kworker/169:1]: count 33, average 1105, total 36488

@q5[openssl]: count 101201, average 431, total 43632207
@q5[ksoftirqd/169]: count 543, average 444, total 241439
@q5[kworker/169:1]: count 240, average 452, total 108578

@uc: count 2310, average 6239, total 14412755

@q1[openssl]: count 372, average 1223, total 455123
@q1[ksoftirqd/169]: count 7, average 2358, total 16510
@q1[kworker/169:1]: count 3, average 4909, total 14727

@q2[openssl]: count 1645, average 623, total 1025128
@q2[ksoftirqd/169]: count 37, average 862, total 31910
@q2[kworker/169:1]: count 3, average 3573, total 10720


@q4[openssl]: count 13364, average 954, total 12757572
@q4[ksoftirqd/169]: count 108, average 987, total 106665
@q4[kworker/169:1]: count 3, average 3146, total 9438

@q5[openssl]: count 101315, average 431, total 43673553
@q5[ksoftirqd/169]: count 780, average 441, total 344516
@q5[kworker/169:1]: count 8, average 1340, total 10721

@uc: count 2702, average 11323, total 30595800

@q1[openssl]: count 437, average 1201, total 524990
@q1[kworker/169:1]: count 4, average 2619, total 10479
@q1[ksoftirqd/169]: count 7, average 2770, total 19396

@q2[openssl]: count 1714, average 617, total 1058598
@q2[ksoftirqd/169]: count 49, average 820, total 40228
@q2[kworker/169:1]: count 4, average 1863, total 7454


@q4[openssl]: count 13431, average 952, total 12799357
@q4[ksoftirqd/169]: count 97, average 1010, total 98059
@q4[kworker/169:1]: count 4, average 3183, total 12734

@q5[openssl]: count 101323, average 431, total 43681131
@q5[ksoftirqd/169]: count 657, average 441, total 290068
@q5[kworker/169:1]: count 5, average 1482, total 7413

@uc: count 2151, average 5657, total 12169510

@q1[openssl]: count 361, average 1235, total 445862
@q1[ksoftirqd/169]: count 15, average 1771, total 26571
@q1[kworker/169:1]: count 6, average 3269, total 19617

@q2[openssl]: count 1636, average 620, total 1015877
@q2[ksoftirqd/169]: count 51, average 827, total 42199
@q2[kworker/169:1]: count 7, average 2404, total 16832


@q4[openssl]: count 13344, average 954, total 12730730
@q4[ksoftirqd/169]: count 117, average 966, total 113031
@q4[kworker/169:1]: count 17, average 2371, total 40308

@q5[openssl]: count 101196, average 431, total 43633746
@q5[ksoftirqd/169]: count 778, average 439, total 341843
@q5[kworker/169:1]: count 92, average 655, total 60334

@uc: count 2018, average 6402, total 12919624

@q1[openssl]: count 369, average 1233, total 455213
@q1[ksoftirqd/169]: count 11, average 1614, total 17754
@q1[kworker/169:1]: count 1, average 13776, total 13776

@q2[openssl]: count 1647, average 621, total 1023420
@q2[ksoftirqd/169]: count 45, average 780, total 35130
@q2[kworker/169:1]: count 1, average 13174, total 13174


@q4[openssl]: count 13390, average 955, total 12794117
@q4[ksoftirqd/169]: count 82, average 965, total 79194
@q4[kworker/169:1]: count 1, average 30688, total 30688

@q5[openssl]: count 101449, average 431, total 43727598
@q5[ksoftirqd/169]: count 531, average 448, total 238347
@q5[kworker/169:1]: count 1, average 25928, total 25928

@uc: count 2338, average 6973, total 16304806

@q1[openssl]: count 364, average 1197, total 435797
@q1[ksoftirqd/169]: count 11, average 1940, total 21350
@q1[kworker/169:1]: count 4, average 4090, total 16360

@q2[openssl]: count 1643, average 623, total 1024410
@q2[ksoftirqd/169]: count 49, average 856, total 41991
@q2[kworker/169:1]: count 5, average 2853, total 14266


@q4[openssl]: count 13383, average 952, total 12745272
@q4[ksoftirqd/169]: count 89, average 1015, total 90399
@q4[kworker/169:1]: count 6, average 5608, total 33653

@q5[openssl]: count 101463, average 430, total 43698733
@q5[ksoftirqd/169]: count 580, average 447, total 259378
@q5[kworker/169:1]: count 16, average 2066, total 33060

@uc: count 2276, average 6712, total 15277892

@q1[openssl]: count 359, average 1195, total 429091
@q1[ksoftirqd/169]: count 11, average 2184, total 24025
@q1[kworker/169:1]: count 1, average 12072, total 12072

@q2[openssl]: count 1631, average 621, total 1013738
@q2[ksoftirqd/169]: count 50, average 847, total 42388
@q2[kworker/169:1]: count 1, average 11301, total 11301


@q4[openssl]: count 13374, average 954, total 12767040
@q4[ksoftirqd/169]: count 98, average 1004, total 98447
@q4[kworker/169:1]: count 1, average 29165, total 29165

@q5[openssl]: count 101373, average 430, total 43666620
@q5[ksoftirqd/169]: count 649, average 439, total 285450
@q5[kworker/169:1]: count 1, average 24245, total 24245

@uc: count 2121, average 6079, total 12895287

@q1[openssl]: count 361, average 1214, total 438388
@q1[ksoftirqd/169]: count 14, average 2001, total 28021
@q1[kworker/169:1]: count 4, average 3674, total 14697

@q2[openssl]: count 1636, average 619, total 1013953
@q2[ksoftirqd/169]: count 51, average 761, total 38842
@q2[kworker/169:1]: count 5, average 2446, total 12233


@q4[openssl]: count 13349, average 956, total 12772280
@q4[ksoftirqd/169]: count 107, average 979, total 104802
@q4[kworker/169:1]: count 15, average 2208, total 33124

@q5[openssl]: count 101221, average 431, total 43655774
@q5[ksoftirqd/169]: count 710, average 446, total 316813
@q5[kworker/169:1]: count 87, average 603, total 52492

@uc: count 2085, average 6229, total 12988582

@q1[openssl]: count 362, average 1217, total 440698
@q1[ksoftirqd/169]: count 11, average 2072, total 22794
@q1[kworker/169:1]: count 1, average 11522, total 11522

@q2[openssl]: count 1637, average 628, total 1028569
@q2[ksoftirqd/169]: count 45, average 789, total 35536
@q2[kworker/169:1]: count 1, average 10389, total 10389


@q4[openssl]: count 13380, average 961, total 12867391
@q4[ksoftirqd/169]: count 92, average 1021, total 93934
@q4[kworker/169:1]: count 1, average 22281, total 22281

@q5[openssl]: count 101468, average 431, total 43807785
@q5[ksoftirqd/169]: count 613, average 441, total 270923
@q5[kworker/169:1]: count 1, average 19186, total 19186

@uc: count 2241, average 5968, total 13376476

@q1[openssl]: count 365, average 1230, total 449079
@q1[ksoftirqd/169]: count 14, average 1869, total 26170

@q2[openssl]: count 1630, average 622, total 1013872
@q2[ksoftirqd/169]: count 53, average 825, total 43772
@q2[kworker/169:1]: count 1, average 11562, total 11562


@q4[ksoftirqd/169]: count 108, average 948, total 102458
@q4[openssl]: count 13352, average 953, total 12727560
@q4[kworker/169:1]: count 11, average 3588, total 39475

@q5[openssl]: count 101226, average 431, total 43637234
@q5[ksoftirqd/169]: count 701, average 437, total 306417
@q5[kworker/169:1]: count 87, average 741, total 64499

@uc: count 2310, average 7343, total 16964499

@q1[openssl]: count 360, average 1221, total 439613
@q1[ksoftirqd/169]: count 14, average 1967, total 27551
@q1[kworker/169:1]: count 1, average 10560, total 10560

@q2[openssl]: count 1640, average 621, total 1018787
@q2[ksoftirqd/169]: count 47, average 840, total 39523
@q2[kworker/169:1]: count 1, average 10079, total 10079


@q4[openssl]: count 13383, average 953, total 12765181
@q4[ksoftirqd/169]: count 94, average 968, total 91012
@q4[kworker/169:1]: count 1, average 22211, total 22211

@q5[openssl]: count 101448, average 430, total 43696751
@q5[ksoftirqd/169]: count 610, average 450, total 274772
@q5[kworker/169:1]: count 1, average 17463, total 17463

@uc: count 2071, average 6881, total 14251291

@q1[openssl]: count 359, average 1196, total 429431
@q1[ksoftirqd/169]: count 10, average 1811, total 18113
@q1[kworker/169:1]: count 3, average 4775, total 14326

@q2[openssl]: count 1639, average 620, total 1017111
@q2[ksoftirqd/169]: count 45, average 769, total 34616
@q2[kworker/169:1]: count 3, average 2741, total 8225


@q4[openssl]: count 13374, average 957, total 12800896
@q4[ksoftirqd/169]: count 88, average 982, total 86422
@q4[kworker/169:1]: count 3, average 7547, total 22643

@q5[openssl]: count 101430, average 430, total 43699616
@q5[ksoftirqd/169]: count 581, average 438, total 254501
@q5[kworker/169:1]: count 3, average 5363, total 16090

@uc: count 2109, average 7323, total 15445907

@q1[openssl]: count 354, average 1233, total 436651
@q1[ksoftirqd/169]: count 14, average 1675, total 23453
@q1[kworker/169:0]: count 1, average 11772, total 11772

@q2[openssl]: count 1622, average 620, total 1007005
@q2[ksoftirqd/169]: count 58, average 815, total 47305
@q2[kworker/169:0]: count 1, average 6853, total 6853


@q4[openssl]: count 13352, average 957, total 12787431
@q4[ksoftirqd/169]: count 120, average 968, total 116163
@q4[kworker/169:0]: count 1, average 18815, total 18815

@q5[openssl]: count 101251, average 431, total 43694381
@q5[ksoftirqd/169]: count 798, average 441, total 352310
@q5[kworker/169:0]: count 1, average 10259, total 10259

@uc: count 2506, average 10689, total 26788613

@q1[openssl]: count 364, average 1220, total 444261
@q1[ksoftirqd/169]: count 15, average 1582, total 23734
@q1[kworker/169:1]: count 3, average 3937, total 11813

@q2[openssl]: count 1637, average 623, total 1020156
@q2[ksoftirqd/169]: count 48, average 746, total 35848
@q2[kworker/169:1]: count 4, average 2938, total 11752


@q4[openssl]: count 13370, average 952, total 12737751
@q4[ksoftirqd/169]: count 98, average 961, total 94209
@q4[kworker/169:1]: count 14, average 1502, total 21028

@q5[openssl]: count 101345, average 431, total 43703085
@q5[ksoftirqd/169]: count 622, average 445, total 277166
@q5[kworker/169:1]: count 88, average 513, total 45186

@uc: count 2637, average 16502, total 43517475

@q1[openssl]: count 440, average 1210, total 532526
@q1[kworker/169:1]: count 7, average 2286, total 16002
@q1[ksoftirqd/169]: count 5, average 2302, total 11510

@q2[openssl]: count 1717, average 615, total 1057041
@q2[ksoftirqd/169]: count 43, average 820, total 35285
@q2[kworker/169:1]: count 7, average 1299, total 9097


@q4[openssl]: count 13427, average 952, total 12793939
@q4[ksoftirqd/169]: count 96, average 979, total 94022
@q4[kworker/169:1]: count 7, average 1965, total 13755

@q5[openssl]: count 101299, average 431, total 43687476
@q5[ksoftirqd/169]: count 683, average 438, total 299345
@q5[kworker/169:1]: count 7, average 1358, total 9507

@uc: count 2219, average 6185, total 13725518

@q1[openssl]: count 364, average 1186, total 431822
@q1[ksoftirqd/169]: count 9, average 2249, total 20245

@q2[openssl]: count 1639, average 620, total 1016922
@q2[ksoftirqd/169]: count 44, average 907, total 39949


@q4[openssl]: count 13346, average 953, total 12730125
@q4[ksoftirqd/169]: count 123, average 978, total 120409

@q5[openssl]: count 101195, average 430, total 43579531
@q5[ksoftirqd/169]: count 864, average 436, total 377190

@uc: count 2067, average 6041, total 12487106

@q1[openssl]: count 372, average 1258, total 467986
@q1[ksoftirqd/169]: count 5, average 3514, total 17574
@q1[kworker/169:1]: count 4, average 3747, total 14988

@q2[openssl]: count 1641, average 628, total 1031466
@q2[ksoftirqd/169]: count 50, average 802, total 40105
@q2[kworker/169:1]: count 5, average 3049, total 15248


@q4[openssl]: count 13362, average 956, total 12774822
@q4[ksoftirqd/169]: count 110, average 1045, total 115002
@q4[kworker/169:1]: count 7, average 5235, total 36650

@q5[openssl]: count 101201, average 431, total 43628307
@q5[ksoftirqd/169]: count 779, average 438, total 341887
@q5[kworker/169:1]: count 25, average 1537, total 38449

@uc: count 2256, average 6968, total 15721980

@q1[openssl]: count 365, average 1190, total 434395
@q1[ksoftirqd/169]: count 7, average 2962, total 20739
@q1[kworker/169:0]: count 1, average 15308, total 15308

@q2[openssl]: count 1641, average 621, total 1020334
@q2[ksoftirqd/169]: count 43, average 892, total 38393
@q2[kworker/169:0]: count 1, average 12384, total 12384


@q4[openssl]: count 13383, average 950, total 12722211
@q4[ksoftirqd/169]: count 94, average 1087, total 102178
@q4[kworker/169:0]: count 1, average 31258, total 31258

@q5[openssl]: count 101407, average 431, total 43713395
@q5[ksoftirqd/169]: count 651, average 448, total 291652
@q5[kworker/169:0]: count 2, average 14011, total 28022

@uc: count 2339, average 7533, total 17619962

@q1[openssl]: count 368, average 1224, total 450576
