Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 618, average 2675, total 1653172
@q4[ksoftirqd/169]: count 3806, average 982, total 3739914

@q5[openssl]: count 322234, average 429, total 138525731
@q5[ksoftirqd/169]: count 29434, average 431, total 12695931

@uc: count 1886, average 6191, total 11676445

@q1[ksoftirqd/169]: count 180, average 2589, total 466043
@q1[openssl]: count 1072, average 2653, total 2844340
@q1[kworker/169:1]: count 1, average 16161, total 16161

@q2[openssl]: count 1548, average 650, total 1006366
@q2[ksoftirqd/169]: count 286, average 668, total 191091
@q2[kworker/169:1]: count 4, average 3579, total 14316


@q4[ksoftirqd/169]: count 3323, average 970, total 3223748
@q4[kworker/169:1]: count 94, average 1238, total 116421
@q4[openssl]: count 41554, average 1909, total 79364588

@q5[openssl]: count 326017, average 429, total 140042996
@q5[ksoftirqd/169]: count 25612, average 431, total 11061069
@q5[kworker/169:1]: count 738, average 459, total 339275

@uc: count 1834, average 5776, total 10594513

@q1[ksoftirqd/169]: count 177, average 2626, total 464879
@q1[openssl]: count 1139, average 2670, total 3042058

@q2[openssl]: count 1563, average 648, total 1013179
@q2[ksoftirqd/169]: count 280, average 682, total 191161


@q4[openssl]: count 41218, average 959, total 39567199
@q4[ksoftirqd/169]: count 3400, average 974, total 3313674

@q5[openssl]: count 323205, average 429, total 138854601
@q5[ksoftirqd/169]: count 26249, average 431, total 11336172

@uc: count 2298, average 12419, total 28540109

@q1[ksoftirqd/169]: count 189, average 2641, total 499252
@q1[openssl]: count 1088, average 2657, total 2890833
@q1[kworker/169:1]: count 2, average 7664, total 15329

@q2[openssl]: count 1549, average 657, total 1017738
@q2[ksoftirqd/169]: count 311, average 664, total 206655
@q2[kworker/169:1]: count 3, average 4198, total 12595


@q4[openssl]: count 40824, average 961, total 39260558
@q4[ksoftirqd/169]: count 3991, average 982, total 3919946
@q4[kworker/169:1]: count 44, average 1424, total 62686

@q5[openssl]: count 320060, average 430, total 137638557
@q5[ksoftirqd/169]: count 30879, average 431, total 13331968
@q5[kworker/169:1]: count 342, average 483, total 165308

@uc: count 1936, average 6494, total 12573766

@q1[ksoftirqd/169]: count 175, average 2620, total 458572
@q1[openssl]: count 1158, average 2709, total 3138062

@q2[openssl]: count 1634, average 651, total 1064153
@q2[ksoftirqd/169]: count 279, average 668, total 186503


@q4[openssl]: count 41257, average 959, total 39573591
@q4[ksoftirqd/169]: count 3417, average 987, total 3374067

@q5[openssl]: count 323532, average 429, total 139031870
@q5[ksoftirqd/169]: count 26405, average 431, total 11392830

@uc: count 2519, average 5385, total 13565530

@q1[ksoftirqd/169]: count 187, average 2589, total 484301
@q1[openssl]: count 1065, average 2640, total 2812186
@q1[kworker/169:1]: count 2, average 10655, total 21310

@q2[openssl]: count 1518, average 648, total 984996
@q2[ksoftirqd/169]: count 310, average 674, total 209095
@q2[kworker/169:1]: count 5, average 2220, total 11101


@q4[openssl]: count 40021, average 960, total 38429385
@q4[ksoftirqd/169]: count 4326, average 1021, total 4419330
@q4[kworker/169:1]: count 136, average 1122, total 152722

@q5[openssl]: count 313849, average 430, total 135051540
@q5[ksoftirqd/169]: count 33520, average 432, total 14488132
@q5[kworker/169:1]: count 1070, average 446, total 477656

@uc: count 2464, average 14337, total 35326759




@q4[ksoftirqd/169]: count 20968, average 1258, total 26391979

@q5[ksoftirqd/169]: count 166763, average 430, total 71794066

@uc: count 5794, average 7321, total 42423607




@q4[ksoftirqd/169]: count 21274, average 1264, total 26905432

@q5[ksoftirqd/169]: count 169276, average 431, total 72998382

@uc: count 6665, average 2136, total 14241433




@q4[ksoftirqd/169]: count 20981, average 1266, total 26564171

@q5[ksoftirqd/169]: count 166932, average 431, total 71964637

@uc: count 5055, average 5393, total 27264223




@q4[ksoftirqd/169]: count 20773, average 1259, total 26160265

@q5[ksoftirqd/169]: count 165203, average 430, total 71179808

@uc: count 5323, average 5146, total 27396141




@q4[ksoftirqd/169]: count 20970, average 1257, total 26362937

@q5[ksoftirqd/169]: count 166851, average 431, total 72034497

@uc: count 7407, average 4152, total 30755640




@q4[ksoftirqd/169]: count 21329, average 1261, total 26899512

@q5[ksoftirqd/169]: count 169691, average 431, total 73287433

@uc: count 5463, average 2707, total 14792798




@q4[ksoftirqd/169]: count 21076, average 1264, total 26655383

@q5[ksoftirqd/169]: count 167622, average 431, total 72289360

@uc: count 5517, average 2802, total 15459567




@q4[ksoftirqd/169]: count 20790, average 1270, total 26416585

@q5[ksoftirqd/169]: count 165314, average 431, total 71320568

@uc: count 4264, average 3139, total 13385956




@q4[ksoftirqd/169]: count 20734, average 1270, total 26335427

@q5[ksoftirqd/169]: count 164850, average 432, total 71321689

@uc: count 6533, average 6229, total 40698985




@q4[ksoftirqd/169]: count 21151, average 1263, total 26714167

@q5[ksoftirqd/169]: count 168282, average 432, total 72790780

@uc: count 6657, average 4220, total 28098337




@q4[ksoftirqd/169]: count 20761, average 1270, total 26378355

@q5[ksoftirqd/169]: count 165109, average 432, total 71446097

@uc: count 7463, average 8061, total 60162866




@q4[ksoftirqd/169]: count 21151, average 1257, total 26588788

@q5[ksoftirqd/169]: count 168290, average 431, total 72683745

@uc: count 6895, average 2209, total 15234943




@q4[ksoftirqd/169]: count 20725, average 1270, total 26337536

@q5[ksoftirqd/169]: count 164886, average 432, total 71363479

@uc: count 6266, average 3091, total 19372442




@q4[ksoftirqd/169]: count 21434, average 1255, total 26907507

@q5[ksoftirqd/169]: count 170453, average 431, total 73471546

@uc: count 4777, average 3057, total 14605004




@q4[ksoftirqd/169]: count 20617, average 1273, total 26256293

@q5[ksoftirqd/169]: count 163995, average 434, total 71333040

@uc: count 6874, average 2692, total 18510992




@q4[ksoftirqd/169]: count 20874, average 1262, total 26353618

@q5[ksoftirqd/169]: count 166024, average 432, total 71873682

@uc: count 5838, average 2522, total 14728499




@q4[ksoftirqd/169]: count 21157, average 1254, total 26551263

@q5[ksoftirqd/169]: count 168321, average 431, total 72671589

@uc: count 6347, average 3182, total 20202350




@q4[ksoftirqd/169]: count 19896, average 1236, total 24602996

@q5[ksoftirqd/169]: count 158276, average 429, total 68058574

@uc: count 2743, average 8951, total 24553191




@q4[ksoftirqd/169]: count 19748, average 1228, total 24253622

@q5[ksoftirqd/169]: count 157050, average 430, total 67569930

@uc: count 2431, average 13810, total 33572911




@q4[ksoftirqd/169]: count 18616, average 1258, total 23426004

@q5[ksoftirqd/169]: count 148057, average 432, total 63966993

@uc: count 3392, average 4594, total 15585879




@q4[ksoftirqd/169]: count 17495, average 1300, total 22744923

@q5[ksoftirqd/169]: count 139198, average 437, total 60859696

@uc: count 7222, average 4809, total 34733158




@q4[ksoftirqd/169]: count 17714, average 1292, total 22904008

@q5[ksoftirqd/169]: count 140875, average 438, total 61747596

@uc: count 6924, average 5983, total 41427647




@q4[ksoftirqd/169]: count 17309, average 1289, total 22313218

@q5[ksoftirqd/169]: count 137718, average 438, total 60431740

@uc: count 6415, average 3069, total 19689203




@q4[ksoftirqd/169]: count 17544, average 1278, total 22428628

@q5[ksoftirqd/169]: count 139579, average 438, total 61201316

@uc: count 6746, average 3131, total 21123575




@q4[ksoftirqd/169]: count 17277, average 1280, total 22118613

@q5[ksoftirqd/169]: count 137399, average 438, total 60206552

@uc: count 6703, average 3425, total 22962760




@q4[ksoftirqd/169]: count 17512, average 1302, total 22812812

@q5[ksoftirqd/169]: count 139277, average 440, total 61342891

@uc: count 6738, average 3029, total 20413182




@q4[ksoftirqd/169]: count 17456, average 1274, total 22252632

@q5[ksoftirqd/169]: count 138831, average 439, total 61067655

@uc: count 6323, average 2892, total 18288505




@q4[ksoftirqd/169]: count 17551, average 1287, total 22600672

@q5[ksoftirqd/169]: count 139643, average 441, total 61612763

@uc: count 7071, average 2699, total 19086215




@q4[ksoftirqd/169]: count 17441, average 1302, total 22717806

@q5[ksoftirqd/169]: count 138760, average 437, total 60669735

@uc: count 7509, average 3513, total 26379240




@q4[ksoftirqd/169]: count 17546, average 1311, total 23009447

@q5[ksoftirqd/169]: count 139538, average 439, total 61354465

@uc: count 6642, average 3072, total 20410764




@q4[ksoftirqd/169]: count 17312, average 1314, total 22755767

@q5[ksoftirqd/169]: count 137686, average 438, total 60419445

@uc: count 6719, average 3140, total 21101785




@q4[ksoftirqd/169]: count 17384, average 1290, total 22425520

@q5[ksoftirqd/169]: count 138259, average 439, total 60763225

@uc: count 6750, average 9034, total 60986117




@q4[ksoftirqd/169]: count 17359, average 1289, total 22386391

@q5[ksoftirqd/169]: count 138116, average 438, total 60553497

@uc: count 6802, average 3600, total 24489662




@q4[ksoftirqd/169]: count 17338, average 1303, total 22599512

@q5[ksoftirqd/169]: count 137882, average 439, total 60601833

@uc: count 6632, average 3310, total 21956376




@q4[ksoftirqd/169]: count 17634, average 1287, total 22704377

@q5[ksoftirqd/169]: count 140263, average 438, total 61553332

@uc: count 7573, average 2823, total 21381706




@q4[ksoftirqd/169]: count 17380, average 1281, total 22265465

@q5[ksoftirqd/169]: count 138187, average 441, total 60947653

@uc: count 7043, average 2881, total 20294805




@q4[ksoftirqd/169]: count 17168, average 1304, total 22401256

@q5[ksoftirqd/169]: count 136541, average 439, total 60071127

@uc: count 6873, average 3547, total 24379130




@q4[ksoftirqd/169]: count 17600, average 1307, total 23006437

@q5[ksoftirqd/169]: count 139986, average 439, total 61455081

@uc: count 5804, average 3033, total 17609041




@q4[ksoftirqd/169]: count 17703, average 1280, total 22673028

@q5[ksoftirqd/169]: count 140748, average 436, total 61493483

@uc: count 7080, average 3035, total 21487990




@q4[ksoftirqd/169]: count 17237, average 1301, total 22437695

@q5[ksoftirqd/169]: count 137139, average 438, total 60180990

@uc: count 5822, average 3371, total 19626580




@q4[ksoftirqd/169]: count 17533, average 1296, total 22731695

@q5[ksoftirqd/169]: count 139430, average 436, total 60875563

@uc: count 7153, average 3549, total 25388965




@q4[ksoftirqd/169]: count 17560, average 1298, total 22795714

@q5[ksoftirqd/169]: count 139659, average 438, total 61242177

@uc: count 6672, average 3906, total 26062962




@q4[ksoftirqd/169]: count 17452, average 1273, total 22225040

@q5[ksoftirqd/169]: count 138851, average 438, total 60828899

@uc: count 6747, average 3748, total 25290561




@q4[ksoftirqd/169]: count 17680, average 1290, total 22811049

@q5[ksoftirqd/169]: count 140652, average 443, total 62435853

@uc: count 6137, average 5587, total 34291339




@q4[ksoftirqd/169]: count 17307, average 1280, total 22164736

@q5[ksoftirqd/169]: count 137692, average 437, total 60265987

@uc: count 7476, average 3486, total 26066193




@q4[ksoftirqd/169]: count 17485, average 1290, total 22563102

@q5[ksoftirqd/169]: count 139053, average 439, total 61131876

@uc: count 6762, average 3028, total 20475348




@q4[ksoftirqd/169]: count 17447, average 1297, total 22631667

@q5[ksoftirqd/169]: count 138816, average 437, total 60783684

@uc: count 6972, average 3155, total 22000329

@q1[swapper/169]: count 348, average 3206, total 1115828
@q1[ksoftirqd/169]: count 19, average 5135, total 97573
@q1[kworker/169:1]: count 2, average 9077, total 18154

@q2[swapper/169]: count 419, average 682, total 285938
@q2[ksoftirqd/169]: count 32, average 1663, total 53237
@q2[kworker/169:1]: count 5, average 2955, total 14777


@q4[swapper/169]: count 4442, average 1022, total 4543849
@q4[ksoftirqd/169]: count 21480, average 1249, total 26839413
@q4[kworker/169:1]: count 15, average 2341, total 35115
@q4[kworker/169:0]: count 1, average 5831, total 5831
@q4[kworker/169:2]: count 1, average 6623, total 6623

@q5[swapper/169]: count 34536, average 456, total 15754035
@q5[ksoftirqd/169]: count 170743, average 475, total 81231271
@q5[kworker/169:1]: count 112, average 555, total 62187
@q5[kworker/169:0]: count 8, average 1094, total 8756
@q5[kworker/169:2]: count 8, average 1122, total 8977

@uc: count 13420, average 3112, total 41766450
