Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 470, average 2532, total 1190244
@q5[ksoftirqd/169]: count 17936, average 431, total 7733074
@q5[openssl]: count 315942, average 432, total 136550591

@uc: count 2029, average 8041, total 16315482

@q1[openssl]: count 850, average 2441, total 2075288
@q1[ksoftirqd/169]: count 130, average 2601, total 338256
@q1[kworker/169:2]: count 1, average 17213, total 17213

@q2[openssl]: count 1565, average 649, total 1016229
@q2[ksoftirqd/169]: count 209, average 691, total 144526
@q2[kworker/169:2]: count 1, average 12153, total 12153


@q4[openssl]: count 40071, average 955, total 38287453
@q4[ksoftirqd/169]: count 2358, average 956, total 2256492
@q4[kworker/169:2]: count 1, average 31098, total 31098

@q5[ksoftirqd/169]: count 18146, average 431, total 7828582
@q5[openssl]: count 314195, average 432, total 135784484
@q5[kworker/169:2]: count 7, average 3681, total 25769

@uc: count 1876, average 6063, total 11375217

@q1[openssl]: count 875, average 2482, total 2172386
@q1[ksoftirqd/169]: count 148, average 2740, total 405568

@q2[openssl]: count 1558, average 645, total 1005469
@q2[ksoftirqd/169]: count 221, average 684, total 151266
@q2[kworker/169:2]: count 2, average 7133, total 14267


@q4[openssl]: count 40291, average 958, total 38634292
@q4[ksoftirqd/169]: count 2318, average 961, total 2229246
@q4[kworker/169:2]: count 49, average 1684, total 82523

@q5[ksoftirqd/169]: count 17810, average 432, total 7705367
@q5[openssl]: count 316010, average 432, total 136659851
@q5[kworker/169:2]: count 386, average 509, total 196656

@uc: count 2979, average 12357, total 36813766

@q1[openssl]: count 915, average 2501, total 2288515
@q1[ksoftirqd/169]: count 129, average 2617, total 337720

@q2[openssl]: count 1612, average 648, total 1045957
@q2[ksoftirqd/169]: count 211, average 671, total 141584


@q4[openssl]: count 40686, average 955, total 38861130
@q4[ksoftirqd/169]: count 2189, average 962, total 2107967

@q5[ksoftirqd/169]: count 16801, average 431, total 7243426
@q5[openssl]: count 318930, average 431, total 137769909

@uc: count 2243, average 5154, total 11560727

@q1[openssl]: count 848, average 2414, total 2047481
@q1[ksoftirqd/169]: count 127, average 2672, total 339361

@q2[openssl]: count 1570, average 643, total 1009655
@q2[ksoftirqd/169]: count 219, average 674, total 147727


@q4[ksoftirqd/169]: count 2467, average 949, total 2341252
@q4[openssl]: count 39864, average 956, total 38111616
@q4[kworker/169:2]: count 1, average 36198, total 36198

@q5[ksoftirqd/169]: count 19019, average 432, total 8217698
@q5[openssl]: count 312467, average 432, total 135077354
@q5[kworker/169:2]: count 8, average 4130, total 33042

@uc: count 2038, average 6304, total 12849489

@q1[openssl]: count 870, average 2451, total 2132491
@q1[ksoftirqd/169]: count 126, average 2736, total 344788

@q2[openssl]: count 1609, average 642, total 1033169
@q2[ksoftirqd/169]: count 203, average 674, total 136941


@q4[ksoftirqd/169]: count 2106, average 955, total 2011270
@q4[openssl]: count 40561, average 957, total 38827655

@q5[ksoftirqd/169]: count 16194, average 431, total 6992228
@q5[openssl]: count 317998, average 432, total 137525520

@uc: count 1907, average 6056, total 11550552

@q1[openssl]: count 856, average 2443, total 2091539
@q1[ksoftirqd/169]: count 121, average 2518, total 304687
@q1[kworker/169:2]: count 2, average 11441, total 22882

@q2[openssl]: count 1592, average 643, total 1024730
@q2[ksoftirqd/169]: count 212, average 685, total 145389
@q2[kworker/169:2]: count 3, average 5049, total 15149


@q4[ksoftirqd/169]: count 2186, average 953, total 2083498
@q4[openssl]: count 39952, average 958, total 38290645
@q4[kworker/169:2]: count 40, average 1832, total 73285

@q5[ksoftirqd/169]: count 16778, average 431, total 7242678
@q5[openssl]: count 313174, average 432, total 135466976
@q5[kworker/169:2]: count 312, average 514, total 160619

@uc: count 2287, average 6156, total 14080742

@q1[openssl]: count 873, average 2434, total 2125258
@q1[ksoftirqd/169]: count 125, average 2675, total 334422

@q2[openssl]: count 1587, average 645, total 1024966
@q2[ksoftirqd/169]: count 198, average 668, total 132435
@q2[kworker/169:2]: count 3, average 4685, total 14056


@q4[openssl]: count 40060, average 957, total 38354863
@q4[ksoftirqd/169]: count 2186, average 979, total 2141657
@q4[kworker/169:2]: count 50, average 1646, total 82315

@q5[ksoftirqd/169]: count 16821, average 431, total 7265976
@q5[openssl]: count 314023, average 432, total 135664800
@q5[kworker/169:2]: count 390, average 494, total 192677

@uc: count 1861, average 5926, total 11028591

@q1[openssl]: count 902, average 2440, total 2201125
@q1[ksoftirqd/169]: count 141, average 2576, total 363231

@q2[openssl]: count 1618, average 638, total 1033715
@q2[ksoftirqd/169]: count 222, average 682, total 151592


@q4[ksoftirqd/169]: count 2380, average 953, total 2268483
@q4[openssl]: count 40190, average 957, total 38499141

@q5[ksoftirqd/169]: count 18275, average 431, total 7877548
@q5[openssl]: count 314882, average 432, total 136126931

@uc: count 1873, average 6243, total 11694162

@q1[openssl]: count 864, average 2501, total 2160940
@q1[ksoftirqd/169]: count 149, average 2614, total 389564

@q2[openssl]: count 1533, average 654, total 1003744
@q2[ksoftirqd/169]: count 240, average 674, total 161878


@q4[ksoftirqd/169]: count 2577, average 955, total 2461052
@q4[openssl]: count 40124, average 957, total 38419686

@q5[ksoftirqd/169]: count 19800, average 432, total 8562541
@q5[openssl]: count 314726, average 432, total 136147716

@uc: count 1957, average 6041, total 11822467

@q1[openssl]: count 853, average 2427, total 2070967
@q1[ksoftirqd/169]: count 135, average 2620, total 353811

@q2[openssl]: count 1563, average 639, total 998835
@q2[ksoftirqd/169]: count 225, average 667, total 150152


@q4[ksoftirqd/169]: count 2269, average 956, total 2170776
@q4[openssl]: count 40146, average 956, total 38419152
@q4[kworker/169:2]: count 1, average 35507, total 35507

@q5[openssl]: count 314753, average 432, total 136060584
@q5[ksoftirqd/169]: count 17393, average 433, total 7537631
@q5[kworker/169:2]: count 8, average 3928, total 31429

@uc: count 2329, average 6426, total 14966578

@q1[openssl]: count 881, average 2429, total 2140503
@q1[ksoftirqd/169]: count 122, average 2574, total 314082
@q1[kworker/169:2]: count 1, average 19056, total 19056

@q2[openssl]: count 1609, average 643, total 1035879
@q2[ksoftirqd/169]: count 199, average 679, total 135141
@q2[kworker/169:2]: count 1, average 13185, total 13185


@q4[openssl]: count 40075, average 958, total 38427637
@q4[ksoftirqd/169]: count 2231, average 964, total 2150720
@q4[kworker/169:2]: count 1, average 34494, total 34494

@q5[ksoftirqd/169]: count 17166, average 432, total 7430784
@q5[openssl]: count 313987, average 432, total 135797320
@q5[kworker/169:2]: count 7, average 4080, total 28564

@uc: count 1941, average 6308, total 12245130

@q1[openssl]: count 852, average 2470, total 2105074
@q1[ksoftirqd/169]: count 132, average 2691, total 355262

@q2[openssl]: count 1566, average 644, total 1008710
@q2[ksoftirqd/169]: count 214, average 694, total 148618


@q4[openssl]: count 40141, average 959, total 38526971
@q4[ksoftirqd/169]: count 2416, average 970, total 2344658

@q5[ksoftirqd/169]: count 18596, average 431, total 8018481
@q5[openssl]: count 314771, average 432, total 136148751

@uc: count 2164, average 10951, total 23698360

@q1[openssl]: count 906, average 2434, total 2205354
@q1[ksoftirqd/169]: count 145, average 2743, total 397738

@q2[openssl]: count 1614, average 642, total 1037761
@q2[ksoftirqd/169]: count 210, average 692, total 145529


@q4[openssl]: count 40415, average 958, total 38725115
@q4[ksoftirqd/169]: count 2303, average 964, total 2220442

@q5[ksoftirqd/169]: count 17714, average 431, total 7638654
@q5[openssl]: count 316714, average 432, total 136969890

@uc: count 2352, average 10413, total 24491607

@q1[openssl]: count 845, average 2431, total 2054902
@q1[ksoftirqd/169]: count 150, average 2604, total 390678

@q2[openssl]: count 1558, average 644, total 1004293
@q2[ksoftirqd/169]: count 226, average 666, total 150734


@q4[openssl]: count 39915, average 959, total 38295750
@q4[ksoftirqd/169]: count 2583, average 970, total 2507181

@q5[ksoftirqd/169]: count 19880, average 431, total 8575524
@q5[openssl]: count 312950, average 432, total 135377920

@uc: count 2428, average 7342, total 17828411

@q1[openssl]: count 868, average 2466, total 2141244
@q1[ksoftirqd/169]: count 127, average 2616, total 332311

@q2[openssl]: count 1577, average 646, total 1020092
@q2[ksoftirqd/169]: count 208, average 671, total 139687


@q4[openssl]: count 39877, average 959, total 38252425
@q4[ksoftirqd/169]: count 2569, average 994, total 2556008

@q5[ksoftirqd/169]: count 19821, average 432, total 8567760
@q5[openssl]: count 312650, average 432, total 135227940

@uc: count 1983, average 6675, total 13238152

@q1[openssl]: count 869, average 2482, total 2157599
@q1[ksoftirqd/169]: count 145, average 2647, total 383930

@q2[openssl]: count 1591, average 646, total 1028068
@q2[ksoftirqd/169]: count 221, average 675, total 149268


@q4[ksoftirqd/169]: count 2269, average 955, total 2167946
@q4[openssl]: count 40566, average 958, total 38881429

@q5[ksoftirqd/169]: count 17400, average 432, total 7519248
@q5[openssl]: count 318184, average 432, total 137583244

@uc: count 2021, average 6444, total 13024505

@q1[openssl]: count 876, average 2394, total 2097178
@q1[ksoftirqd/169]: count 115, average 2720, total 312873

@q2[openssl]: count 1607, average 642, total 1032660
@q2[ksoftirqd/169]: count 192, average 684, total 131477


@q4[openssl]: count 40266, average 961, total 38701034
@q4[ksoftirqd/169]: count 1984, average 963, total 1910609

@q5[ksoftirqd/169]: count 15259, average 432, total 6606848
@q5[openssl]: count 315588, average 432, total 136588410

@uc: count 1919, average 5939, total 11397462

@q1[openssl]: count 871, average 2420, total 2108062
@q1[ksoftirqd/169]: count 134, average 2553, total 342157

@q2[openssl]: count 1596, average 639, total 1020662
@q2[ksoftirqd/169]: count 225, average 665, total 149816
@q2[kworker/169:2]: count 1, average 14698, total 14698


@q4[ksoftirqd/169]: count 2248, average 950, total 2137351
@q4[openssl]: count 40218, average 960, total 38615796
@q4[kworker/169:2]: count 47, average 1658, total 77969

@q5[ksoftirqd/169]: count 17228, average 432, total 7442739
@q5[openssl]: count 315223, average 432, total 136273262
@q5[kworker/169:2]: count 374, average 495, total 185328

@uc: count 2386, average 7787, total 18580464

@q1[openssl]: count 843, average 2442, total 2059094
@q1[ksoftirqd/169]: count 133, average 2559, total 340390

@q2[openssl]: count 1557, average 642, total 1001059
@q2[ksoftirqd/169]: count 220, average 670, total 147458


@q4[ksoftirqd/169]: count 2319, average 954, total 2214452
@q4[openssl]: count 39910, average 963, total 38439200

@q5[ksoftirqd/169]: count 17833, average 432, total 7721600
@q5[openssl]: count 312926, average 432, total 135440445

@uc: count 1980, average 6345, total 12564732

@q1[openssl]: count 838, average 2451, total 2054027
@q1[ksoftirqd/169]: count 134, average 2601, total 348567
@q1[kworker/169:2]: count 1, average 15028, total 15028

@q2[openssl]: count 1549, average 646, total 1001292
@q2[ksoftirqd/169]: count 217, average 671, total 145795
@q2[kworker/169:2]: count 1, average 10509, total 10509


@q4[openssl]: count 39851, average 959, total 38254720
@q4[ksoftirqd/169]: count 2493, average 974, total 2429104
@q4[kworker/169:2]: count 1, average 31389, total 31389

@q5[ksoftirqd/169]: count 19187, average 432, total 8294333
@q5[openssl]: count 312518, average 432, total 135147669
@q5[kworker/169:2]: count 6, average 3922, total 23534

@uc: count 2073, average 6538, total 13554518

@q1[openssl]: count 850, average 2429, total 2065243
@q1[ksoftirqd/169]: count 137, average 2609, total 357567

@q2[openssl]: count 1574, average 640, total 1007716
@q2[ksoftirqd/169]: count 223, average 671, total 149799


@q4[ksoftirqd/169]: count 2291, average 959, total 2198458
@q4[openssl]: count 39963, average 961, total 38442264

@q5[ksoftirqd/169]: count 17598, average 432, total 7604142
@q5[openssl]: count 313287, average 432, total 135476967

@uc: count 2115, average 6823, total 14432130

@q1[openssl]: count 892, average 2473, total 2206345
@q1[ksoftirqd/169]: count 131, average 2579, total 337906

@q2[openssl]: count 1595, average 645, total 1029033
@q2[ksoftirqd/169]: count 211, average 673, total 142168


@q4[ksoftirqd/169]: count 2163, average 954, total 2064990
@q4[openssl]: count 40447, average 960, total 38867567

@q5[ksoftirqd/169]: count 16604, average 432, total 7180933
@q5[openssl]: count 317039, average 432, total 137142683

@uc: count 2434, average 6592, total 16047220

@q1[openssl]: count 890, average 2488, total 2215032
@q1[ksoftirqd/169]: count 139, average 2533, total 352121

@q2[openssl]: count 1585, average 646, total 1024246
@q2[ksoftirqd/169]: count 222, average 663, total 147258


@q4[ksoftirqd/169]: count 2371, average 954, total 2264029
@q4[openssl]: count 40164, average 962, total 38655190

@q5[ksoftirqd/169]: count 18197, average 432, total 7870706
@q5[openssl]: count 314882, average 432, total 136311742

@uc: count 2024, average 6877, total 13919772

@q1[openssl]: count 870, average 2457, total 2138239
@q1[ksoftirqd/169]: count 120, average 2601, total 312200
@q1[kworker/169:2]: count 1, average 11802, total 11802

@q2[openssl]: count 1558, average 645, total 1005025
@q2[ksoftirqd/169]: count 198, average 680, total 134762
@q2[kworker/169:2]: count 1, average 10239, total 10239


@q4[ksoftirqd/169]: count 2236, average 961, total 2149523
@q4[openssl]: count 40191, average 965, total 38800356
@q4[kworker/169:2]: count 1, average 26750, total 26750

@q5[ksoftirqd/169]: count 17193, average 432, total 7433810
@q5[openssl]: count 315170, average 433, total 136608180
@q5[kworker/169:2]: count 6, average 3085, total 18514

@uc: count 2219, average 7894, total 17517263

@q1[openssl]: count 900, average 2479, total 2231957
@q1[ksoftirqd/169]: count 135, average 2579, total 348251

@q2[openssl]: count 1605, average 645, total 1035860
@q2[ksoftirqd/169]: count 210, average 667, total 140256


@q4[ksoftirqd/169]: count 2090, average 952, total 1991420
@q4[openssl]: count 40505, average 960, total 38917232
@q4[kworker/169:2]: count 1, average 35026, total 35026

@q5[ksoftirqd/169]: count 16003, average 433, total 6933244
@q5[openssl]: count 317550, average 433, total 137537371
@q5[kworker/169:2]: count 8, average 3966, total 31731

@uc: count 2101, average 6365, total 13374686

@q1[openssl]: count 871, average 2413, total 2101770
@q1[ksoftirqd/169]: count 125, average 2544, total 318090

@q2[openssl]: count 1572, average 639, total 1005088
@q2[ksoftirqd/169]: count 209, average 669, total 139890


@q4[ksoftirqd/169]: count 2353, average 955, total 2247326
@q4[openssl]: count 40052, average 959, total 38413769
@q4[kworker/169:2]: count 1, average 20749, total 20749

@q5[ksoftirqd/169]: count 18121, average 432, total 7837569
@q5[openssl]: count 313900, average 432, total 135813751
@q5[kworker/169:2]: count 8, average 2354, total 18836

@uc: count 2506, average 6546, total 16405602

@q1[openssl]: count 873, average 2448, total 2137627
@q1[ksoftirqd/169]: count 134, average 2528, total 338798

@q2[openssl]: count 1590, average 643, total 1023896
@q2[ksoftirqd/169]: count 219, average 665, total 145656


@q4[openssl]: count 40060, average 960, total 38490122
@q4[ksoftirqd/169]: count 2481, average 965, total 2394999

@q5[ksoftirqd/169]: count 19079, average 432, total 8246937
@q5[openssl]: count 314078, average 432, total 135858099

@uc: count 1966, average 6723, total 13218929

@q1[openssl]: count 870, average 2412, total 2098588
@q1[ksoftirqd/169]: count 135, average 2641, total 356635
@q1[kworker/169:2]: count 1, average 20358, total 20358

@q2[openssl]: count 1624, average 645, total 1048909
@q2[ksoftirqd/169]: count 214, average 672, total 144009
@q2[kworker/169:2]: count 1, average 12524, total 12524


@q4[ksoftirqd/169]: count 2401, average 959, total 2304572
@q4[openssl]: count 40170, average 959, total 38538529
@q4[kworker/169:2]: count 1, average 36959, total 36959

@q5[ksoftirqd/169]: count 18485, average 431, total 7981164
@q5[openssl]: count 314822, average 432, total 136172629
@q5[kworker/169:2]: count 7, average 4807, total 33654

@uc: count 1996, average 6803, total 13579352

@q1[openssl]: count 904, average 2465, total 2228399
@q1[ksoftirqd/169]: count 138, average 2610, total 360192

@q2[openssl]: count 1589, average 643, total 1022671
@q2[ksoftirqd/169]: count 214, average 664, total 142132


@q4[openssl]: count 40363, average 963, total 38889766
@q4[ksoftirqd/169]: count 2280, average 965, total 2200212

@q5[ksoftirqd/169]: count 17502, average 432, total 7567860
@q5[openssl]: count 316406, average 432, total 136996868

@uc: count 2415, average 10939, total 26419905

@q1[openssl]: count 872, average 2452, total 2138734
@q1[ksoftirqd/169]: count 142, average 2654, total 376873
@q1[kworker/169:2]: count 1, average 25578, total 25578

@q2[openssl]: count 1590, average 650, total 1034678
@q2[ksoftirqd/169]: count 230, average 669, total 153991
@q2[kworker/169:2]: count 1, average 21731, total 21731


@q4[ksoftirqd/169]: count 2247, average 957, total 2150459
@q4[openssl]: count 40211, average 961, total 38667364
@q4[kworker/169:2]: count 39, average 1865, total 72770

@q5[openssl]: count 315222, average 432, total 136344550
@q5[ksoftirqd/169]: count 17195, average 434, total 7467600
@q5[kworker/169:2]: count 307, average 527, total 162088

@uc: count 2597, average 7594, total 19722066

@q1[openssl]: count 855, average 2427, total 2075253
@q1[ksoftirqd/169]: count 129, average 2567, total 331213

@q2[openssl]: count 1609, average 644, total 1037525
@q2[ksoftirqd/169]: count 217, average 663, total 144084


@q4[ksoftirqd/169]: count 2189, average 951, total 2083351
@q4[openssl]: count 39975, average 964, total 38565724

@q5[ksoftirqd/169]: count 16792, average 432, total 7255368
@q5[openssl]: count 313360, average 433, total 135686284

@uc: count 2022, average 6419, total 12980577

@q1[openssl]: count 856, average 2421, total 2072877
@q1[ksoftirqd/169]: count 129, average 2493, total 321673

@q2[openssl]: count 1569, average 645, total 1012834
@q2[ksoftirqd/169]: count 215, average 661, total 142220


@q4[ksoftirqd/169]: count 2098, average 955, total 2004533
@q4[openssl]: count 40182, average 961, total 38654689

@q5[ksoftirqd/169]: count 16053, average 432, total 6943469
@q5[openssl]: count 315040, average 432, total 136200597

@uc: count 2065, average 6476, total 13373022

@q1[openssl]: count 886, average 2482, total 2199446
@q1[ksoftirqd/169]: count 141, average 2687, total 378957
@q1[kworker/169:2]: count 1, average 15118, total 15118

@q2[openssl]: count 1568, average 644, total 1009918
@q2[ksoftirqd/169]: count 215, average 670, total 144245
@q2[kworker/169:2]: count 1, average 12483, total 12483


@q4[ksoftirqd/169]: count 2142, average 952, total 2039949
@q4[openssl]: count 40356, average 961, total 38786109
@q4[kworker/169:2]: count 1, average 37490, total 37490

@q5[ksoftirqd/169]: count 16427, average 432, total 7105059
@q5[openssl]: count 316484, average 432, total 136916693
@q5[kworker/169:2]: count 7, average 4950, total 34654

@uc: count 2009, average 6509, total 13076928

@q1[openssl]: count 886, average 2500, total 2215479
@q1[ksoftirqd/169]: count 144, average 2708, total 390055

@q2[openssl]: count 1592, average 644, total 1025769
@q2[ksoftirqd/169]: count 206, average 687, total 141663


@q4[openssl]: count 40686, average 960, total 39096435
@q4[ksoftirqd/169]: count 2019, average 967, total 1953640

@q5[ksoftirqd/169]: count 15481, average 432, total 6696689
@q5[openssl]: count 319051, average 432, total 137965024

@uc: count 2445, average 6395, total 15637545

@q1[openssl]: count 880, average 2457, total 2162710
@q1[ksoftirqd/169]: count 133, average 2565, total 341179

@q2[openssl]: count 1592, average 644, total 1025332
@q2[ksoftirqd/169]: count 207, average 661, total 137010
@q2[kworker/169:2]: count 2, average 16932, total 33864


@q4[ksoftirqd/169]: count 2101, average 954, total 2005267
@q4[openssl]: count 40352, average 962, total 38819944
@q4[kworker/169:2]: count 50, average 1690, total 84506

@q5[ksoftirqd/169]: count 16097, average 432, total 6963044
@q5[openssl]: count 316305, average 432, total 136931145
@q5[kworker/169:2]: count 396, average 510, total 202238

@uc: count 2022, average 6308, total 12756053

@q1[openssl]: count 852, average 2422, total 2064308
@q1[ksoftirqd/169]: count 144, average 2548, total 366956

@q2[openssl]: count 1564, average 640, total 1001177
@q2[ksoftirqd/169]: count 229, average 683, total 156524


@q4[ksoftirqd/169]: count 2263, average 954, total 2159988
@q4[openssl]: count 40132, average 960, total 38566352

@q5[ksoftirqd/169]: count 17328, average 431, total 7479348
@q5[openssl]: count 314661, average 432, total 136176680

@uc: count 1979, average 6473, total 12811544

@q1[openssl]: count 871, average 2400, total 2090554
@q1[ksoftirqd/169]: count 143, average 2754, total 393945
@q1[kworker/169:2]: count 1, average 17062, total 17062

@q2[openssl]: count 1588, average 641, total 1018642
@q2[ksoftirqd/169]: count 218, average 673, total 146765
@q2[kworker/169:2]: count 1, average 9207, total 9207


@q4[openssl]: count 40146, average 962, total 38649979
@q4[ksoftirqd/169]: count 2182, average 963, total 2101377
@q4[kworker/169:2]: count 1, average 26259, total 26259

@q5[ksoftirqd/169]: count 16716, average 432, total 7224966
@q5[openssl]: count 314608, average 432, total 136093820
@q5[kworker/169:2]: count 7, average 3157, total 22100

@uc: count 1941, average 6538, total 12691037

@q1[openssl]: count 850, average 2419, total 2056229
@q1[ksoftirqd/169]: count 134, average 2543, total 340872
@q1[kworker/169:2]: count 1, average 8446, total 8446

@q2[openssl]: count 1568, average 642, total 1008056
@q2[ksoftirqd/169]: count 219, average 671, total 146991
@q2[kworker/169:2]: count 1, average 6111, total 6111


@q4[openssl]: count 40172, average 958, total 38515896
@q4[ksoftirqd/169]: count 2304, average 960, total 2213863
@q4[kworker/169:2]: count 2, average 3531, total 7063

@q5[ksoftirqd/169]: count 17693, average 432, total 7652291
@q5[openssl]: count 315028, average 432, total 136338375
@q5[kworker/169:2]: count 15, average 808, total 12132

@uc: count 2408, average 6829, total 16445001

@q1[openssl]: count 882, average 2408, total 2124361
@q1[ksoftirqd/169]: count 136, average 2515, total 342119

@q2[openssl]: count 1600, average 641, total 1025906
@q2[ksoftirqd/169]: count 226, average 661, total 149519


@q4[ksoftirqd/169]: count 2278, average 952, total 2169530
@q4[openssl]: count 40111, average 961, total 38557590

@q5[openssl]: count 314314, average 432, total 135973253
@q5[ksoftirqd/169]: count 17426, average 433, total 7548867

@uc: count 2100, average 6247, total 13120747

@q1[openssl]: count 903, average 2467, total 2228549
@q1[ksoftirqd/169]: count 125, average 2608, total 326100

@q2[openssl]: count 1590, average 646, total 1027456
@q2[ksoftirqd/169]: count 212, average 679, total 144149


@q4[openssl]: count 40149, average 961, total 38600604
@q4[ksoftirqd/169]: count 2165, average 965, total 2090730

@q5[ksoftirqd/169]: count 16627, average 432, total 7196622
@q5[openssl]: count 314715, average 433, total 136299686

@uc: count 2732, average 14982, total 40930931

@q1[openssl]: count 842, average 2384, total 2007914
@q1[ksoftirqd/169]: count 119, average 2483, total 295479

@q2[openssl]: count 1593, average 640, total 1020847
@q2[ksoftirqd/169]: count 208, average 667, total 138762


@q4[ksoftirqd/169]: count 2182, average 954, total 2083356
@q4[openssl]: count 39552, average 959, total 37962009

@q5[ksoftirqd/169]: count 16735, average 432, total 7234546
@q5[openssl]: count 309783, average 432, total 134003959

@uc: count 2111, average 6948, total 14667501

@q1[openssl]: count 837, average 2351, total 1968167
