Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 336, average 1972, total 662891
@q2[ksoftirqd/169]: count 93, average 679, total 63192
@q2[kworker/169:1]: count 1, average 6062, total 6062


@q4[ksoftirqd/169]: count 734, average 954, total 700418
@q4[openssl]: count 27756, average 962, total 26720348
@q4[kworker/169:1]: count 28, average 1182, total 33114

@q5[openssl]: count 215343, average 432, total 93106062
@q5[ksoftirqd/169]: count 5464, average 439, total 2399442
@q5[kworker/169:1]: count 217, average 456, total 98979

@uc: count 2093, average 6697, total 14017038

@q1[ksoftirqd/169]: count 37, average 1890, total 69941
@q1[openssl]: count 693, average 1923, total 1332798
@q1[kworker/169:1]: count 1, average 17853, total 17853

@q2[openssl]: count 1497, average 623, total 932842
@q2[ksoftirqd/169]: count 79, average 742, total 58678
@q2[kworker/169:1]: count 2, average 7008, total 14016


@q4[ksoftirqd/169]: count 615, average 959, total 590326
@q4[openssl]: count 27885, average 962, total 26838035
@q4[kworker/169:1]: count 32, average 2123, total 67959

@q5[openssl]: count 216336, average 432, total 93483048
@q5[ksoftirqd/169]: count 4558, average 438, total 1999455
@q5[kworker/169:1]: count 249, average 557, total 138774

@uc: count 1954, average 6266, total 12244091

@q1[openssl]: count 699, average 1940, total 1356507
@q1[ksoftirqd/169]: count 35, average 2026, total 70924

@q2[openssl]: count 1540, average 623, total 959928
@q2[ksoftirqd/169]: count 81, average 684, total 55408


@q4[ksoftirqd/169]: count 655, average 946, total 620017
@q4[openssl]: count 27847, average 963, total 26838448

@q5[openssl]: count 216149, average 432, total 93398298
@q5[ksoftirqd/169]: count 4876, average 435, total 2123064

@uc: count 2241, average 6702, total 15021134

@q1[openssl]: count 691, average 1950, total 1347675
@q1[ksoftirqd/169]: count 29, average 2052, total 59512
@q1[kworker/169:1]: count 1, average 19176, total 19176

@q2[openssl]: count 1561, average 635, total 991668
@q2[ksoftirqd/169]: count 60, average 787, total 47257
@q2[kworker/169:1]: count 2, average 8140, total 16280


@q4[openssl]: count 27920, average 963, total 26911568
@q4[ksoftirqd/169]: count 552, average 978, total 540110
@q4[kworker/169:1]: count 31, average 2110, total 65435

@q5[openssl]: count 216680, average 432, total 93622594
@q5[ksoftirqd/169]: count 4137, average 438, total 1815370
@q5[kworker/169:1]: count 241, average 551, total 132959

@uc: count 2020, average 6180, total 12484624

@q1[openssl]: count 706, average 1881, total 1328452
@q1[ksoftirqd/169]: count 27, average 2226, total 60102

@q2[openssl]: count 1543, average 620, total 957582
@q2[ksoftirqd/169]: count 66, average 695, total 45914


@q4[ksoftirqd/169]: count 629, average 956, total 601342
@q4[openssl]: count 27901, average 963, total 26894144

@q5[openssl]: count 216348, average 432, total 93635790
@q5[ksoftirqd/169]: count 4744, average 435, total 2067123

@uc: count 2042, average 6306, total 12877906

@q1[openssl]: count 693, average 1916, total 1328342
@q1[ksoftirqd/169]: count 38, average 1954, total 74265

@q2[openssl]: count 1537, average 624, total 959940
@q2[ksoftirqd/169]: count 78, average 700, total 54624


@q4[openssl]: count 27842, average 964, total 26839983
@q4[ksoftirqd/169]: count 665, average 969, total 644468

@q5[openssl]: count 216103, average 432, total 93373972
@q5[ksoftirqd/169]: count 4966, average 438, total 2178628

@uc: count 2029, average 6760, total 13716799

@q1[openssl]: count 673, average 1907, total 1283671
@q1[ksoftirqd/169]: count 41, average 1942, total 79629

@q2[openssl]: count 1518, average 624, total 948602
@q2[ksoftirqd/169]: count 88, average 711, total 62626


@q4[ksoftirqd/169]: count 743, average 957, total 711640
@q4[openssl]: count 27762, average 961, total 26693946
@q4[kworker/169:1]: count 4, average 7323, total 29295

@q5[openssl]: count 215508, average 431, total 93064749
@q5[ksoftirqd/169]: count 5527, average 437, total 2418115
@q5[kworker/169:1]: count 32, average 946, total 30294

@uc: count 2274, average 6187, total 14071161

@q1[openssl]: count 710, average 1958, total 1390591
@q1[ksoftirqd/169]: count 33, average 2071, total 68346

@q2[openssl]: count 1577, average 627, total 990082
@q2[ksoftirqd/169]: count 70, average 758, total 53083


@q4[ksoftirqd/169]: count 624, average 954, total 595640
@q4[openssl]: count 27863, average 962, total 26831196
@q4[kworker/169:1]: count 29, average 2146, total 62249

@q5[openssl]: count 216253, average 431, total 93411813
@q5[ksoftirqd/169]: count 4685, average 439, total 2059700
@q5[kworker/169:1]: count 231, average 544, total 125701

@uc: count 2058, average 6074, total 12502052

@q1[openssl]: count 632, average 1918, total 1212741
@q1[swapper/169]: count 121, average 2793, total 338072
@q1[ksoftirqd/169]: count 46, average 3131, total 144052
@q1[kworker/169:1]: count 1, average 17223, total 17223

@q2[openssl]: count 1365, average 626, total 854612
@q2[swapper/169]: count 178, average 885, total 157602
@q2[ksoftirqd/169]: count 92, average 921, total 84773
@q2[iperf]: count 1, average 10440, total 10440
@q2[kworker/169:1]: count 1, average 12504, total 12504


@q4[openssl]: count 24548, average 961, total 23604280
@q4[ksoftirqd/169]: count 878, average 1275, total 1119789
@q4[swapper/169]: count 3035, average 1484, total 4504670
@q4[kworker/169:1]: count 30, average 2091, total 62737
@q4[iperf]: count 16, average 3295, total 52729

@q5[openssl]: count 190433, average 432, total 82303205
@q5[kworker/169:1]: count 234, average 547, total 128054
@q5[ksoftirqd/169]: count 6669, average 558, total 3722906
@q5[swapper/169]: count 23550, average 647, total 15242313
@q5[iperf]: count 125, average 878, total 109765

@uc: count 5247, average 11050, total 57984322
