Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 482, average 2573, total 1240301
@q4[openssl]: count 39807, average 961, total 38273569
@q4[ksoftirqd/169]: count 3180, average 964, total 3067923
@q4[kworker/169:1]: count 51, average 1364, total 69572

@q5[openssl]: count 312258, average 435, total 135996723
@q5[ksoftirqd/169]: count 24460, average 436, total 10666135
@q5[kworker/169:1]: count 403, average 484, total 195361

@uc: count 2642, average 9791, total 25868018

@q1[openssl]: count 854, average 2514, total 2147035
@q1[ksoftirqd/169]: count 180, average 2597, total 467568
@q1[kworker/169:1]: count 1, average 38543, total 38543

@q2[openssl]: count 1547, average 646, total 1000244
@q2[ksoftirqd/169]: count 254, average 774, total 196704
@q2[kworker/169:1]: count 1, average 35607, total 35607


@q4[ksoftirqd/169]: count 2677, average 960, total 2571979
@q4[openssl]: count 40000, average 961, total 38460341
@q4[kworker/169:1]: count 1, average 23394, total 23394

@q5[ksoftirqd/169]: count 20522, average 435, total 8947418
@q5[openssl]: count 313811, average 435, total 136613134
@q5[kworker/169:1]: count 7, average 2876, total 20138

@uc: count 2213, average 6392, total 14147342

@q1[openssl]: count 857, average 2501, total 2143498
@q1[ksoftirqd/169]: count 196, average 2653, total 520165

@q2[openssl]: count 1530, average 636, total 974133
@q2[ksoftirqd/169]: count 275, average 716, total 196914
@q2[kworker/169:1]: count 1, average 36528, total 36528


@q4[openssl]: count 39860, average 962, total 38372293
@q4[ksoftirqd/169]: count 2965, average 972, total 2882902
@q4[kworker/169:1]: count 7, average 3951, total 27662

@q5[openssl]: count 312700, average 435, total 136102183
@q5[ksoftirqd/169]: count 22781, average 437, total 9958846
@q5[kworker/169:1]: count 54, average 748, total 40435

@uc: count 2342, average 6855, total 16054519

@q1[openssl]: count 866, average 2503, total 2167637
@q1[ksoftirqd/169]: count 203, average 2692, total 546477

@q2[ksoftirqd/169]: count 278, average 655, total 182187
@q2[openssl]: count 1550, average 660, total 1023405


@q4[ksoftirqd/169]: count 2911, average 953, total 2775526
@q4[openssl]: count 40004, average 964, total 38570167

@q5[openssl]: count 313747, average 435, total 136616839
@q5[ksoftirqd/169]: count 22353, average 436, total 9763290

@uc: count 3331, average 5668, total 18883201

@q1[openssl]: count 855, average 2550, total 2180424
@q1[ksoftirqd/169]: count 192, average 2676, total 513811
@q1[kworker/169:1]: count 2, average 19026, total 38052

@q2[openssl]: count 1499, average 646, total 968688
@q2[ksoftirqd/169]: count 282, average 766, total 216032
@q2[kworker/169:1]: count 3, average 11846, total 35538


@q4[openssl]: count 39584, average 964, total 38180164
@q4[ksoftirqd/169]: count 3209, average 983, total 3156238
@q4[kworker/169:1]: count 81, average 1197, total 97032

@q5[ksoftirqd/169]: count 24701, average 435, total 10763315
@q5[openssl]: count 310626, average 435, total 135332458
@q5[kworker/169:1]: count 636, average 462, total 294163

@uc: count 2719, average 5272, total 14336517

@q1[openssl]: count 839, average 2505, total 2102319
@q1[ksoftirqd/169]: count 195, average 2704, total 527365

@q2[openssl]: count 1528, average 645, total 986608
@q2[ksoftirqd/169]: count 268, average 781, total 209345
@q2[kworker/169:1]: count 2, average 19156, total 38312


@q4[openssl]: count 39680, average 963, total 38228553
@q4[ksoftirqd/169]: count 2983, average 972, total 2902455
@q4[kworker/169:1]: count 44, average 1455, total 64063

@q5[ksoftirqd/169]: count 22938, average 435, total 10000672
@q5[openssl]: count 311229, average 435, total 135558789
@q5[kworker/169:1]: count 347, average 483, total 167911

@uc: count 2255, average 6357, total 14337167

@q1[openssl]: count 858, average 2491, total 2137503
@q1[ksoftirqd/169]: count 190, average 2638, total 501393

@q2[openssl]: count 1521, average 638, total 970409
@q2[ksoftirqd/169]: count 269, average 770, total 207136


@q4[openssl]: count 39644, average 961, total 38113504
@q4[ksoftirqd/169]: count 3140, average 979, total 3075352

@q5[openssl]: count 310966, average 435, total 135310976
@q5[ksoftirqd/169]: count 24177, average 436, total 10544150

@uc: count 2329, average 6604, total 15380724

@q1[openssl]: count 863, average 2513, total 2169209
@q1[ksoftirqd/169]: count 183, average 2718, total 497568

@q2[openssl]: count 1524, average 637, total 971935
@q2[ksoftirqd/169]: count 281, average 771, total 216834


@q4[openssl]: count 39876, average 963, total 38427643
@q4[ksoftirqd/169]: count 2911, average 966, total 2812901

@q5[openssl]: count 312812, average 434, total 136068304
@q5[ksoftirqd/169]: count 22396, average 435, total 9753266

@uc: count 3009, average 5526, total 16629613

@q1[openssl]: count 882, average 2482, total 2189182
@q1[ksoftirqd/169]: count 197, average 2778, total 547313
@q1[kworker/169:1]: count 1, average 37781, total 37781

@q2[openssl]: count 1497, average 638, total 955138
@q2[ksoftirqd/169]: count 281, average 755, total 212319
@q2[kworker/169:1]: count 1, average 34776, total 34776


@q4[ksoftirqd/169]: count 2941, average 959, total 2820785
@q4[openssl]: count 39995, average 963, total 38526226
@q4[kworker/169:1]: count 2, average 7449, total 14898

@q5[ksoftirqd/169]: count 22558, average 434, total 9811076
@q5[openssl]: count 313776, average 434, total 136340589
@q5[kworker/169:1]: count 15, average 959, total 14387

@uc: count 2397, average 5933, total 14221722

@q1[openssl]: count 848, average 2460, total 2086477
@q1[ksoftirqd/169]: count 179, average 2755, total 493245

@q2[openssl]: count 1543, average 636, total 982858
@q2[ksoftirqd/169]: count 265, average 763, total 202374
@q2[kworker/169:1]: count 2, average 18985, total 37971


@q4[openssl]: count 39563, average 964, total 38153637
@q4[ksoftirqd/169]: count 3182, average 993, total 3161983
@q4[kworker/169:1]: count 48, average 1418, total 68092

@q5[ksoftirqd/169]: count 24515, average 434, total 10659343
@q5[openssl]: count 310323, average 434, total 134850905
@q5[kworker/169:1]: count 377, average 484, total 182778

@uc: count 2211, average 6166, total 13634179

@q1[openssl]: count 895, average 2563, total 2294450
@q1[ksoftirqd/169]: count 213, average 2686, total 572309

@q2[ksoftirqd/169]: count 303, average 655, total 198541
@q2[openssl]: count 1489, average 662, total 986362


@q4[openssl]: count 39401, average 966, total 38064346
@q4[ksoftirqd/169]: count 3650, average 990, total 3615275

@q5[ksoftirqd/169]: count 28142, average 434, total 12222652
@q5[openssl]: count 309126, average 435, total 134492238

@uc: count 3647, average 11370, total 41466938

@q1[openssl]: count 954, average 2551, total 2434418
@q1[ksoftirqd/169]: count 187, average 2632, total 492272

@q2[ksoftirqd/169]: count 281, average 654, total 183887
@q2[openssl]: count 1550, average 654, total 1015164
@q2[kworker/169:1]: count 2, average 18935, total 37871


@q4[ksoftirqd/169]: count 2949, average 958, total 2826091
@q4[openssl]: count 40088, average 964, total 38648813
@q4[kworker/169:1]: count 50, average 1420, total 71000

@q5[ksoftirqd/169]: count 22636, average 434, total 9832794
@q5[openssl]: count 314324, average 434, total 136703516
@q5[kworker/169:1]: count 393, average 481, total 189175

@uc: count 2681, average 8888, total 23830072

@q1[openssl]: count 859, average 2547, total 2188675
@q1[ksoftirqd/169]: count 199, average 2741, total 545479
@q1[kworker/169:1]: count 1, average 37371, total 37371

@q2[ksoftirqd/169]: count 279, average 655, total 182872
@q2[openssl]: count 1499, average 659, total 988885
@q2[kworker/169:1]: count 1, average 33953, total 33953


@q4[openssl]: count 39661, average 967, total 38369312
@q4[ksoftirqd/169]: count 3141, average 983, total 3088582
@q4[kworker/169:1]: count 44, average 1488, total 65472

@q5[ksoftirqd/169]: count 24190, average 433, total 10485534
@q5[openssl]: count 311286, average 434, total 135242644
@q5[kworker/169:1]: count 346, average 495, total 171325

@uc: count 2567, average 5913, total 15180812

@q1[openssl]: count 876, average 2524, total 2211365
@q1[ksoftirqd/169]: count 183, average 2653, total 485526
@q1[kworker/169:1]: count 1, average 40586, total 40586

@q2[ksoftirqd/169]: count 285, average 654, total 186509
@q2[openssl]: count 1543, average 656, total 1012784
@q2[kworker/169:1]: count 1, average 33754, total 33754


@q4[openssl]: count 39677, average 963, total 38231320
@q4[ksoftirqd/169]: count 3187, average 976, total 3112552
@q4[kworker/169:1]: count 1, average 26079, total 26079

@q5[ksoftirqd/169]: count 24546, average 433, total 10635454
@q5[openssl]: count 311189, average 434, total 135277441
@q5[kworker/169:1]: count 7, average 3638, total 25467

@uc: count 2295, average 6008, total 13789490

@q1[openssl]: count 942, average 2546, total 2399005
@q1[ksoftirqd/169]: count 195, average 2656, total 518078

@q2[openssl]: count 1521, average 631, total 961077
@q2[ksoftirqd/169]: count 290, average 724, total 210050


@q4[openssl]: count 39684, average 964, total 38280553
@q4[ksoftirqd/169]: count 3378, average 983, total 3322738

@q5[ksoftirqd/169]: count 26041, average 434, total 11305591
@q5[openssl]: count 311231, average 434, total 135372697

@uc: count 2351, average 7368, total 17322696

@q1[openssl]: count 916, average 2558, total 2343967
@q1[ksoftirqd/169]: count 205, average 2652, total 543693

@q2[openssl]: count 1538, average 641, total 986618
@q2[ksoftirqd/169]: count 297, average 762, total 226564
@q2[kworker/169:1]: count 2, average 18980, total 37961


@q4[openssl]: count 39907, average 963, total 38459922
@q4[ksoftirqd/169]: count 3145, average 967, total 3041578
@q4[kworker/169:1]: count 50, average 1398, total 69902

@q5[ksoftirqd/169]: count 24170, average 433, total 10480859
@q5[openssl]: count 313056, average 434, total 136085206
@q5[kworker/169:1]: count 392, average 483, total 189410

@uc: count 2532, average 6471, total 16385150

@q1[openssl]: count 858, average 2518, total 2160621
@q1[ksoftirqd/169]: count 192, average 2638, total 506687

@q2[openssl]: count 1541, average 656, total 1011530
@q2[ksoftirqd/169]: count 285, average 657, total 187415


@q4[openssl]: count 39677, average 964, total 38263522
@q4[ksoftirqd/169]: count 3055, average 975, total 2979169

@q5[ksoftirqd/169]: count 23484, average 434, total 10195560
@q5[openssl]: count 311232, average 434, total 135247397

@uc: count 2671, average 5606, total 14974181

@q1[openssl]: count 851, average 2504, total 2131200
@q1[ksoftirqd/169]: count 184, average 2844, total 523400
@q1[kworker/169:1]: count 1, average 38222, total 38222

@q2[openssl]: count 1532, average 640, total 981066
@q2[ksoftirqd/169]: count 267, average 766, total 204573
@q2[kworker/169:1]: count 3, average 13034, total 39103


@q4[openssl]: count 39710, average 967, total 38425801
@q4[ksoftirqd/169]: count 2972, average 972, total 2888904
@q4[kworker/169:1]: count 49, average 1438, total 70488

@q5[ksoftirqd/169]: count 22880, average 434, total 9931419
@q5[openssl]: count 311587, average 435, total 135668325
@q5[kworker/169:1]: count 383, average 479, total 183676

@uc: count 2292, average 6477, total 14846897

@q1[openssl]: count 853, average 2503, total 2135527
@q1[ksoftirqd/169]: count 220, average 2579, total 567582

@q2[openssl]: count 1504, average 637, total 958952
@q2[ksoftirqd/169]: count 301, average 750, total 226023
@q2[kworker/169:1]: count 1, average 37019, total 37019


@q4[openssl]: count 39583, average 967, total 38289718
@q4[ksoftirqd/169]: count 3210, average 969, total 3112002
@q4[kworker/169:1]: count 48, average 1420, total 68199

@q5[ksoftirqd/169]: count 24592, average 434, total 10680772
@q5[openssl]: count 310494, average 435, total 135327206
@q5[kworker/169:1]: count 381, average 483, total 184223

@uc: count 2429, average 5501, total 13364257

@q1[openssl]: count 880, average 2527, total 2224181
@q1[ksoftirqd/169]: count 187, average 2568, total 480216
@q1[kworker/169:1]: count 1, average 37300, total 37300

@q2[ksoftirqd/169]: count 264, average 649, total 171508
@q2[openssl]: count 1540, average 653, total 1006526
@q2[kworker/169:1]: count 1, average 34414, total 34414


@q4[ksoftirqd/169]: count 2843, average 959, total 2726522
@q4[openssl]: count 39985, average 966, total 38649945
@q4[kworker/169:1]: count 44, average 1484, total 65305

@q5[ksoftirqd/169]: count 21816, average 434, total 9476475
@q5[openssl]: count 313675, average 434, total 136405683
@q5[kworker/169:1]: count 347, average 487, total 169246

@uc: count 2513, average 6494, total 16319552

@q1[openssl]: count 875, average 2532, total 2216050
@q1[ksoftirqd/169]: count 202, average 2660, total 537503

@q2[ksoftirqd/169]: count 282, average 653, total 184167
@q2[openssl]: count 1503, average 659, total 990598
@q2[kworker/169:1]: count 2, average 3997, total 7995


@q4[ksoftirqd/169]: count 2852, average 957, total 2730271
@q4[openssl]: count 39954, average 965, total 38582962
@q4[kworker/169:1]: count 47, average 1341, total 63030

@q5[ksoftirqd/169]: count 21845, average 434, total 9493453
@q5[openssl]: count 313618, average 434, total 136358178
@q5[kworker/169:1]: count 372, average 474, total 176450

@uc: count 2525, average 9774, total 24679685

@q1[openssl]: count 927, average 2528, total 2344258
@q1[ksoftirqd/169]: count 212, average 2609, total 553220
@q1[kworker/169:1]: count 1, average 38372, total 38372

@q2[openssl]: count 1530, average 634, total 970186
@q2[ksoftirqd/169]: count 296, average 752, total 222645
@q2[kworker/169:1]: count 1, average 35136, total 35136


@q4[ksoftirqd/169]: count 3182, average 968, total 3082567
@q4[openssl]: count 39984, average 968, total 38733549
@q4[kworker/169:1]: count 1, average 24245, total 24245

@q5[ksoftirqd/169]: count 24431, average 433, total 10601604
@q5[openssl]: count 313608, average 435, total 136495585
@q5[kworker/169:1]: count 7, average 3137, total 21962

@uc: count 2925, average 9072, total 26538109

@q1[openssl]: count 888, average 2514, total 2232836
@q1[ksoftirqd/169]: count 196, average 2675, total 524391

@q2[openssl]: count 1531, average 634, total 971354
@q2[ksoftirqd/169]: count 277, average 668, total 185128


@q4[ksoftirqd/169]: count 2996, average 964, total 2889134
@q4[openssl]: count 40063, average 965, total 38671181

@q5[ksoftirqd/169]: count 23019, average 434, total 10002002
@q5[openssl]: count 314270, average 434, total 136582492

@uc: count 2677, average 6037, total 16161113

@q1[openssl]: count 859, average 2504, total 2151518
@q1[ksoftirqd/169]: count 213, average 2689, total 572942
@q1[kworker/169:1]: count 1, average 22202, total 22202

@q2[ksoftirqd/169]: count 290, average 654, total 189687
@q2[openssl]: count 1525, average 658, total 1004093
@q2[kworker/169:1]: count 1, average 24696, total 24696


@q4[ksoftirqd/169]: count 3081, average 959, total 2956684
@q4[openssl]: count 39687, average 966, total 38363825
@q4[kworker/169:1]: count 44, average 1286, total 56623

@q5[ksoftirqd/169]: count 23659, average 434, total 10280535
@q5[openssl]: count 311350, average 435, total 135691961
@q5[kworker/169:1]: count 347, average 471, total 163582

@uc: count 2742, average 6458, total 17708958

@q1[openssl]: count 860, average 2483, total 2135691
@q1[ksoftirqd/169]: count 158, average 2617, total 413595

@q2[openssl]: count 1526, average 635, total 969143
@q2[ksoftirqd/169]: count 257, average 779, total 200361


@q4[openssl]: count 39340, average 965, total 37964053
@q4[ksoftirqd/169]: count 2914, average 969, total 2824412

@q5[ksoftirqd/169]: count 22433, average 434, total 9745582
@q5[openssl]: count 308533, average 434, total 134165770

@uc: count 2124, average 5811, total 12344357

@q1[openssl]: count 823, average 2465, total 2029152
@q1[ksoftirqd/169]: count 149, average 2556, total 380873
@q1[kworker/169:1]: count 1, average 36107, total 36107

@q2[ksoftirqd/169]: count 250, average 651, total 162918
@q2[openssl]: count 1534, average 658, total 1010491
@q2[kworker/169:1]: count 4, average 9665, total 38663


@q4[openssl]: count 38971, average 965, total 37620594
@q4[ksoftirqd/169]: count 3011, average 983, total 2960251
@q4[kworker/169:1]: count 87, average 1179, total 102620

@q5[ksoftirqd/169]: count 23214, average 433, total 10068374
@q5[kworker/169:1]: count 678, average 461, total 312640
@q5[openssl]: count 305525, average 873, total 267021048

@uc: count 2198, average 5970, total 13123602

@q1[openssl]: count 831, average 2453, total 2039123
@q1[ksoftirqd/169]: count 140, average 2535, total 354993

@q2[openssl]: count 1527, average 642, total 981256
@q2[ksoftirqd/169]: count 239, average 795, total 190029
@q2[kworker/169:1]: count 1, average 36879, total 36879


@q4[openssl]: count 39355, average 967, total 38091502
@q4[ksoftirqd/169]: count 2673, average 978, total 2615671
@q4[kworker/169:1]: count 3, average 5934, total 17804

@q5[ksoftirqd/169]: count 20600, average 434, total 8956890
@q5[openssl]: count 308618, average 435, total 134297531
@q5[kworker/169:1]: count 22, average 1078, total 23734

@uc: count 2384, average 6051, total 14426532

@q1[openssl]: count 818, average 2443, total 1998623
@q1[ksoftirqd/169]: count 168, average 2687, total 451480
@q1[kworker/169:1]: count 1, average 39023, total 39023

@q2[openssl]: count 1498, average 642, total 963211
@q2[ksoftirqd/169]: count 268, average 764, total 204991
@q2[kworker/169:1]: count 3, average 13245, total 39735


@q4[ksoftirqd/169]: count 3065, average 961, total 2948183
@q4[openssl]: count 38948, average 966, total 37650314
@q4[kworker/169:1]: count 51, average 1487, total 75846

@q5[ksoftirqd/169]: count 23578, average 434, total 10233321
@q5[openssl]: count 305501, average 434, total 132874990
@q5[kworker/169:1]: count 397, average 488, total 193743

@uc: count 3314, average 5545, total 18377426

@q1[openssl]: count 825, average 2465, total 2033880
@q1[ksoftirqd/169]: count 157, average 2523, total 396121
@q1[kworker/169:1]: count 2, average 18905, total 37810

@q2[openssl]: count 1513, average 638, total 966119
@q2[ksoftirqd/169]: count 277, average 765, total 212097
@q2[kworker/169:1]: count 4, average 5315, total 21260


@q4[openssl]: count 38829, average 963, total 37431151
@q4[ksoftirqd/169]: count 3134, average 968, total 3035684
@q4[kworker/169:1]: count 83, average 1085, total 90100

@q5[ksoftirqd/169]: count 24152, average 433, total 10481319
@q5[openssl]: count 304474, average 435, total 132485710
@q5[kworker/169:1]: count 652, average 452, total 294912

@uc: count 2402, average 6179, total 14842974

@q1[openssl]: count 850, average 2512, total 2135380
@q1[ksoftirqd/169]: count 173, average 2603, total 450439

@q2[openssl]: count 1518, average 645, total 979552
@q2[ksoftirqd/169]: count 277, average 772, total 214114


@q4[openssl]: count 39363, average 967, total 38071198
@q4[ksoftirqd/169]: count 3129, average 979, total 3065703

@q5[ksoftirqd/169]: count 24097, average 433, total 10443308
@q5[openssl]: count 308750, average 435, total 134431712

@uc: count 2261, average 5839, total 13202281

@q1[openssl]: count 858, average 2496, total 2141694
@q1[ksoftirqd/169]: count 188, average 2648, total 497832

@q2[openssl]: count 1524, average 655, total 999506
@q2[ksoftirqd/169]: count 270, average 667, total 180303


@q4[openssl]: count 39586, average 964, total 38194610
@q4[ksoftirqd/169]: count 3054, average 986, total 3011676

@q5[ksoftirqd/169]: count 23517, average 434, total 10206974
@q5[openssl]: count 310488, average 434, total 135005319

@uc: count 2621, average 5346, total 14012636

@q1[openssl]: count 878, average 2500, total 2195023
@q1[ksoftirqd/169]: count 226, average 2674, total 604453
@q1[kworker/169:1]: count 1, average 37771, total 37771

@q2[ksoftirqd/169]: count 298, average 652, total 194562
@q2[openssl]: count 1539, average 660, total 1016545
@q2[kworker/169:1]: count 1, average 34374, total 34374


@q4[openssl]: count 39665, average 967, total 38375229
@q4[ksoftirqd/169]: count 3232, average 971, total 3139334
@q4[kworker/169:1]: count 45, average 1476, total 66427

@q5[ksoftirqd/169]: count 24798, average 433, total 10758297
@q5[openssl]: count 311092, average 435, total 135358551
@q5[kworker/169:1]: count 356, average 487, total 173453

@uc: count 2750, average 6976, total 19186193

@q1[openssl]: count 893, average 2536, total 2264837
@q1[ksoftirqd/169]: count 198, average 2655, total 525712

@q2[openssl]: count 1504, average 638, total 961050
@q2[ksoftirqd/169]: count 297, average 745, total 221508


@q4[openssl]: count 39667, average 964, total 38277797
@q4[ksoftirqd/169]: count 3262, average 985, total 3214272

@q5[ksoftirqd/169]: count 25076, average 434, total 10900979
@q5[openssl]: count 311263, average 435, total 135483164

@uc: count 2916, average 15968, total 46564387

@q1[openssl]: count 889, average 2511, total 2232955
@q1[ksoftirqd/169]: count 188, average 2886, total 542739

@q2[openssl]: count 1529, average 644, total 985561
@q2[ksoftirqd/169]: count 276, average 766, total 211685
@q2[kworker/169:1]: count 1, average 37671, total 37671


@q4[openssl]: count 39668, average 963, total 38204667
@q4[ksoftirqd/169]: count 3041, average 976, total 2968024
@q4[kworker/169:1]: count 45, average 1317, total 59283

@q5[ksoftirqd/169]: count 23392, average 433, total 10145889
@q5[openssl]: count 311174, average 434, total 135297458
@q5[kworker/169:1]: count 357, average 478, total 170901

@uc: count 2486, average 7233, total 17983686

@q1[openssl]: count 898, average 2531, total 2273588
@q1[ksoftirqd/169]: count 204, average 2765, total 564136

@q2[openssl]: count 1528, average 638, total 975240
@q2[ksoftirqd/169]: count 301, average 743, total 223797


@q4[openssl]: count 39706, average 964, total 38280578
@q4[ksoftirqd/169]: count 3227, average 984, total 3177750
@q4[kworker/169:1]: count 80, average 1439, total 115141

@q5[ksoftirqd/169]: count 24837, average 434, total 10785031
@q5[openssl]: count 311441, average 435, total 135490637
@q5[kworker/169:1]: count 636, average 458, total 291901

