Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 521, average 2653, total 1382663
@q5[openssl]: count 324393, average 433, total 140528794
@q5[ksoftirqd/169]: count 20931, average 435, total 9112217

@uc: count 2115, average 5992, total 12674203

@q1[openssl]: count 1203, average 2634, total 3169430
@q1[ksoftirqd/169]: count 197, average 2891, total 569600

@q2[openssl]: count 1642, average 657, total 1079897
@q2[ksoftirqd/169]: count 276, average 667, total 184344


@q4[ksoftirqd/169]: count 2779, average 967, total 2688520
@q4[openssl]: count 41331, average 967, total 39991309

@q5[openssl]: count 323907, average 433, total 140470786
@q5[ksoftirqd/169]: count 21332, average 436, total 9304781

@uc: count 2562, average 5875, total 15052336

@q1[openssl]: count 1146, average 2667, total 3057214
@q1[ksoftirqd/169]: count 197, average 2705, total 532953

@q2[ksoftirqd/169]: count 291, average 664, total 193448
@q2[openssl]: count 1601, average 671, total 1075530


@q4[ksoftirqd/169]: count 2879, average 960, total 2766482
@q4[openssl]: count 41710, average 966, total 40298869

@q5[openssl]: count 327092, average 433, total 141745849
@q5[ksoftirqd/169]: count 22056, average 435, total 9604868

@uc: count 2562, average 5306, total 13595267

@q1[ksoftirqd/169]: count 178, average 2670, total 475275
@q1[openssl]: count 1117, average 2704, total 3021129

@q2[openssl]: count 1543, average 642, total 991861
@q2[ksoftirqd/169]: count 277, average 782, total 216698


@q4[openssl]: count 41778, average 967, total 40411070
@q4[ksoftirqd/169]: count 2977, average 980, total 2919194

@q5[ksoftirqd/169]: count 22914, average 434, total 9962204
@q5[openssl]: count 327736, average 434, total 142286452

@uc: count 3038, average 15232, total 46277332

@q1[openssl]: count 1103, average 2619, total 2889733
@q1[ksoftirqd/169]: count 213, average 2651, total 564720

@q2[ksoftirqd/169]: count 288, average 661, total 190500
@q2[openssl]: count 1606, average 664, total 1067571


@q4[ksoftirqd/169]: count 2683, average 957, total 2569667
@q4[openssl]: count 41280, average 970, total 40078537

@q5[openssl]: count 323664, average 433, total 140428193
@q5[ksoftirqd/169]: count 20457, average 435, total 8911926

@uc: count 2555, average 5893, total 15057284

@q1[openssl]: count 1150, average 2631, total 3026040
@q1[ksoftirqd/169]: count 207, average 2829, total 585642

@q2[openssl]: count 1600, average 662, total 1060516
@q2[ksoftirqd/169]: count 283, average 670, total 189655


@q4[openssl]: count 41359, average 968, total 40051631
@q4[ksoftirqd/169]: count 2670, average 971, total 2594519

@q5[openssl]: count 324182, average 433, total 140466565
@q5[ksoftirqd/169]: count 20469, average 435, total 8911416

@uc: count 3001, average 5755, total 17273184

@q1[openssl]: count 1114, average 2593, total 2889382
@q1[ksoftirqd/169]: count 202, average 2816, total 569018

@q2[openssl]: count 1601, average 640, total 1026228
@q2[ksoftirqd/169]: count 289, average 755, total 218331


@q4[ksoftirqd/169]: count 2799, average 959, total 2686023
@q4[openssl]: count 41344, average 967, total 40008822
@q4[kworker/169:1]: count 1, average 22312, total 22312

@q5[openssl]: count 324085, average 433, total 140369839
@q5[ksoftirqd/169]: count 21435, average 434, total 9321065
@q5[kworker/169:1]: count 8, average 2498, total 19988

@uc: count 2075, average 6567, total 13626577

@q1[openssl]: count 719, average 2531, total 1820416
@q1[ksoftirqd/169]: count 212, average 2702, total 573016
@q1[swapper/169]: count 174, average 3106, total 540575

@q2[ksoftirqd/169]: count 285, average 662, total 188843
@q2[openssl]: count 1154, average 667, total 769841
@q2[swapper/169]: count 253, average 790, total 199898
@q2[iperf]: count 2, average 16937, total 33874


@q4[openssl]: count 29896, average 966, total 28885705
@q4[swapper/169]: count 5749, average 1058, total 6083322
@q4[ksoftirqd/169]: count 7947, average 1328, total 10559130
@q4[iperf]: count 100, average 1524, total 152428

@q5[openssl]: count 234366, average 433, total 101531144
@q5[swapper/169]: count 45187, average 470, total 21274460
@q5[ksoftirqd/169]: count 62375, average 590, total 36812251
@q5[iperf]: count 792, average 655, total 519215

@uc: count 9448, average 4388, total 41459362
