Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 524, average 2647, total 1387320
@q1[openssl]: count 1101, average 2594, total 2857089
@q1[ksoftirqd/169]: count 206, average 2671, total 550256

@q2[openssl]: count 1585, average 634, total 1004922
@q2[ksoftirqd/169]: count 292, average 774, total 226259


@q4[openssl]: count 40003, average 966, total 38678789
@q4[ksoftirqd/169]: count 3522, average 1000, total 3524892

@q5[openssl]: count 313354, average 436, total 136650094
@q5[ksoftirqd/169]: count 27155, average 437, total 11874543

@uc: count 2392, average 6439, total 15403097

@q1[openssl]: count 1072, average 2566, total 2750865
@q1[ksoftirqd/169]: count 229, average 2768, total 633970

@q2[openssl]: count 1548, average 645, total 999756
@q2[ksoftirqd/169]: count 319, average 770, total 245714


@q4[openssl]: count 40087, average 972, total 38998249
@q4[ksoftirqd/169]: count 3503, average 980, total 3434441
@q4[kworker/169:1]: count 6, average 3563, total 21380

@q5[openssl]: count 314203, average 436, total 137111514
@q5[ksoftirqd/169]: count 26946, average 438, total 11821686
@q5[kworker/169:1]: count 48, average 682, total 32755

@uc: count 2862, average 14859, total 42527253

@q1[openssl]: count 66, average 2800, total 184838
@q1[ksoftirqd/169]: count 11, average 6152, total 67678

@q2[openssl]: count 89, average 696, total 62026
@q2[ksoftirqd/169]: count 17, average 2650, total 45053


@q4[openssl]: count 42364, average 52, total 2220203
@q4[ksoftirqd/169]: count 20774, average 1246, total 25885417

@q5[ksoftirqd/169]: count 165094, average 436, total 72106964
@q5[openssl]: count 17818, average 437, total 7787872

@uc: count 6210, average 12390, total 76947501




@q4[ksoftirqd/169]: count 21182, average 1262, total 26740044

@q5[ksoftirqd/169]: count 168441, average 437, total 73709841

@uc: count 4889, average 2599, total 12706550




@q4[ksoftirqd/169]: count 20976, average 1267, total 26584677

@q5[ksoftirqd/169]: count 166827, average 437, total 73058858

@uc: count 6076, average 3251, total 19753415




@q4[ksoftirqd/169]: count 21120, average 1272, total 26879750

@q5[ksoftirqd/169]: count 167971, average 438, total 73614731

@uc: count 5366, average 2909, total 15611876




@q4[ksoftirqd/169]: count 21224, average 1271, total 26978720

@q5[ksoftirqd/169]: count 168800, average 437, total 73897719

@uc: count 4686, average 2735, total 12816539




@q4[ksoftirqd/169]: count 21424, average 1266, total 27142027

@q5[ksoftirqd/169]: count 170461, average 438, total 74806631

@uc: count 4847, average 2657, total 12881324




@q4[ksoftirqd/169]: count 21504, average 1265, total 27211933

@q5[ksoftirqd/169]: count 171010, average 437, total 74829268

@uc: count 5551, average 3154, total 17510963




@q4[ksoftirqd/169]: count 21421, average 1260, total 27005521

@q5[ksoftirqd/169]: count 170446, average 436, total 74427259

@uc: count 5258, average 2724, total 14324637




@q4[ksoftirqd/169]: count 18348, average 1292, total 23721101

@q5[ksoftirqd/169]: count 145974, average 441, total 64438975

@uc: count 5558, average 7283, total 40479408




@q4[ksoftirqd/169]: count 17296, average 1293, total 22367010

@q5[ksoftirqd/169]: count 137611, average 444, total 61220225

@uc: count 7731, average 6578, total 50856040




@q4[ksoftirqd/169]: count 17183, average 1289, total 22149183

@q5[ksoftirqd/169]: count 136651, average 445, total 60825445

@uc: count 8321, average 3837, total 31932270




@q4[ksoftirqd/169]: count 17410, average 1298, total 22611503

@q5[ksoftirqd/169]: count 138521, average 445, total 61777617

@uc: count 7562, average 2686, total 20314929




@q4[ksoftirqd/169]: count 17288, average 1288, total 22276873

@q5[ksoftirqd/169]: count 137480, average 445, total 61250417

@uc: count 7732, average 2778, total 21481939




@q4[ksoftirqd/169]: count 17224, average 1305, total 22485589

@q5[ksoftirqd/169]: count 136986, average 444, total 60841979

@uc: count 7856, average 2825, total 22194292




@q4[ksoftirqd/169]: count 17072, average 1296, total 22135837

@q5[ksoftirqd/169]: count 135777, average 441, total 59973137

@uc: count 7965, average 2929, total 23336997




@q4[ksoftirqd/169]: count 17456, average 1284, total 22430263

@q5[ksoftirqd/169]: count 138831, average 444, total 61693162

@uc: count 6924, average 2868, total 19860675




@q4[ksoftirqd/169]: count 17279, average 1289, total 22278685

@q5[ksoftirqd/169]: count 137473, average 443, total 60946585

@uc: count 6561, average 3138, total 20592711




@q4[ksoftirqd/169]: count 17267, average 1309, total 22614708

@q5[ksoftirqd/169]: count 274800, average 222, total 61194681

@uc: count 6707, average 3052, total 20471271




@q4[ksoftirqd/169]: count 17119, average 1313, total 22486518

@q5[ksoftirqd/169]: count 136204, average 445, total 60713493

@uc: count 7677, average 3330, total 25569651




@q4[ksoftirqd/169]: count 17378, average 1288, total 22397049

@q5[ksoftirqd/169]: count 138257, average 445, total 61526987

@uc: count 7804, average 2888, total 22538757




@q4[ksoftirqd/169]: count 17350, average 1305, total 22658023

@q5[ksoftirqd/169]: count 138025, average 443, total 61221242

@uc: count 7411, average 3626, total 26875017




@q4[ksoftirqd/169]: count 17359, average 1288, total 22365873

@q5[ksoftirqd/169]: count 138050, average 444, total 61363678

@uc: count 6961, average 2870, total 19979723




@q4[ksoftirqd/169]: count 17280, average 1301, total 22482333

@q5[ksoftirqd/169]: count 137432, average 444, total 61100154

@uc: count 9537, average 3895, total 37151079




@q4[ksoftirqd/169]: count 17032, average 1302, total 22184871

@q5[ksoftirqd/169]: count 135459, average 443, total 60117069

@uc: count 7165, average 3125, total 22396847




@q4[ksoftirqd/169]: count 17224, average 1308, total 22535004

@q5[ksoftirqd/169]: count 136986, average 443, total 60746370

@uc: count 7136, average 2921, total 20846975




@q4[ksoftirqd/169]: count 17256, average 1314, total 22690673

@q5[ksoftirqd/169]: count 137241, average 445, total 61187917

@uc: count 6904, average 2854, total 19706502




@q4[ksoftirqd/169]: count 17216, average 1280, total 22048993

@q5[ksoftirqd/169]: count 136979, average 443, total 60765482

@uc: count 7529, average 3226, total 24291124




@q4[ksoftirqd/169]: count 17296, average 1303, total 22548405

@q5[ksoftirqd/169]: count 137604, average 442, total 60945525

@uc: count 7560, average 3297, total 24925849




@q4[ksoftirqd/169]: count 17179, average 1305, total 22428261

@q5[ksoftirqd/169]: count 136618, average 442, total 60482066

@uc: count 7145, average 3229, total 23071250




@q4[ksoftirqd/169]: count 17336, average 1291, total 22381986

@q5[ksoftirqd/169]: count 137877, average 445, total 61473007

@uc: count 8666, average 2530, total 21925007




@q4[ksoftirqd/169]: count 17153, average 1318, total 22624018

@q5[ksoftirqd/169]: count 136477, average 443, total 60538078

@uc: count 8296, average 2951, total 24482824




@q4[ksoftirqd/169]: count 17121, average 1276, total 21851971

@q5[ksoftirqd/169]: count 136151, average 444, total 60568668

@uc: count 8704, average 2503, total 21788471




@q4[ksoftirqd/169]: count 16933, average 1293, total 21897478

@q5[ksoftirqd/169]: count 134728, average 446, total 60194459

@uc: count 8466, average 2859, total 24212224




@q4[ksoftirqd/169]: count 17229, average 1282, total 22090483

@q5[ksoftirqd/169]: count 137012, average 441, total 60479619

@uc: count 8167, average 2996, total 24469447




@q4[ksoftirqd/169]: count 17016, average 1275, total 21706629

@q5[ksoftirqd/169]: count 135332, average 439, total 59481248

@uc: count 8850, average 3941, total 34880868




@q4[ksoftirqd/169]: count 16980, average 1295, total 22003801

@q5[ksoftirqd/169]: count 135101, average 444, total 60008067

@uc: count 8041, average 2651, total 21322470




@q4[ksoftirqd/169]: count 17070, average 1291, total 22048613

@q5[ksoftirqd/169]: count 135746, average 445, total 60439521

@uc: count 7996, average 3051, total 24398843




@q4[ksoftirqd/169]: count 17236, average 1311, total 22602360

@q5[ksoftirqd/169]: count 137137, average 443, total 60848634

@uc: count 8968, average 3308, total 29671946




@q4[ksoftirqd/169]: count 17112, average 1308, total 22392857

@q5[ksoftirqd/169]: count 136135, average 445, total 60663624

@uc: count 9963, average 3027, total 30162213




@q4[ksoftirqd/169]: count 17056, average 1313, total 22397540

@q5[ksoftirqd/169]: count 135634, average 443, total 60155841

@uc: count 8625, average 2688, total 23185064




@q4[ksoftirqd/169]: count 17120, average 1296, total 22194041

@q5[ksoftirqd/169]: count 136159, average 443, total 60382412

@uc: count 8949, average 2659, total 23798499




@q4[ksoftirqd/169]: count 17053, average 1345, total 22948319

@q5[ksoftirqd/169]: count 135682, average 443, total 60167679

@uc: count 8495, average 2600, total 22090014




@q4[ksoftirqd/169]: count 17397, average 1307, total 22745240

@q5[ksoftirqd/169]: count 138346, average 444, total 61498779

@uc: count 8230, average 3258, total 26817128




@q4[ksoftirqd/169]: count 17193, average 1295, total 22275209

@q5[ksoftirqd/169]: count 136749, average 444, total 60724944

@uc: count 7250, average 3086, total 22375462




@q4[ksoftirqd/169]: count 17322, average 1326, total 22976925

@q5[ksoftirqd/169]: count 137781, average 445, total 61380775

@uc: count 6670, average 2959, total 19742975




@q4[ksoftirqd/169]: count 17070, average 1323, total 22588351

@q5[ksoftirqd/169]: count 135746, average 449, total 61039020

@uc: count 7265, average 2833, total 20585819




@q4[ksoftirqd/169]: count 17055, average 1294, total 22071877

@q5[ksoftirqd/169]: count 135694, average 447, total 60718796

@uc: count 7932, average 3164, total 25097466
