,comm,count,pid,time,time (ms),cn,ues,tool,syscall
561,rsyslogd,18,35679,07:28:56,0.231724,free5gc,100,sysprocess_recvmsg,recvmsg
567,polkitd,4,691,07:28:56,0.022839,free5gc,100,sysprocess_recvmsg,recvmsg
568,udisksd,4,700,07:28:56,0.017319,free5gc,100,sysprocess_recvmsg,recvmsg
571,ModemManager,4,772,07:28:56,0.015124,free5gc,100,sysprocess_recvmsg,recvmsg
573,amf,382,18598,06:50:02,63732.236444,free5gc,50,sysprocess_recvmsg,recvmsg
574,systemd-journal,18,43813,06:50:02,0.245678,free5gc,50,sysprocess_recvmsg,recvmsg
575,rsyslogd,18,35679,06:50:02,0.193781,free5gc,50,sysprocess_recvmsg,recvmsg
582,polkitd,4,691,06:50:02,0.02381,free5gc,50,sysprocess_recvmsg,recvmsg
583,ModemManager,4,772,06:50:02,0.010505,free5gc,50,sysprocess_recvmsg,recvmsg
585,udisksd,4,700,06:50:02,0.009601,free5gc,50,sysprocess_recvmsg,recvmsg
587,amf,104,18598,22:48:55,65737.112682,free5gc,10,sysprocess_recvmsg,recvmsg
588,systemd-journal,18,328,22:48:55,0.618602,free5gc,10,sysprocess_recvmsg,recvmsg
589,rsyslogd,18,693,22:48:55,0.449242,free5gc,10,sysprocess_recvmsg,recvmsg
596,polkitd,4,691,22:48:55,0.021252,free5gc,10,sysprocess_recvmsg,recvmsg
597,ModemManager,4,772,22:48:55,0.016652,free5gc,10,sysprocess_recvmsg,recvmsg
598,udisksd,4,700,22:48:55,0.016414,free5gc,10,sysprocess_recvmsg,recvmsg
601,amf,36,18598,21:14:25,66522.689388,free5gc,0,sysprocess_recvmsg,recvmsg
602,systemd-journal,18,328,21:14:25,0.269957,free5gc,0,sysprocess_recvmsg,recvmsg
603,rsyslogd,18,693,21:14:25,0.168065,free5gc,0,sysprocess_recvmsg,recvmsg
609,ModemManager,6,772,21:14:25,0.023309,free5gc,0,sysprocess_recvmsg,recvmsg
610,udisksd,6,700,21:14:25,0.021485,free5gc,0,sysprocess_recvmsg,recvmsg
612,polkitd,4,691,21:14:25,0.017292,free5gc,0,sysprocess_recvmsg,recvmsg
614,amf,68,18598,21:50:48,65772.322442,free5gc,5,sysprocess_recvmsg,recvmsg
615,systemd-journal,18,328,21:50:48,0.250987,free5gc,5,sysprocess_recvmsg,recvmsg
616,rsyslogd,18,693,21:50:48,0.179139,free5gc,5,sysprocess_recvmsg,recvmsg
622,polkitd,4,691,21:50:48,0.013322,free5gc,5,sysprocess_recvmsg,recvmsg
623,ModemManager,4,772,21:50:48,0.011453,free5gc,5,sysprocess_recvmsg,recvmsg
624,udisksd,4,700,21:50:48,0.010601,free5gc,5,sysprocess_recvmsg,recvmsg
626,open5gs-scpd,665,39240,13:50:01,3.734941,open5gs,5,sysprocess_recvfrom,recvfrom
627,open5gs-nrfd,133,39231,13:50:01,1.755191,open5gs,5,sysprocess_recvfrom,recvfrom
